Date,Plot,Dist (m),Azi (°),Species,Tag #,Live or Dead?,DBH (cm),AGB (kg),Estimated height (m),Notes,,,,,,
7/9/19,AC103,5.5,200,ACRU,1354,D,10.7,20.0025021,4,,,,,,,
7/9/19,AC103,18.0,199,ACRU,1358,L,8.1,10.4,,,,,,,,
7/9/19,AC103,9.0,221,ACRU,1351,L,8.5,11.9,,,,,,,,
7/9/19,AC103,13.5,255,ACRU,1345,L,8.5,11.9,,,,,,,,
7/9/19,AC103,5.0,53,ACRU,1385,L,8.9,13.5,,,,,,,,
7/9/19,AC103,18.0,59,ACRU,1392,L,9.0,14.0,,,,,,,,
7/9/19,AC103,17.0,179,ACRU,1362,L,9.3,15.3,,,,,,,,
7/9/19,AC103,10.0,25,ACRU,1393,L,9.4,15.7,,,,,,,,
7/9/19,AC103,16.0,179,ACRU,1360,L,9.4,15.7,,,,,,,,
7/9/19,AC103,18.0,62,ACRU,1391,L,9.5,16.2,,,,,,,,
7/9/19,AC103,9.5,114,ACRU,1374,L,9.6,16.7,,slightly below DBH,,,,,,
7/9/19,AC103,4.0,5,ACRU,1400,L,9.8,17.7,,,,,,,,
7/9/19,AC103,6.5,63,ACRU,1386,L,9.8,17.7,,,,,,,,
7/9/19,AC103,14.5,131,ACRU,1371,L,9.9,18.2,,,,,,,,
7/9/19,AC103,17.0,180,ACRU,1361,L,10.0,18.7,,,,,,,,
7/9/19,AC103,15.0,10,ACRU,1396,L,10.1,19.2,,,,,,,,
7/9/19,AC103,18.0,201,ACRU,1357,L,10.1,19.2,,,,,,,,
7/9/19,AC103,13.5,88,ACRU,1379,L,10.4,20.8,,,,,,,,
7/9/19,AC103,8.0,248,ACRU,1347,L,10.4,20.8,,,,,,,,
7/9/19,AC103,9.5,108,ACRU,1373,L,11.9,30.3,,,,,,,,
7/9/19,AC103,11.0,105,ACRU,1376,L,12.7,36.3,,,,,,,,
7/9/19,AC103,6.0,75,ACRU,1382,L,13.4,42.2,,,,,,,,
7/9/19,AC103,6.0,80,ACRU,1381,L,13.8,45.7,,,,,,,,
7/9/19,AC103,4.5,310,PIRE,1342,L,19.1,90.5,,,,,,,,
7/9/19,AC103,9,144,PIST,1364,D,17.5,21.58968328,1.5,,,,,,,
7/9/19,AC103,11.0,83,PIST,1380,L,9.2,12.33014366,,,,,,,,
7/9/19,AC103,16.0,212,PIST,1356,L,10.2,16.08024662,,,,,,,,
7/9/19,AC103,4.0,323,PIST,1341,L,10.5,17.32570136,,,,,,,,
7/9/19,AC103,16.5,111,PIST,1378,L,10.8,18.62842758,,,,,,,,
7/9/19,AC103,8.5,253,PIST,1346,L,15.1,44.13237878,,,,,,,,
7/9/19,AC103,15.5,18,PIST,1394,L,16.3,53.7310049,,,,,,,,
7/9/19,AC103,17.5,133,PIST,1370,L,16.3,53.7310049,,,,,,,,
7/9/19,AC103,9.0,155,PIST,1365,L,18.1,70.35516332,,,,,,,,
7/9/19,AC103,7.5,324,PIST,1339,L,18.3,72.3732445,,,,,,,,
7/9/19,AC103,13.5,176,PIST,1363,L,19.5,85.22445555,,,,,,,,
7/9/19,AC103,1.0,179,PIST,1352,L,20.5,96.93011422,,slightly below DBH,,,,,,
7/9/19,AC103,15.5,68,PIST,1390,L,30.9,278.655943,,,,,,,,
7/9/19,AC103,9,20,POGR,1398,L,21.2,181.4,,,,,,,,
7/9/19,AC103,14.0,23,POGR,1397,L,22.6,210.8,,,,,,,,
7/9/19,AC103,4.0,9,POGR,1399,L,23.7,235.8,,,,,,,,
7/9/19,AC103,9.5,197,POGR,1355,L,29.4,391.2,,,,,,,,
7/9/19,AC103,12.0,156,POGR,1366,L,30.4,423.2,,,,,,,,
7/9/19,AC103,11.5,268,POGR,1344,L,34.0,550.5,,,,,,,,
7/9/19,AC103,2.0,277,POGR,1343,L,35.2,597.2,,,,,,,,
7/9/19,AC103,6.0,354,POGR,1337,L,36.9,667.2,,,,,,,,
7/9/19,AC103,5.5,80,POGR,1383,L,40.4,825.6,,,,,,,,
7/9/19,AC103,2.0,90,POGR,1384,L,43.5,982.2,,,,,,,,
7/9/19,AC103,3.0,176,POGR,1353,L,44.0,1008.9,,,,,,,,
7/9/19,AC103,14.5,246,QURU,1348,L,15.7,82.5,,,,,,,,
7/9/19,AC103,18.0,336,QURU,1334,L,20.1,163.7,,,,,,,,
7/9/19,AC103,6.0,336,QURU,1340,L,22.0,210.4,,,,,,,,
7/9/19,AC103,15.5,350,QURU,1333,L,24.5,283.5,,,,,,,,
7/9/19,AC103,7.0,338,QURU,1338,L,26.1,337.9,,,,,,,,
7/9/19,AC103,11.0,67,QURU,1388,L,31.6,574.3,,,,,,,,
7/9/19,AC103,17.5,335,QURU,1335,L,31.6,574.3,,,,,,,,
7/9/19,AC103,16.0,11,QURU,1395,L,31.8,584.4,,,,,,,,
7/9/19,AC103,9.0,236,QURU,1350,L,34.2,715.1,,,,,,,,
7/9/19,AC103,11.5,156,QURU,1369,L,34.9,756.4,,,,,,,,
7/9/19,AC103,15.5,245,QURU,1349,L,35.7,805.5,,,,,,,,
7/9/19,AC103,15.5,200,QURU,1359,L,36.4,850.0,,,,,,,,
7/9/19,AC103,11.5,154,QURU,1368,L,37.4,916.4,,,,,,,,
7/9/19,AC103,18.0,321,QURU,1336,L,37.5,923.2,,,,,,,,
7/9/19,AC103,12.0,158,QURU,1367,L,37.7,936.9,,,,,,,,
7/9/19,AC103,11.0,68,QURU,1387,L,40.7,1158.6,,,,,,,,
7/9/19,AC103,11.0,63,QURU,1389,L,46.8,1706.6,,,,,,,,
7/9/19,AC104,11.0,4,ACRU,1331,L,8.9,13.5,,,,,,,,
7/9/19,AC104,18.0,45,ACRU,4422,L,10.2,19.8,,NEW TREE,,,,,,
7/9/19,AC104,17.0,334,ACRU,1258,L,10.6,22.0,,,,,,,,
7/9/19,AC104,18.0,45,ACRU,1324,L,10.8,23.2,,,,,,,,
7/9/19,AC104,15.0,13,ACRU,1330,L,11.1,25.0,,,,,,,,
7/9/19,AC104,16.0,345,ACRU,1256,L,11.9,30.3,,,,,,,,
7/9/19,AC104,17.5,96,ACRU,1304,L,17.4,87.1,,,,,,,,
7/9/19,AC104,16.5,99,ACRU,1303,L,17.7,91.3,,,,,,,,
7/9/19,AC104,16.5,153,PIRE,1294,L,11.1,23.0,,,,,,,,
7/9/19,AC104,12.0,311,PIRE,1264,L,12.9,33.6,,,,,,,,
7/9/19,AC104,16.0,87,PIRE,1307,L,17.0,67.4,,,,,,,,
7/9/19,AC104,11.0,101,PIRE,1302,L,29.2,264.4,,,,,,,,
7/9/19,AC104,13.5,245,PIRE,1278,L,29.8,278.3,,,,,,,,
7/9/19,AC104,5.5,115,PIST,4470,L,8.2,9.169805251,,NEW TREE,,,,,,
7/9/19,AC104,17.0,275,PIST,4476,L,8.8,10.99730626,,NEW TREE,,,,,,
7/9/19,AC104,6.5,290,PIST,1266,L,10.1,15.67765916,,,,,,,,
7/9/19,AC104,16.5,293,PIST,1269,L,10.9,19.07555821,,,,,,,,
7/9/19,AC104,13.0,253,PIST,1274,L,13.3,31.83408424,,,,,,,,
7/9/19,AC104,11.5,273,PIST,1272,L,13.3,31.83408424,,,,,,,,
7/9/19,AC104,6.5,7,PIST,1332,L,14.3,38.36343228,,,,,,,,
7/9/19,AC104,9.0,312,PIST,1261,L,14.7,41.18616206,,,,,,,,
7/9/19,AC104,16.5,277,PIST,1270,L,15.4,46.4242331,,,,,,,,
7/9/19,AC104,18.0,235,PIST,1276,L,16.4,54.58342786,,,,,,,,
7/9/19,AC104,9.5,173,PIST,1287,L,16.6,56.31295633,,,,,,,,
7/9/19,AC104,8.5,327,PIST,1260,L,17.9,68.37186687,,,,,,,,
7/9/19,AC104,17.5,86,PIST,1308,L,18.3,72.3732445,,,,,,,,
7/9/19,AC104,1.5,77,PIST,1312,L,18.5,74.42633032,,,,,,,,
7/9/19,AC104,8.5,46,PIST,1322,L,18.8,77.57207134,,,,,,,,
7/9/19,AC104,10.0,359,PIST,1253,L,19.8,88.63964953,,,,,,,,
7/9/19,AC104,17.5,126,PIST,1297,L,20.3,94.51510402,,,,,,,,
7/9/19,AC104,17.0,54,PIST,1319,L,20.8,100.6227438,,,,,,,,
7/9/19,AC104,15.5,49,PIST,1320,L,21.7,112.2119962,,,,,,,,
7/9/19,AC104,10.5,355,PIST,1254,L,22.3,120.3712383,,,,,,,,
7/9/19,AC104,9.5,231,PIST,1281,L,22.9,128.8833384,,,,,,,,
7/9/19,AC104,10.0,118,PIST,1300,L,24.9,159.874494,,,,,,,,
7/9/19,AC104,13.0,271,PIST,1271,L,24.9,159.874494,,,,,,,,
7/9/19,AC104,7.0,54,PIST,1316,L,25.0,161.5320763,,,,,,,,
7/9/19,AC104,17.5,117,PIST,1301,L,29.3,243.021101,,,,,,,,
7/9/19,AC104,9.5,186,PIST,1286,L,30.5,269.4671317,,,,,,,,
7/9/19,AC104,4.0,247,PIST,1279,L,30.9,278.655943,,,,,,,,
7/9/19,AC104,16.5,225,PIST,1282,L,35.0,383.9894348,,,,,,,,
7/9/19,AC104,11.5,50,POGR,1321,D,21.7,33.19629701,1.5,,,,,,,
7/9/19,AC104,15,165,POGR,1290,D,13.8,13.4254344,1.5,,,,,,,
7/9/19,AC104,3,139,POGR,1285,D,12.1,13.76193972,2,,,,,,,
7/9/19,AC104,13.5,121,POGR,1299,D,14.9,20.86802976,2,,,,,,,
7/9/19,AC104,14,153,POGR,1293,D,15.6,22.87484222,2,,,,,,,
7/9/19,AC104,8.5,63,POGR,1311,D,22.0,181.9760624,8,,,,,,,
7/9/19,AC104,7.5,75,POGR,1310,D,21.8,201.0177518,9,,,,,,,
7/9/19,AC104,17,119,POGR,1298,D,28.2,336.3718478,9,,,,,,,
7/9/19,AC104,12.5,35,POGR,1325,D,24.0,406.062288,15,,,,,,,
7/9/19,AC104,12,22,POGR,1327,D,20.5,167.7,intact,,,,,,,
7/9/19,AC104,12.5,23,POGR,1326,D,25.8,287.8,intact,,,,,,,
7/9/19,AC104,3.0,50,POGR,1315,L,25.1,269.8,,,,,,,,
7/9/19,AC104,17.0,344,POGR,1257,L,25.6,282.6,,,,,,,,
7/9/19,AC104,7.0,245,POGR,1280,L,25.8,287.8,,,,,,,,
7/9/19,AC104,8.0,300,POGR,1267,L,26.8,314.7,,slightly above DBH,,,,,,
7/9/19,AC104,15.5,91,POGR,1305,L,27.4,331.5,,,,,,,,
7/9/19,AC104,10.0,267,POGR,1273,L,29.0,378.8,,,,,,,,
7/9/19,AC104,13.5,180,POGR,1288,L,31.3,453.2,,,,,,,,
7/9/19,AC104,15.0,176,POGR,1289,L,31.4,456.6,,,,,,,,
7/9/19,AC104,8.5,340,POGR,1259,L,31.4,456.6,,,,,,,,
7/9/19,AC104,10.0,192,POGR,1283,L,31.7,466.9,,,,,,,,
7/9/19,AC104,8.5,25,POGR,1323,L,32.8,505.9,,,,,,,,
7/9/19,AC104,15.0,83,POGR,1309,L,33.6,535.4,,,,,,,,
7/9/19,AC104,14.0,351,POGR,1255,L,35.8,621.4,,,,,,,,
7/9/19,AC104,6.0,210,POGR,1284,L,36.0,629.6,,,,,,,,
7/9/19,AC104,16.5,88,POGR,1306,L,38.0,714.9,,,,,,,,
7/9/19,AC104,11.0,175,QURU,4471,L,8.5,15.0,,NEW TREE,,,,,,
7/9/19,AC104,7.0,50,QURU,1317,L,16.2,90.0,,,,,,,,
7/9/19,AC104,16.0,137,QURU,1296,L,17.0,102.9,,,,,,,,
7/9/19,AC104,10.0,155,QURU,1292,L,17.9,118.7,,,,,,,,
7/9/19,AC104,11.0,158,QURU,1291,L,19.0,140.1,,,,,,,,
7/9/19,AC104,11.5,312,QURU,1263,L,24.0,267.8,,,,,,,,
7/9/19,AC104,12.0,305,QURU,1265,L,24.8,293.3,,,,,,,,
7/9/19,AC104,7.5,50,QURU,1318,L,27.9,406.6,,,,,,,,
7/9/19,AC104,15.5,15,QURU,1328,L,28.7,439.7,,,,,,,,
7/9/19,AC104,14.0,316,QURU,1262,L,29.5,474.6,,,,,,,,
7/9/19,AC104,16.5,138,QURU,1295,L,36.2,837.2,,,,,,,,
7/9/19,AC104,15.5,248,QURU,1275,L,36.3,843.6,,,,,,,,
7/9/19,AC104,9.0,299,QURU,1268,L,38.5,993.1,,,,,,,,
7/9/19,AC104,16.0,15,QURU,1329,L,39.6,1073.8,,,,,,,,
7/9/19,AC104,1.0,80,QURU,1313,L,43.2,1366.9,,,,,,,,
7/17/19,AC107,17.0,58,ACRU,1235,D,10.5,33.70803345,7,,,,,,,
7/17/19,AC107,17.0,57,ACRU,1236,L,9.4,15.7,,,,,,,,
7/17/19,AC107,17.0,59,ACRU,1234,L,9.4,15.7,,,,,,,,
7/17/19,AC107,18.0,49,ACRU,1241,L,9.7,17.2,,,,,,,,
7/17/19,AC107,15.0,78,ACRU,1228,L,10.5,21.4,,,,,,,,
7/17/19,AC107,14.5,297,ACRU,1182,L,10.8,23.2,,,,,,,,
7/17/19,AC107,13.5,150,ACRU,1217,L,10.9,23.8,,,,,,,,
7/17/19,AC107,13.5,150,ACRU,1218,L,14.0,47.6,,,,,,,,
7/17/19,AC107,14.0,151,ACRU,1216,L,14.0,47.6,,,,,,,,
7/17/19,AC107,15.5,81,ACRU,1226,L,14.1,48.6,,,,,,,,
7/17/19,AC107,15.0,81,ACRU,1227,L,14.3,50.5,,,,,,,,
7/17/19,AC107,17.0,56,ACRU,1237,L,21.4,154.7,,,,,,,,
7/17/19,AC107,14.5,297,ACRU,1183,L,22.4,175.7,,,,,,,,
7/17/19,AC107,4.5,135,BEPA,1214,D,25.9,166.2062918,7,,,,,,,
7/17/19,AC107,11.0,161,PIRE,1212,L,8.7,12.4,,,,,,,,
7/17/19,AC107,18.0,41,PIRE,1242,L,12.6,31.6,,,,,,,,
7/17/19,AC107,17.5,304,PIRE,1176,L,14.6,45.9,,,,,,,,
7/17/19,AC107,8.0,320,PIRE,1169,L,14.9,48.3,,,,,,,,
7/17/19,AC107,13.5,325,PIRE,1173,L,19.5,95.4,,,,,,,,
7/17/19,AC107,11.0,186,PIRE,1206,L,19.8,99.1,,,,,,,,
7/17/19,AC107,14.5,76,PIRE,1229,L,20.2,104.2,,,,,,,,
7/17/19,AC107,17.0,99,PIRE,1224,L,25.1,180.4,,,,,,,,
7/17/19,AC107,8.0,319,PIRE,1170,L,25.8,193.4,,,,,,,,
7/17/19,AC107,5.0,26,PIRE,1247,L,29.5,271.3,,,,,,,,
7/17/19,AC107,5.5,19,PIRE,1248,L,32.1,335.8,,,,,,,,
7/17/19,AC107,4.5,122,PIRE,1215,L,32.6,349.2,,,,,,,,
7/17/19,AC107,13.0,235,PIRE,1198,L,35.9,445.5,,,,,,,,
7/17/19,AC107,11.0,137,PIRE,1219,L,36.7,471.0,,,,,,,,
7/17/19,AC107,5.0,228,PIRE,1199,L,36.8,474.2,,,,,,,,
7/17/19,AC107,6.5,104,PIRE,1220,L,38.9,545.6,,,,,,,,
7/17/19,AC107,11.0,167,PIRE,1210,L,44.3,757.7,,,,,,,,
7/17/19,AC107,12.0,64,PIST,1231,D,8.9,29.78166096,8,,,,,,,
7/17/19,AC107,11.0,238,PIST,1197,L,8.5,10.05818845,,,,,,,,
7/17/19,AC107,12.5,63,PIST,1232,L,8.7,10.67856658,,,,,,,,
7/17/19,AC107,8.5,175,PIST,1204,L,8.7,10.67856658,,,,,,,,
7/17/19,AC107,7.5,30,PIST,4233,L,9.1,11.9881781,,NEW TREE ,,,,,,
7/17/19,AC107,9.5,294,PIST,1178,L,9.7,14.12918857,,,,,,,,
7/17/19,AC107,18.0,273,PIST,1185,L,9.8,14.50709546,,,,,,,,
7/17/19,AC107,11.0,269,PIST,1189,L,10.0,15.28129512,,,,,,,,
7/17/19,AC107,7.5,282,PIST,1190,L,10.0,15.28129512,,,,,,,,
7/17/19,AC107,16.0,184,PIST,1208,L,11.5,21.89606407,,,,,,,,
7/17/19,AC107,15.0,336,PIST,1167,L,11.5,21.89606407,,,,,,,,
7/17/19,AC107,9.0,213,PIST,1200,L,11.6,22.38941768,,,,,,,,
7/17/19,AC107,15.0,350,PIST,1165,L,12.7,28.26825752,,,,,,,,
7/17/19,AC107,14.5,205,PIST,1202,L,14.8,41.91106412,,,,,,,,
7/17/19,AC107,8.5,180,PIST,1205,L,15.4,46.4242331,,,,,,,,
7/17/19,AC107,15.5,214,PIST,1201,L,15.6,47.9917202,,,,,,,,
7/17/19,AC107,13.5,353,PIST,1164,L,15.8,49.59114964,,,,,,,,
7/17/19,AC107,15.5,36,PIST,1243,L,16.0,51.22275563,,,,,,,,
7/17/19,AC107,13.5,317,PIST,1174,L,16.7,57.19011918,,,,,,,,
7/17/19,AC107,5.0,317,PIST,1168,L,17.1,60.78209335,,,,,,,,
7/17/19,AC107,17.0,177,PIST,1209,L,18.4,73.39539813,,,,,,,,
7/17/19,AC107,16.5,191,POGR,1203,D,19.2,51.97597286,3,,,,,,,
7/17/19,AC107,15.0,107,POGR,1223,D,19.3,70.02506558,4,,,,,,,
7/17/19,AC107,11.5,265,POGR,1188,D,16.5,63.97595944,5,,,,,,,
7/17/19,AC107,15,327,POGR,1171,D,19.4,106.1288908,6,,,,,,,
7/17/19,AC107,12.5,269,POGR,1187,D,29.9,336.1330982,8,,,,,,,
7/17/19,AC107,13.0,309,POGR,1175,D,20.0,158.2,full tree,,,,,,,
7/17/19,AC107,14.5,118,POGR,1222,L,18.7,135.1,,slightly above DBH,,,,,,
7/17/19,AC107,12.0,62,POGR,1233,L,19.7,152.7,,,,,,,,
7/17/19,AC107,8.5,355,POGR,1252,L,20.3,163.8,,,,,,,,
7/17/19,AC107,16.5,268,POGR,1186,L,21.0,177.4,,,,,,,,
7/17/19,AC107,11.5,351,POGR,1163,L,23.6,233.4,,,,,,,,
7/17/19,AC107,16.5,109,POGR,1221,L,23.9,240.5,,,,,,,,
7/17/19,AC107,12.0,304,POGR,1181,L,24.9,264.8,,,,,,,,
7/17/19,AC107,17.5,172,POGR,1211,L,25.4,277.4,,,,,,,,
7/17/19,AC107,13.0,251,POGR,1195,L,25.6,282.6,,,,,,,,
7/17/19,AC107,10.0,255,POGR,1193,L,25.7,285.2,,,,,,,,
7/17/19,AC107,15.0,35,POGR,1244,L,25.8,287.8,,,,,,,,
7/17/19,AC107,5.0,31,POGR,1246,L,26.2,298.4,,,,,,,,
7/17/19,AC107,9.5,53,POGR,1238,L,26.8,314.7,,,,,,,,
7/17/19,AC107,13.0,259,POGR,1194,L,27.8,343.0,,,,,,,,
7/17/19,AC107,16.5,303,POGR,1177,L,28.2,354.7,,,,,,,,
7/17/19,AC107,9.0,2,POGR,1251,L,28.7,369.7,,,,,,,,
7/17/19,AC107,8.5,51,POGR,1239,L,30.0,410.2,,,,,,,,
7/17/19,AC107,13.0,345,POGR,1166,L,30.0,410.2,,,,,,,,
7/17/19,AC107,16.0,85,POGR,1225,L,32.0,477.4,,,,,,,,
7/17/19,AC107,7.0,255,POGR,1192,L,32.0,477.4,,,,,,,,
7/17/19,AC107,6.0,303,POGR,1179,L,32.0,477.4,,,,,,,,
7/17/19,AC107,12.0,330,POGR,1172,L,32.6,498.7,,,,,,,,
7/17/19,AC107,11.5,24,POGR,1250,L,32.9,509.5,,,,,,,,
7/17/19,AC107,10.0,7,POGR,1249,L,33.5,531.7,,,,,,,,
7/17/19,AC107,8.5,70,POGR,1230,L,33.8,542.9,,,,,,,,
7/17/19,AC107,4.0,271,POGR,1191,L,33.9,546.7,,,,,,,,
7/17/19,AC107,16.0,293,POGR,1184,L,35.3,601.2,,,,,,,,
7/17/19,AC107,10.5,51,POGR,1240,L,36.5,650.4,,,,,,,,
7/17/19,AC107,9.5,247,QURU,1196,L,14.5,66.2,,,,,,,,
7/16/19,BF7,15.5,350,ACRU,1596,D,10.0,18.7,full tree,,,,,,,
7/16/19,BF7,12.5,30,ACRU,1759,L,8.2,10.8,,,,,,,,
7/16/19,BF7,11.0,70,ACRU,1746,L,8.7,12.7,,,,,,,,
7/16/19,BF7,15.5,350,ACRU,1597,L,8.8,13.1,,,,,,,,
7/16/19,BF7,12.5,160,ACRU,1714,L,9.0,14.0,,,,,,,,
7/16/19,BF7,14.5,145,ACRU,1717,L,9.3,15.3,,,,,,,,
7/16/19,BF7,4.0,235,ACRU,1700,L,10.0,18.7,,,,,,,,
7/16/19,BF7,6.0,235,ACRU,1697,L,10.0,18.7,,,,,,,,
7/16/19,BF7,4.0,235,ACRU,1699,L,11.4,26.9,,,,,,,,
7/16/19,BF7,6.5,235,ACRU,1696,L,11.4,26.9,,,,,,,,
7/16/19,BF7,15.5,350,ACRU,1598,L,11.7,28.9,,,,,,,,
7/16/19,BF7,14.5,145,ACRU,1716,L,12.2,32.5,,,,,,,,
7/16/19,BF7,7.0,250,ACRU,1695,L,12.2,32.5,,,,,,,,
7/16/19,BF7,13.0,30,ACRU,1760,L,12.5,34.7,,,,,,,,
7/16/19,BF7,4.5,235,ACRU,1698,L,13.3,41.3,,,,,,,,
7/16/19,BF7,6.0,260,ACRU,1694,L,14.6,53.5,,,,,,,,
7/16/19,BF7,15.5,355,ACRU,1599,L,14.6,53.5,,,,,,,,
7/16/19,BF7,4.0,235,ACRU,1701,L,15.8,66.6,,,,,,,,
7/16/19,BF7,17.5,10,PIRE,1762,D,7.8,9.4,full tree,,,,,,,
7/16/19,BF7,16.0,205,PIRE,1710,L,25.0,178.6,,,,,,,,
7/16/19,BF7,15.0,5,PIST,1775,L,8.5,10.05818845,,,,,,,,
7/16/19,BF7,17.0,105,PIST,1708,L,8.5,10.05818845,,,,,,,,
7/16/19,BF7,16.0,10,PIST,1769,L,8.7,10.67856658,,,,,,,,
7/16/19,BF7,16.5,10,PIST,1763,L,9.0,11.65207473,,,,,,,,
7/16/19,BF7,12.0,75,PIST,1743,L,9.1,11.9881781,,,,,,,,
7/16/19,BF7,16.5,135,PIST,1728,L,9.9,14.89111907,,,,,,,,
7/16/19,BF7,13.5,350,PIST,1584,L,11.2,20.45609559,,,,,,,,
7/16/19,BF7,13.5,10,PIST,1774,L,11.6,22.38941768,,,,,,,,
7/16/19,BF7,16.5,0,PIST,1776,L,11.8,23.39637151,,,,,,,,
7/16/19,BF7,15.0,290,PIST,1587,L,12.0,24.43054187,,,,,,,,
7/16/19,BF7,11.5,75,PIST,1742,L,12.2,25.49219238,,,,,,,,
7/16/19,BF7,14.5,230,PIST,1704,L,12.4,26.58158478,,,,,,,,
7/16/19,BF7,17.0,140,PIST,1727,L,12.7,28.26825752,,,,,,,,
7/16/19,BF7,11.0,305,PIST,1578,L,14.5,39.75948193,,,,,,,,
7/16/19,BF7,8.0,70,PIST,1745,L,14.6,40.46897805,,,,,,,,
7/16/19,BF7,4.5,350,PIST,1582,L,16.2,52.88677112,,,,,,,,
7/16/19,BF7,6.5,5,PIST,1770,L,17.1,60.78209335,,,,,,,,
7/16/19,BF7,10.5,130,PIST,1730,L,18.5,74.42633032,,,,,,,,
7/16/19,BF7,16.0,205,PIST,1709,L,19.0,79.71362425,,,,,,,,
7/16/19,BF7,10.0,330,PIST,1595,L,21.4,108.2629879,,,,,,,,
7/16/19,BF7,16.0,120,PIST,1732,L,23.8,142.3249245,,,,,,,,
7/16/19,BF7,17.5,145,POGR,1722,D,8.4,3.316175352,1,,,,,,,
7/16/19,BF7,15,215,POGR,1706,D,10.1,4.79426088,1,,,,,,,
7/16/19,BF7,12,70,POGR,1747,D,12.4,14.45280958,2,,,,,,,
7/16/19,BF7,13.5,75,POGR,1741,D,10.5,15.54457196,3,,,,,,,
7/16/19,BF7,1.0,70,POGR,1750,L,10.8,37.2,,,,,,,,
7/16/19,BF7,14.0,125,POGR,1731,L,12.0,47.6,,,,,,,,
7/16/19,BF7,4.5,135,POGR,1729,L,20.7,171.5,,,,,,,,
7/16/19,BF7,13.0,40,POGR,1752,L,22.9,217.5,,,,,,,,
7/16/19,BF7,14.0,90,POGR,1738,L,23.6,233.4,,,,,,,,
7/16/19,BF7,15.0,10,QURU,1764,D,8.0,32.2902528,8,,,,,,,
7/16/19,BF7,16.0,230,QURU,1691,D,11.6,67.89025651,8,,,,,,,
7/16/19,BF7,18,30,QURU,1755,D,12.7,91.54854271,9,,,,,,,
7/16/19,BF7,9.0,340,QURU,1590,D,12.0,90.816336,10,,,,,,,
7/16/19,BF7,14.5,90,QURU,1739,D,11.5,34.8,full tree,,,,,,,
7/16/19,BF7,17.5,235,QURU,1690,D,15.0,72.7,full tree,NEW TREE,,,,,,
7/16/19,BF7,18.0,90,QURU,1737,L,10.1,24.3,,top is dead ,,,,,,
7/16/19,BF7,5.0,220,QURU,1712,L,12.5,43.9,,,,,,,,
7/16/19,BF7,14.5,70,QURU,1744,L,12.8,46.8,,,,,,,,
7/16/19,BF7,7.0,285,QURU,1575,L,15.1,74.1,,,,,,,,
7/16/19,BF7,5.0,220,QURU,1711,L,15.4,78.2,,,,,,,,
7/16/19,BF7,13.5,25,QURU,1758,L,15.5,79.6,,,,,,,,
7/16/19,BF7,3.5,75,QURU,1749,L,15.5,79.6,,,,,,,,
7/16/19,BF7,14.5,280,QURU,1586,L,15.5,79.6,,,,,,,,
7/16/19,BF7,12.5,145,QURU,1721,L,15.7,82.5,,,,,,,,
7/16/19,BF7,11.0,10,QURU,1773,L,15.8,84.0,,,,,,,,
7/16/19,BF7,7.0,70,QURU,1748,L,16.5,94.7,,,,,,,,
7/16/19,BF7,8.0,95,QURU,1733,L,16.5,94.7,,,,,,,,
7/16/19,BF7,17.5,230,QURU,1702,L,16.7,97.9,,,,,,,,
7/16/19,BF7,13.0,140,QURU,1724,L,17.3,108.0,,,,,,,,
7/16/19,BF7,16.0,30,QURU,1756,L,17.5,111.5,,,,,,,,
7/16/19,BF7,8.0,95,QURU,1734,L,17.5,111.5,,,,,,,,
7/16/19,BF7,14.5,280,QURU,1579,L,17.5,111.5,,,,,,,,
7/16/19,BF7,18.0,35,QURU,1754,L,17.8,116.9,,,,,,,,
7/16/19,BF7,10.0,40,QURU,1751,L,17.8,116.9,,,,,,,,
7/16/19,BF7,14.0,280,QURU,1580,L,17.9,118.7,,,,,,,,
7/16/19,BF7,13.0,145,QURU,1720,L,18.0,120.6,,,,,,,,
7/16/19,BF7,11.0,10,QURU,1771,L,18.6,132.1,,,,,,,,
7/16/19,BF7,15.0,23,QURU,1767,L,19.5,150.5,,,,,,,,
7/16/19,BF7,11.0,10,QURU,1600,L,20.2,166.0,,,,,,,,
7/16/19,BF7,14.5,30,QURU,1757,L,20.3,168.3,,,,,,,,
7/16/19,BF7,9.5,310,QURU,1593,L,20.4,170.6,,,,,,,,
7/16/19,BF7,12.0,140,QURU,1725,L,20.5,172.9,,,,,,,,
7/16/19,BF7,18.0,35,QURU,1753,L,21.4,194.8,,,,,,,,
7/16/19,BF7,10.5,10,QURU,1772,L,21.7,202.5,,,,,,,,
7/16/19,BF7,12.0,140,QURU,1726,L,21.8,205.1,,,,,,,,
7/16/19,BF7,17.5,225,QURU,1703,L,21.9,207.7,,,,,,,,
7/16/19,BF7,12.5,145,QURU,1719,L,22.3,218.4,,,,,,,,
7/16/19,BF7,13.0,140,QURU,1723,L,22.6,226.7,,,,,,,,
7/16/19,BF7,14.5,90,QURU,1740,L,23.5,252.6,,,,,,,,
7/16/19,BF7,7.5,90,QURU,1736,L,23.7,258.6,,,,,,,,
7/16/19,BF7,7.0,95,QURU,1735,L,24.2,274.0,,,,,,,,
7/16/19,BF7,17.0,10,QURU,1765,L,24.5,283.5,,,,,,,,
7/16/19,BF7,13.0,205,QURU,1707,L,24.7,290.0,,,,,,,,
7/16/19,BF7,12.0,245,QURU,1692,L,24.7,290.0,,,,,,,,
7/16/19,BF7,4.0,30,QURU,1761,L,24.8,293.3,,,,,,,,
