Date,Plot,Dist (m),Azi (°),Species,Tag #,Live or Dead?,DBH (cm),AGB (kg),Estimated height (m),Notes,,,,,,
7/8/19,DNR2,16.0,235,POGR,2142,L,9.3,26.2,,,,,,,,
7/8/19,DNR2,15.0,300,POGR,2167,L,9.3,26.2,,,,,,,,
7/8/19,DNR2,12.0,340,POGR,2071,L,9.3,26.2,,,,,,,,
7/8/19,DNR2,15.5,210,POGR,2101,L,9.4,26.8,,,,,,,,
7/8/19,DNR2,8.5,335,POGR,2182,L,9.4,26.8,,NEW TREE,,,,,,
7/8/19,DNR2,11.0,45,POGR,2100,L,9.5,27.5,,,,,,,,
7/8/19,DNR2,18,115,POGR,2032,L,9.5,27.5,,,,,,,,
7/8/19,DNR2,18.0,145,POGR,2522,L,9.5,27.5,,,,,,,,
7/8/19,DNR2,18.0,200,POGR,2103,L,9.5,27.5,,,,,,,,
7/8/19,DNR2,15.5,170,POGR,2125,L,9.6,28.2,,,,,,,,
7/8/19,DNR2,8.0,320,POGR,2165,L,9.6,28.2,,,,,,,,
7/8/19,DNR2,10.5,345,POGR,2183,L,9.6,28.2,,slightly below DBH,,,,,,
7/8/19,DNR2,9.5,30,POGR,2063,L,9.8,29.6,,,,,,,,
7/8/19,DNR2,9.5,30,POGR,2099,L,9.8,29.6,,,,,,,,
7/8/19,DNR2,11.5,30,POGR,2098,L,9.8,29.6,,,,,,,,
7/8/19,DNR2,15.5,110,POGR,2049,L,9.8,29.6,,slightly below DBH,,,,,,
7/8/19,DNR2,17.5,145,POGR,2129,L,9.8,29.6,,,,,,,,
7/8/19,DNR2,7.0,240,POGR,2145,L,9.8,29.6,,,,,,,,
7/8/19,DNR2,15.0,35,POGR,2075,L,10.0,31.0,,,,,,,,
7/8/19,DNR2,17.0,100,POGR,2053,L,10.0,31.0,,,,,,,,
7/8/19,DNR2,15.0,155,POGR,2131,L,10.0,31.0,,,,,,,,
7/8/19,DNR2,12.5,60,POGR,2087,L,10.1,31.8,,slightly below DBH,,,,,,
7/8/19,DNR2,17.5,130,POGR,2007,L,10.1,31.8,,,,,,,,
7/8/19,DNR2,17.5,160,POGR,1907,L,10.2,32.5,,NEW TREE,,,,,,
7/8/19,DNR2,13.0,260,POGR,2157,L,10.2,32.5,,slightly below dbh,,,,,,
7/8/19,DNR2,15.0,280,POGR,2170,L,10.2,32.5,,,,,,,,
7/8/19,DNR2,4.5,320,POGR,2180,L,10.2,32.5,,,,,,,,
7/8/19,DNR2,11.0,110,POGR,2050,L,10.3,33.3,,NEW TREE,,,,,,
7/8/19,DNR2,7.0,245,POGR,2149,L,10.3,33.3,,,,,,,,
7/8/19,DNR2,10.0,330,POGR,2177,L,10.3,33.3,,,,,,,,
7/8/19,DNR2,6.0,355,POGR,2197,L,10.3,33.3,,,,,,,,
7/8/19,DNR2,5.0,135,POGR,2041,L,10.4,34.0,,slightly above DBH,,,,,,
7/8/19,DNR2,15.5,175,POGR,2127,L,10.4,34.0,,,,,,,,
7/8/19,DNR2,17.0,265,POGR,2156,L,10.4,34.0,,,,,,,,
7/8/19,DNR2,8.0,310,POGR,2163,L,10.4,34.0,,,,,,,,
7/8/19,DNR2,17.0,320,POGR,2198,L,10.4,34.0,,,,,,,,
7/8/19,DNR2,12.5,90,POGR,2082,L,10.5,34.8,,,,,,,,
7/8/19,DNR2,13.5,155,POGR,2133,L,10.5,34.8,,,,,,,,
7/8/19,DNR2,12.5,285,POGR,2171,L,10.5,34.8,,,,,,,,
7/8/19,DNR2,5.5,90,POGR,2086,L,10.6,35.6,,,,,,,,
7/8/19,DNR2,14.0,5,POGR,916,L,10.7,36.4,,,,,,,,
7/8/19,DNR2,10.5,45,POGR,2076,L,10.8,37.2,,,,,,,,
7/8/19,DNR2,17.0,145,POGR,2021,L,10.8,37.2,,,,,,,,
7/8/19,DNR2,11.5,245,POGR,2136,L,10.8,37.2,,slightly below DBH,,,,,,
7/8/19,DNR2,4.0,310,POGR,2181,L,10.8,37.2,,,,,,,,
7/8/19,DNR2,7.5,355,POGR,2196,L,10.8,37.2,,,,,,,,
7/8/19,DNR2,6.0,200,POGR,2102,L,10.9,38.0,,,,,,,,
7/8/19,DNR2,17.5,45,POGR,2083,L,11.0,38.8,,slightly above DBH,,,,,,
7/8/19,DNR2,7.5,60,POGR,2062,L,11.0,38.8,,,,,,,,
7/8/19,DNR2,17.0,275,POGR,2155,L,11.0,38.8,,,,,,,,
7/8/19,DNR2,8.5,210,POGR,2105,L,11.1,39.7,,,,,,,,
7/8/19,DNR2,4.5,235,POGR,2147,L,11.1,39.7,,,,,,,,
7/8/19,DNR2,7.0,250,POGR,2148,L,11.1,39.7,,,,,,,,
7/8/19,DNR2,10.0,275,POGR,2153,L,11.2,40.5,,,,,,,,
7/8/19,DNR2,17.5,150,POGR,2118,L,11.3,41.4,,,,,,,,
7/8/19,DNR2,4.0,185,POGR,2109,L,11.3,41.4,,,,,,,,
7/8/19,DNR2,14.0,235,POGR,2140,L,11.3,41.4,,,,,,,,
7/8/19,DNR2,17.5,60,POGR,2091,L,11.4,42.2,,,,,,,,
7/8/19,DNR2,8.0,100,POGR,2079,L,11.4,42.2,,,,,,,,
7/8/19,DNR2,12.5,100,POGR,2068,L,11.4,42.2,,slightly above DBH,,,,,,
7/8/19,DNR2,9.0,195,POGR,2111,L,11.4,42.2,,,,,,,,
7/8/19,DNR2,11.5,234,POGR,1908,D,11.5,43.1,,NEW TREE,,,,,,
7/8/19,DNR2,9.0,330,POGR,2179,L,11.5,43.1,,,,,,,,
7/8/19,DNR2,13.5,215,POGR,2116,L,11.6,44.0,,,,,,,,
7/8/19,DNR2,16.0,10,POGR,2064,L,11.7,44.9,,,,,,,,
7/8/19,DNR2,10.0,245,POGR,2138,L,11.7,44.9,,,,,,,,
7/8/19,DNR2,8.0,265,POGR,2151,L,11.7,44.9,,,,,,,,
7/8/19,DNR2,16.0,220,POGR,2104,L,11.8,45.8,,,,,,,,
7/8/19,DNR2,8.0,130,POGR,2039,L,12.0,47.6,,,,,,,,
7/8/19,DNR2,14.0,50,POGR,2078,L,12.2,49.5,,,,,,,,
7/8/19,DNR2,8.5,115,POGR,2052,L,12.3,50.5,,,,,,,,
7/8/19,DNR2,10.0,160,POGR,2108,L,12.3,50.5,,,,,,,,
7/8/19,DNR2,6.5,175,POGR,1912,L,12.4,51.5,,NEW TREE,,,,,,
7/8/19,DNR2,8.0,285,POGR,2173,L,12.5,52.4,,slightly below DBH,,,,,,
7/8/19,DNR2,13.0,40,POGR,2084,L,12.6,53.4,,,,,,,,
7/8/19,DNR2,9.0,270,POGR,2152,L,13.0,57.5,,,,,,,,
7/8/19,DNR2,16.5,130,POGR,2045,L,13.1,58.5,,,,,,,,
7/8/19,DNR2,6.0,205,POGR,2117,L,13.2,59.6,,,,,,,,
7/8/19,DNR2,14.0,235,POGR,2137,L,13.2,59.6,,,,,,,,
7/8/19,DNR2,14.5,315,POGR,2176,L,13.2,59.6,,,,,,,,
7/8/19,DNR2,10.5,10,POGR,2072,L,13.3,60.7,,,,,,,,
7/8/19,DNR2,10.5,135,POGR,2004,L,13.4,61.7,,,,,,,,
7/8/19,DNR2,11.0,345,POGR,2193,L,13.4,61.7,,,,,,,,
7/8/19,DNR2,13.5,70,POGR,2090,L,13.5,62.8,,NEW TREE,,,,,,
7/8/19,DNR2,17.5,30,POGR,2074,L,13.7,65.0,,,,,,,,
7/8/19,DNR2,12.0,60,POGR,2088,L,13.7,65.0,,,,,,,,
7/8/19,DNR2,9.0,195,POGR,2114,L,13.7,65.0,,,,,,,,
7/8/19,DNR2,1.5,150,POGR,2022,L,13.8,66.2,,,,,,,,
7/8/19,DNR2,10.0,160,POGR,2121,L,13.8,66.2,,slightly above DBH,,,,,,
7/8/19,DNR2,15.5,55,POGR,2093,L,13.9,67.3,,,,,,,,
7/8/19,DNR2,12.5,25,POGR,2073,L,14.6,75.5,,,,,,,,
7/8/19,DNR2,9.0,195,POGR,2112,L,14.6,75.5,,,,,,,,
7/8/19,DNR2,15.5,220,POGR,2141,L,14.8,78.0,,,,,,,,
7/8/19,DNR2,14.5,250,POGR,2146,L,14.8,78.0,,,,,,,,
7/8/19,DNR2,14.0,245,POGR,2159,L,14.9,79.2,,slightly above DBH,,,,,,
7/8/19,DNR2,10.0,270,POGR,2154,L,14.9,79.2,,,,,,,,
7/8/19,DNR2,6.0,20,POGR,2061,L,15.2,83.0,,,,,,,,
7/8/19,DNR2,12.5,95,POGR,2060,L,15.8,90.9,,,,,,,,
7/8/19,DNR2,10.5,100,POGR,2085,L,15.9,92.3,,,,,,,,
7/8/19,DNR2,13.0,25,POGR,2070,L,16.1,95.0,,,,,,,,
7/8/19,DNR2,17.0,290,POGR,2169,L,16.1,95.0,,,,,,,,
7/8/19,DNR2,9.5,170,POGR,2126,L,16.5,100.7,,,,,,,,
7/8/19,DNR2,7.0,145,POGR,2019,L,16.6,102.1,,,,,,,,
7/8/19,DNR2,18.0,150,POGR,2120,L,16.8,105.0,,,,,,,,
7/8/19,DNR2,2.0,85,POGR,2069,L,17.4,114.1,,,,,,,,
7/8/19,DNR2,15.0,120,POGR,2001,L,18.6,133.4,,,,,,,,
7/8/19,DNR2,11.5,12,POGR,2050,L,9.9,30.3,,MISSING DATA,,,,,,
7/8/19,DNR2,8.0,130,QURU,2036,L,8.2,13.6,,,,,,,,
7/8/19,DNR2,9.5,290,QURU,1901,L,8.3,14.1,,NEW TREE,,,,,,
7/8/19,DNR2,12.0,190,QURU,2124,L,9.4,19.9,,,,,,,,
7/8/19,DNR2,14.0,95,QURU,2058,L,9.6,21.1,,,,,,,,
7/8/19,DNR2,2.0,340,QURU,2200,L,9.6,21.1,,,,,,,,
7/8/19,DNR2,13.5,155,QURU,2132,L,9.8,22.3,,,,,,,,
7/8/19,DNR2,14.0,95,QURU,2059,L,11.4,34.0,,,,,,,,
7/8/19,DNR2,8.0,130,QURU,2003,L,14.3,63.7,,,,,,,,
7/8/19,DNR2,8.0,130,QURU,2034,L,14.4,64.9,,,,,,,,
7/8/19,DNR2,2.0,340,QURU,2199,L,14.8,70.1,,,,,,,,
7/8/19,DNR2,8.0,130,QURU,2033,L,15.8,84.0,,,,,,,,
7/8/19,DNR2,8.0,130,QURU,2002,L,16.5,94.7,,,,,,,,
7/8/19,DNR2,12.0,190,QURU,2106,L,18.2,124.3,,,,,,,,
7/8/19,DNR2,8.0,130,QURU,2037,L,18.7,134.0,,,,,,,,
7/8/19,DNR2,12.0,190,QURU,2107,L,18.9,138.0,,,,,,,,
7/8/19,DNR2,8.0,130,QURU,2038,L,19.3,146.3,,,,,,,,
7/8/19,DNR2,12.0,190,QURU,2110,L,20.1,163.7,,,,,,,,
7/8/19,DNR2,12.0,190,QURU,2123,L,23.7,258.6,,,,,,,,
7/9/19,DNR3,18.0,240,ACRU,4482,L,8.3,11.1,,NEW TREE,,,,,,
7/9/19,DNR3,5.0,35,ACRU,2303,L,8.4,11.5,,,,,,,,
7/9/19,DNR3,14.0,85,ACRU,4480,L,8.5,11.9,,NEW TREE,,,,,,
7/9/19,DNR3,17.0,175,ACRU,4493,L,8.5,11.9,,NEW TREE,,,,,,
7/9/19,DNR3,17.0,190,ACRU,4487,L,8.5,11.9,,NEW TREE,,,,,,
7/9/19,DNR3,17.0,190,ACRU,4484,L,8.5,11.9,,NEW TREE,,,,,,
7/9/19,DNR3,17.0,175,ACRU,2251,L,8.6,12.3,,,,,,,,
7/9/19,DNR3,10.0,165,ACRU,4490,L,8.7,12.7,,NEW TREE,,,,,,
7/9/19,DNR3,17.5,190,ACRU,4483,L,8.7,12.7,,NEW TREE,,,,,,
7/9/19,DNR3,18.0,130,ACRU,4488,L,8.8,13.1,,NEW TREE,,,,,,
7/9/19,DNR3,18.0,130,ACRU,2258,L,9.0,14.0,,,,,,,,
7/9/19,DNR3,17.0,175,ACRU,2252,L,9.0,14.0,,,,,,,,
7/9/19,DNR3,12.5,240,ACRU,2283,L,9.1,14.4,,,,,,,,
7/9/19,DNR3,18.0,80,ACRU,2410,L,9.2,14.8,,,,,,,,
7/9/19,DNR3,17.0,175,ACRU,2248,L,9.2,14.8,,,,,,,,
7/9/19,DNR3,14.0,75,ACRU,4485,L,9.5,16.2,,NEW TREE,,,,,,
7/9/19,DNR3,13.5,75,ACRU,2413,L,9.6,16.7,,,,,,,,
7/9/19,DNR3,17.0,175,ACRU,2253,L,9.7,17.2,,,,,,,,
7/9/19,DNR3,18.0,325,ACRU,2226,L,9.7,17.2,,,,,,,,
7/9/19,DNR3,18.0,325,ACRU,2227,L,9.9,18.2,,,,,,,,
7/9/19,DNR3,13.0,95,ACRU,2416,L,10.8,23.2,,,,,,,,
7/9/19,DNR3,13.5,45,ACRU,2315,L,11.3,26.3,,,,,,,,
7/9/19,DNR3,13.5,45,ACRU,2327,L,11.8,29.6,,,,,,,,
7/9/19,DNR3,18.0,325,ACRU,2228,L,11.9,30.3,,,,,,,,
7/9/19,DNR3,10.0,155,ACRU,2254,L,12.0,31.0,,,,,,,,
7/9/19,DNR3,12.5,240,ACRU,2284,L,12.0,31.0,,,,,,,,
7/9/19,DNR3,18.0,124,ACRU,3150,L,12.1,31.7,,,,,,,,
7/9/19,DNR3,18.0,130,ACRU,2257,L,12.5,34.7,,,,,,,,
7/9/19,DNR3,18.0,350,ACRU,2241,L,12.8,37.1,,,,,,,,
7/9/19,DNR3,13.5,45,ACRU,2314,L,13.0,38.7,,,,,,,,
7/9/19,DNR3,18.0,130,ACRU,4486,L,13.5,43.0,,NEW TREE,,,,,,
7/9/19,DNR3,13.5,45,ACRU,2316,L,14.0,47.6,,,,,,,,
7/9/19,DNR3,18,105,BEPA,2297,D,8.6,10.4714491,4,,,,,,,
7/9/19,DNR3,18,105,BEPA,2405,D,9,11.4681906,4,,,,,,,
7/9/19,DNR3,15.0,100,BEPA,2401,L,9.7,19.04212526,,,,,,,,
7/9/19,DNR3,15.0,100,BEPA,2418,L,9.9,20.1779073,,,,,,,,
7/9/19,DNR3,11.5,305,BEPA,2220,L,11.2,28.64057261,,,,,,,,
7/9/19,DNR3,15.0,100,BEPA,2407,L,12.0,34.83680349,,,,,,,,
7/9/19,DNR3,11.5,305,BEPA,2223,L,12.1,35.6672254,,NOT DYING,,,,,,
7/9/19,DNR3,11.5,305,BEPA,2219,L,12.2,36.51036267,,,,,,,,
7/9/19,DNR3,11.5,305,BEPA,2221,L,12.6,40.01182513,,,,,,,,
7/9/19,DNR3,11.5,305,BEPA,2222,L,14.7,61.97695196,,,,,,,,
7/9/19,DNR3,16.5,110,PIST,2408,L,11.9,23.9100381,,,,,,,,
7/9/19,DNR3,7.0,50,PIST,2322,L,14.1,36.99777011,,,,,,,,
7/9/19,DNR3,16.5,340,PIST,2237,L,15.5,47.20399855,,,,,,,,
7/9/19,DNR3,6.0,320,PIST,2229,L,17.6,65.46165994,,,,,,,,
7/9/19,DNR3,10.0,255,PIST,2271,L,18.7,76.51463969,,,,,,,,
7/9/19,DNR3,6.5,15,PIST,2311,L,19.4,84.10424472,,,,,,,,
7/9/19,DNR3,16.5,293,PIST,2213,L,23.1,131.8000556,,,,,,,,
7/9/19,DNR3,12.5,180,PIST,2267,L,27.4,204.5084403,,,,,,,,
7/9/19,DNR3,9,55,POGR,2324,D,8.4,20.6,intact,,,,,,,
7/9/19,DNR3,8.0,345,POGR,2234,D,9.0,24.2,intact,,,,,,,
7/9/19,DNR3,16.5,20,POGR,4497,L,8.0,18.4,,NEW TREE,,,,,,
7/9/19,DNR3,11.0,35,POGR,2377,L,8.0,18.4,,slightly above DBH,,,,,,
7/9/19,DNR3,11.0,130,POGR,4491,L,8.1,18.9,,NEW TREE,,,,,,
7/9/19,DNR3,12.0,5,POGR,4384,L,8.2,19.5,,NEW TREE,,,,,,
7/9/19,DNR3,7.0,255,POGR,4479,L,8.2,19.5,,NEW TREE,,,,,,
7/9/19,DNR3,15.0,345,POGR,4498,L,8.2,19.5,,NEW TREE,,,,,,
7/9/19,DNR3,7.0,100,POGR,2298,L,8.3,20.0,,,,,,,,
7/9/19,DNR3,3.5,255,POGR,4495,L,8.4,20.6,,NEW TREE,,,,,,
7/9/19,DNR3,15.0,130,POGR,4489,L,8.5,21.2,,NEW TREE,,,,,,
7/9/19,DNR3,18.0,354,POGR,4499,L,8.5,21.2,,NEW TREE,,,,,,
7/9/19,DNR3,17.0,345,POGR,2240,L,8.6,21.8,,,,,,,,
7/9/19,DNR3,12.0,0,POGR,4393,L,8.7,22.4,,NEW TREE,,,,,,
7/9/19,DNR3,10.5,85,POGR,3151,L,8.7,22.4,,,,,,,,
7/9/19,DNR3,16.0,174,POGR,4494,L,8.7,22.4,,NEW TREE,,,,,,
7/9/19,DNR3,16.0,180,POGR,4492,L,8.7,22.4,,NEW TREE,,,,,,
7/9/19,DNR3,16.5,305,POGR,2212,L,8.7,22.4,,,,,,,,
7/9/19,DNR3,11.0,335,POGR,2235,L,8.7,22.4,,,,,,,,
7/9/19,DNR3,8.0,345,POGR,4477,L,8.7,22.4,,NEW TREE,,,,,,
7/9/19,DNR3,14.0,60,POGR,2335,L,8.8,23.0,,,,,,,,
7/9/19,DNR3,11.0,85,POGR,2419,L,9.0,24.2,,,,,,,,
7/9/19,DNR3,15.0,272,POGR,3149,L,9.0,24.2,,,,,,,,
7/9/19,DNR3,17.0,340,POGR,2238,L,9.2,25.5,,,,,,,,
7/9/19,DNR3,12.0,55,POGR,2338,L,9.3,26.2,,,,,,,,
7/9/19,DNR3,6.5,30,POGR,2310,L,9.4,26.8,,,,,,,,
7/9/19,DNR3,5.5,255,POGR,4478,L,9.4,26.8,,NEW TREE,,,,,,
7/9/19,DNR3,14.0,25,POGR,2308,L,9.5,27.5,,,,,,,,
7/9/19,DNR3,17.5,45,POGR,2325,L,9.5,27.5,,,,,,,,
7/9/19,DNR3,7.0,60,POGR,2305,L,9.5,27.5,,,,,,,,
7/9/19,DNR3,9.0,60,POGR,2337,L,9.5,27.5,,,,,,,,
7/9/19,DNR3,11.5,175,POGR,2249,L,9.5,27.5,,,,,,,,
7/9/19,DNR3,9.5,235,POGR,2275,L,9.5,27.5,,,,,,,,
7/9/19,DNR3,3.0,245,POGR,2278,L,9.5,27.5,,,,,,,,
7/9/19,DNR3,17.0,30,POGR,2312,L,9.6,28.2,,,,,,,,
7/9/19,DNR3,6.0,180,POGR,4481,L,9.6,28.2,,NEW TREE,,,,,,
7/9/19,DNR3,8.0,225,POGR,2268,L,9.6,28.2,,,,,,,,
7/9/19,DNR3,15.0,220,POGR,2290,L,9.7,28.9,,,,,,,,
7/9/19,DNR3,13.0,65,POGR,2333,L,9.8,29.6,,,,,,,,
7/9/19,DNR3,8.0,105,POGR,2295,L,9.9,30.3,,,,,,,,
7/9/19,DNR3,12.0,20,POGR,2331,L,10.0,31.0,,,,,,,,
7/9/19,DNR3,14.0,5,POGR,2203,D,10.1,31.8,,NEW TREE,,,,,,
7/9/19,DNR3,16.5,60,POGR,2336,L,10.2,32.5,,,,,,,,
7/9/19,DNR3,14.5,200,POGR,2247,L,10.2,32.5,,,,,,,,
7/9/19,DNR3,9.0,0,POGR,2323,L,10.3,33.3,,,,,,,,
7/9/19,DNR3,7.0,290,POGR,2215,L,10.3,33.3,,,,,,,,
7/9/19,DNR3,17.0,335,POGR,4098,L,10.3,33.3,,NEW TREE,,,,,,
7/9/19,DNR3,5.5,350,POGR,2230,L,10.3,33.3,,,,,,,,
7/9/19,DNR3,16.0,335,POGR,2236,L,10.4,34.0,,,,,,,,
7/9/19,DNR3,13.5,135,POGR,2259,L,10.5,34.8,,,,,,,,
7/9/19,DNR3,12.5,210,POGR,2277,L,10.5,34.8,,,,,,,,
7/9/19,DNR3,9.0,55,POGR,2326,L,10.6,35.6,,slightly below DBH,,,,,,
7/9/19,DNR3,13.0,100,POGR,2402,L,10.6,35.6,,,,,,,,
7/9/19,DNR3,17.0,320,POGR,2225,L,10.7,36.4,,,,,,,,
7/9/19,DNR3,15.0,350,POGR,2244,L,10.8,37.2,,,,,,,,
7/9/19,DNR3,18.0,350,POGR,2243,L,10.8,37.2,,,,,,,,
7/9/19,DNR3,17.0,230,POGR,2287,L,10.9,38.0,,,,,,,,
7/9/19,DNR3,8.5,75,POGR,2409,L,11.0,38.8,,,,,,,,
7/9/19,DNR3,6.5,245,POGR,2261,L,11.0,38.8,,,,,,,,
7/9/19,DNR3,8.0,345,POGR,2233,L,11.0,38.8,,,,,,,,
7/9/19,DNR3,15.5,30,POGR,2313,L,11.1,39.7,,,,,,,,
7/9/19,DNR3,11.5,110,POGR,2296,L,11.1,39.7,,,,,,,,
7/9/19,DNR3,10.5,60,POGR,2334,L,11.3,41.4,,,,,,,,
7/9/19,DNR3,17.5,195,POGR,2262,L,11.3,41.4,,,,,,,,
7/9/19,DNR3,12.5,35,POGR,2306,L,11.6,44.0,,,,,,,,
7/9/19,DNR3,7.0,50,POGR,2318,L,11.6,44.0,,,,,,,,
7/9/19,DNR3,13.5,135,POGR,2260,L,11.6,44.0,,,,,,,,
7/9/19,DNR3,2.5,240,POGR,2285,L,11.7,44.9,,,,,,,,
7/9/19,DNR3,14.0,230,POGR,2270,L,11.8,45.8,,,,,,,,
7/9/19,DNR3,7.0,345,POGR,2232,L,11.8,45.8,,,,,,,,
7/9/19,DNR3,11.5,305,POGR,2218,L,11.9,46.7,,,,,,,,
7/9/19,DNR3,15.5,155,POGR,2250,L,12.0,47.6,,,,,,,,
7/9/19,DNR3,16.0,320,POGR,2224,L,12.0,47.6,,,,,,,,
7/9/19,DNR3,5.0,210,POGR,2266,L,12.1,48.6,,,,,,,,
7/9/19,DNR3,9.0,190,POGR,2246,L,12.3,50.5,,,,,,,,
7/9/19,DNR3,15.0,260,POGR,2280,L,12.3,50.5,,,,,,,,
7/9/19,DNR3,10.0,25,POGR,2329,L,12.4,51.5,,,,,,,,
7/9/19,DNR3,15.5,70,POGR,2414,L,12.4,51.5,,,,,,,,
7/9/19,DNR3,7.0,105,POGR,2404,L,12.4,51.5,,,,,,,,
7/9/19,DNR3,6.5,345,POGR,2231,L,12.4,51.5,,,,,,,,
7/9/19,DNR3,7.0,305,POGR,2217,L,12.7,54.4,,,,,,,,
7/9/19,DNR3,11.0,55,POGR,2328,L,12.8,55.4,,,,,,,,
7/9/19,DNR3,10.5,280,POGR,2214,L,12.8,55.4,,,,,,,,
7/9/19,DNR3,17.0,205,POGR,2276,L,12.9,56.5,,,,,,,,
7/9/19,DNR3,16.5,15,POGR,2302,L,13.0,57.5,,,,,,,,
7/9/19,DNR3,8.0,35,POGR,2304,L,13.3,60.7,,slightly above DBH,,,,,,
7/9/19,DNR3,6.5,20,POGR,2317,L,13.4,61.7,,,,,,,,
7/9/19,DNR3,17.0,340,POGR,2239,L,13.4,61.7,,,,,,,,
7/9/19,DNR3,18.0,350,POGR,2242,L,13.4,61.7,,,,,,,,
7/9/19,DNR3,16.5,275,POGR,2282,L,13.5,62.8,,,,,,,,
7/9/19,DNR3,16.5,80,POGR,2415,L,13.6,63.9,,,,,,,,
7/9/19,DNR3,14.0,240,POGR,2255,L,13.7,65.0,,,,,,,,
7/9/19,DNR3,8.5,75,POGR,2403,L,13.8,66.2,,,,,,,,
7/9/19,DNR3,10.0,100,POGR,2412,L,13.9,67.3,,,,,,,,
7/9/19,DNR3,15.0,0,POGR,2321,L,14.2,70.7,,,,,,,,
7/9/19,DNR3,5.0,30,POGR,2332,L,14.3,71.9,,,,,,,,
7/9/19,DNR3,16.5,100,POGR,2299,L,14.5,74.3,,,,,,,,
7/9/19,DNR3,15.5,285,POGR,2286,L,14.5,74.3,,,,,,,,
7/9/19,DNR3,10.0,100,POGR,2417,L,14.9,79.2,,,,,,,,
7/9/19,DNR3,16.0,10,POGR,2330,L,15.0,80.5,,,,,,,,
7/9/19,DNR3,6.0,280,POGR,2216,L,15.1,81.7,,,,,,,,
7/9/19,DNR3,13.0,25,POGR,2307,L,15.8,90.9,,,,,,,,
7/9/19,DNR3,17.5,0,POGR,2301,L,16.0,93.7,,,,,,,,
7/9/19,DNR3,9.5,185,POGR,2265,L,16.1,95.0,,,,,,,,
7/9/19,DNR3,14.0,205,POGR,2264,L,23.2,224.2,,,,,,,,
7/9/19,DNR3,8.0,342,QURU,4496,L,9.8,22.3,,NEW TREE,,,,,,
7/9/19,DNR3,7.5,50,QURU,2319,L,11.6,35.6,,,,,,,,
7/9/19,DNR3,15.5,250,QURU,2256,L,12.4,42.9,,,,,,,,
7/9/19,DNR3,15.5,250,QURU,2281,L,13.2,51.0,,,,,,,,
7/9/19,DNR3,13.0,115,QURU,2406,L,13.6,55.4,,,,,,,,
7/9/19,DNR3,7.5,55,QURU,2320,L,14.5,66.2,,,,,,,,
7/9/19,DNR3,13.0,115,QURU,2300,L,14.5,66.2,,,,,,,,
7/9/19,PSA1,6.0,125,PIST,4094,L,8.2,9.169805251,,NEW TREE,,,,,,
7/9/19,PSA1,17.5,79,PIST,4096,L,8.3,9.460359361,,NEW TREE,,,,,,
7/9/19,PSA1,16.5,86,PIST,4097,L,8.6,10.36553989,,NEW TREE,,,,,,
7/16/19,PSA1,17.0,105,ACRU,2824,D,9.0,14.0,full tree,,,,,,,
7/16/19,PSA1,14.5,50,ACRU,2546,L,8.2,10.8,,,,,,,,
7/16/19,PSA1,17.0,105,ACRU,2832,L,8.2,10.8,,,,,,,,
7/16/19,PSA1,4.0,305,ACRU,3484,L,8.5,11.9,,,,,,,,
7/16/19,PSA1,15.0,305,ACRU,3474,L,8.7,12.7,,,,,,,,
7/16/19,PSA1,8.0,95,ACRU,2835,L,9.0,14.0,,,,,,,,
7/16/19,PSA1,8.5,95,ACRU,2822,L,9.1,14.4,,,,,,,,
7/16/19,PSA1,13.5,125,ACRU,2810,L,9.4,15.7,,,,,,,,
7/16/19,PSA1,8.5,95,ACRU,2829,L,9.7,17.2,,,,,,,,
7/16/19,PSA1,11.0,118,ACRU,3973,L,9.7,17.2,,,,,,,,
7/16/19,PSA1,14.0,45,ACRU,2536,L,10.0,18.7,,,,,,,,
7/16/19,PSA1,11.5,317,ACRU,3486,L,10.0,18.7,,,,,,,,
7/16/19,PSA1,14.0,125,ACRU,2808,L,10.2,19.8,,,,,,,,
7/16/19,PSA1,14.0,125,ACRU,2809,L,10.2,19.8,,,,,,,,
7/16/19,PSA1,5.0,257,ACRU,3456,L,10.3,20.3,,,,,,,,
7/16/19,PSA1,15.0,305,ACRU,3475,L,10.4,20.8,,,,,,,,
7/16/19,PSA1,14.0,30,ACRU,2535,L,10.5,21.4,,,,,,,,
7/16/19,PSA1,13.5,25,ACRU,2531,L,10.6,22.0,,,,,,,,
7/16/19,PSA1,15.0,305,ACRU,3473,L,10.7,22.6,,,,,,,,
7/16/19,PSA1,13.5,25,ACRU,2530,L,11.5,27.6,,,,,,,,
7/16/19,PSA1,18.0,60,ACRU,2548,L,11.6,28.2,,,,,,,,
7/16/19,PSA1,13.0,342,ACRU,3498,L,12.6,35.5,,,,,,,,
7/16/19,PSA1,15.5,50,ACRU,2544,L,12.7,36.3,,,,,,,,
7/16/19,PSA1,13.0,342,ACRU,3499,L,13.0,38.7,,,,,,,,
7/16/19,PSA1,13.0,342,ACRU,3497,L,13.2,40.4,,,,,,,,
7/16/19,PSA1,13.0,215,ACRU,3927,L,14.2,49.5,,,,,,,,
7/16/19,PSA1,13.0,342,ACRU,3496,L,14.7,54.5,,,,,,,,
7/16/19,PSA1,14.0,8,BEPA,2208,L,9.5,17.94859648,,,,,,,,
7/16/19,PSA1,17.0,355,BEPA,2201,L,9.7,19.04212526,,,,,,,,
7/16/19,PSA1,12.5,289,BEPA,3464,L,10.6,24.49639946,,,,,,,,
