"LTREB_Tag_2019","LTREB_Tag_2014","Old_Tag","Species","Plot_ID","Outside_Historic_Plot","Measure_Year","Date","Distance","Azimuth","Status","Origin_Year","Years_Standing","DBH","As_Class","AGB","Estimated_Height","Notes"
NA,NA,"12","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33,"N",360.7,NA,NA
NA,NA,"220","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33,"N",360.7,NA,NA
NA,NA,"262","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33,"N",360.7,NA,NA
NA,NA,"312","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33,"N",360.7,NA,NA
NA,NA,"367","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33,"N",360.7,NA,NA
NA,NA,"39","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33,"N",360.7,NA,NA
NA,NA,"322","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33,"N",360.7,NA,NA
NA,NA,"421","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33,"N",360.7,NA,NA
NA,NA,"207","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.1,"N",362.9,NA,NA
NA,NA,"370","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.1,"N",362.9,NA,NA
NA,NA,"1","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.2,"N",365.7,NA,NA
NA,NA,"8","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.2,"N",365.7,NA,NA
NA,NA,"242","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.2,"N",365.7,NA,NA
NA,NA,"377","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.2,"N",365.7,NA,NA
NA,NA,"59","PIRE","BS42B","N","1953",NA,NA,NA,NA,1890,63,33.3,"N",367.7,NA,NA
NA,NA,"116","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,33.3,"N",367.7,NA,NA
NA,NA,"241","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,33.3,"N",367.7,NA,NA
NA,NA,"91","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.3,"N",367.7,NA,NA
NA,NA,"14","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.3,"N",367.7,NA,NA
NA,NA,"186","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.3,"N",367.7,NA,NA
NA,NA,"250","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.3,"N",367.7,NA,NA
NA,NA,"364","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.3,"N",367.7,NA,NA
NA,NA,"371","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.3,"N",367.7,NA,NA
NA,NA,"397","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.3,"N",367.7,NA,NA
NA,NA,"351","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.3,"N",368.4,NA,NA
NA,NA,"25","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.4,"N",371.2,NA,NA
NA,NA,"112","PIRE","BS42B","N","1942",NA,NA,NA,NA,1890,52,33.5,"N",374.9,NA,NA
NA,NA,"33","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,33.5,"N",374.9,NA,NA
NA,NA,"115","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,33.5,"N",374.9,NA,NA
NA,NA,"232","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,33.5,"N",374.9,NA,NA
NA,NA,"291","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,33.5,"N",374.9,NA,NA
NA,NA,"13","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.5,"N",374.9,NA,NA
NA,NA,"137","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.5,"N",374.9,NA,NA
NA,NA,"252","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.5,"N",374.9,NA,NA
NA,NA,"288","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.5,"N",374.9,NA,NA
NA,NA,"302","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.5,"N",374.9,NA,NA
NA,NA,"374","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.5,"N",374.9,NA,NA
NA,NA,"74","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.5,"N",374.9,NA,NA
NA,NA,"84","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.5,"N",374.9,NA,NA
NA,NA,"183","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.5,"N",374.9,NA,NA
NA,NA,"237","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.5,"N",374.9,NA,NA
NA,NA,"264","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.5,"N",374.9,NA,NA
NA,NA,"15","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.6,"N",376.9,NA,NA
NA,NA,"39","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.6,"N",376.9,NA,NA
NA,NA,"290","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.6,"N",376.9,NA,NA
NA,NA,"421","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.6,"N",376.9,NA,NA
NA,NA,"22","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.7,"N",379.7,NA,NA
NA,NA,"364","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.7,"N",379.7,NA,NA
NA,NA,"38","PIRE","BS42B","N","1953",NA,NA,NA,NA,1890,63,33.8,"N",382.1,NA,NA
NA,NA,"128","PIRE","BS42B","N","1953",NA,NA,NA,NA,1890,63,33.8,"N",382.1,NA,NA
NA,NA,"136","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,33.8,"N",382.1,NA,NA
NA,NA,"193","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,33.8,"N",382.1,NA,NA
NA,NA,"318","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,33.8,"N",382.1,NA,NA
NA,NA,"385","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,33.8,"N",382.1,NA,NA
NA,NA,"67","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.8,"N",382.1,NA,NA
NA,NA,"254","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.8,"N",382.1,NA,NA
NA,NA,"362","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,33.8,"N",382.1,NA,NA
NA,NA,"236","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.8,"N",382.1,NA,NA
NA,NA,"361","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.8,"N",382.1,NA,NA
NA,NA,"369","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.8,"N",382.1,NA,NA
NA,NA,"391","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,33.8,"N",382.1,NA,NA
NA,NA,"198","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.9,"N",385.4,NA,NA
NA,NA,"235","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,33.9,"N",385.4,NA,NA
NA,NA,"250","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34,"N",388.3,NA,NA
NA,"2743","351","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,34,"N",388.3,NA,NA
NA,"2786","364","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,34,"N",388.3,NA,NA
NA,NA,"21","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34,"N",389.4,NA,NA
NA,NA,"248","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34,"N",389.4,NA,NA
NA,NA,"279","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34,"N",389.4,NA,NA
NA,NA,"281","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34,"N",389.4,NA,NA
NA,NA,"259","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34,"N",389.4,NA,NA
NA,NA,"355","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34,"N",389.4,NA,NA
NA,NA,"186","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.1,"N",391.2,NA,NA
NA,NA,"361","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.1,"N",391.2,NA,NA
NA,NA,"369","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.1,"N",391.2,NA,NA
NA,NA,"397","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.1,"N",391.2,NA,NA
NA,NA,"237","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.2,"N",394.1,NA,NA
NA,NA,"253","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.2,"N",394.1,NA,NA
NA,NA,"407","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.3,"N",396.7,NA,NA
NA,NA,"20","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.3,"N",396.7,NA,NA
NA,NA,"149","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.3,"N",396.7,NA,NA
NA,NA,"292","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.3,"N",396.7,NA,NA
NA,NA,"306","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.3,"N",396.7,NA,NA
NA,NA,"324","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.3,"N",396.7,NA,NA
NA,NA,"346","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.3,"N",396.7,NA,NA
NA,NA,"381","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.3,"N",396.7,NA,NA
NA,NA,"225","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.4,"N",400,NA,NA
NA,NA,"113","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.5,"N",402.9,NA,NA
NA,"2777","377","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,34.5,"N",402.9,NA,NA
NA,"2790","369","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,34.5,"N",402.9,NA,NA
NA,"2797","361","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,34.5,"N",402.9,NA,NA
NA,NA,"59","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,34.5,"N",404.2,NA,NA
NA,NA,"187","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.5,"N",404.2,NA,NA
NA,NA,"297","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.5,"N",404.2,NA,NA
NA,NA,"343","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.5,"N",404.2,NA,NA
NA,NA,"353","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.5,"N",404.2,NA,NA
NA,NA,"179","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.5,"N",404.2,NA,NA
NA,NA,"181","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.5,"N",404.2,NA,NA
NA,NA,"299","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.5,"N",404.2,NA,NA
NA,NA,"84","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.6,"N",405.9,NA,NA
NA,NA,"299","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.6,"N",405.9,NA,NA
NA,NA,"346","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.6,"N",405.9,NA,NA
NA,NA,"183","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.7,"N",408.8,NA,NA
NA,NA,"371","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.7,"N",408.8,NA,NA
NA,NA,"38","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,34.8,"N",411.8,NA,NA
NA,NA,"33","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,34.8,"N",411.8,NA,NA
NA,NA,"136","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,34.8,"N",411.8,NA,NA
NA,NA,"26","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.8,"N",411.8,NA,NA
NA,NA,"116","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.8,"N",411.8,NA,NA
NA,NA,"378","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,34.8,"N",411.8,NA,NA
NA,NA,"293","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.8,"N",411.8,NA,NA
NA,NA,"99","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.8,"N",411.8,NA,NA
NA,NA,"166","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.8,"N",411.8,NA,NA
NA,NA,"252","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,34.8,"N",411.8,NA,NA
NA,NA,"292","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,34.9,"N",414.8,NA,NA
NA,NA,"74","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35,"N",417.8,NA,NA
NA,NA,"394","PIRE","BS42B","N","1947",NA,NA,NA,NA,1890,57,35.1,"N",419.4,NA,NA
NA,NA,"255","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,35.1,"N",419.4,NA,NA
NA,NA,"211","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.1,"N",419.4,NA,NA
NA,NA,"306","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.1,"N",419.4,NA,NA
NA,NA,"326(2)","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.1,"N",419.4,NA,NA
NA,NA,"50","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.1,"N",419.4,NA,NA
NA,NA,"260","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.1,"N",419.4,NA,NA
NA,NA,"312","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.1,"N",419.4,NA,NA
NA,NA,"396","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.1,"N",419.4,NA,NA
NA,NA,"399","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.1,"N",419.4,NA,NA
NA,NA,"259","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.1,"N",420.8,NA,NA
NA,NA,"181","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.2,"N",423.9,NA,NA
NA,NA,"252","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.2,"N",423.9,NA,NA
NA,NA,"355","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.2,"N",423.9,NA,NA
NA,NA,"324","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.3,"N",426.9,NA,NA
NA,NA,"381","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.3,"N",426.9,NA,NA
NA,NA,"193","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,35.3,"N",427.1,NA,NA
NA,NA,"373","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,35.3,"N",427.1,NA,NA
NA,NA,"391","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.3,"N",427.1,NA,NA
NA,NA,"257","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.3,"N",427.1,NA,NA
NA,NA,"260","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.4,"N",430,NA,NA
NA,NA,"264","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.4,"N",430,NA,NA
NA,NA,"312","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.4,"N",430,NA,NA
NA,"2749",NA,"PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,35.5,"N",433.1,NA,NA
NA,"2760","381","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,35.5,"N",433.1,NA,NA
NA,NA,"122","PIRE","BS42B","N","1942",NA,NA,NA,NA,1890,52,35.6,"N",434.9,NA,NA
NA,NA,"112","PIRE","BS42B","N","1947",NA,NA,NA,NA,1890,57,35.6,"N",434.9,NA,NA
NA,NA,"128","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,35.6,"N",434.9,NA,NA
NA,NA,"38","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,35.6,"N",434.9,NA,NA
NA,NA,"6","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,35.6,"N",434.9,NA,NA
NA,NA,"345","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,35.6,"N",434.9,NA,NA
NA,NA,"50","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.6,"N",434.9,NA,NA
NA,NA,"166","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.6,"N",434.9,NA,NA
NA,NA,"19","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.6,"N",434.9,NA,NA
NA,NA,"63","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.6,"N",434.9,NA,NA
NA,NA,"67","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.6,"N",434.9,NA,NA
NA,NA,"408","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.6,"N",434.9,NA,NA
NA,NA,"367","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.6,"N",436.2,NA,NA
NA,NA,"14","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.7,"N",439.3,NA,NA
NA,NA,"99","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.7,"N",439.3,NA,NA
NA,NA,"147","PIRE","BS42B","N","1947",NA,NA,NA,NA,1890,57,35.8,"N",442.8,NA,NA
NA,NA,"59","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,35.8,"N",442.8,NA,NA
NA,NA,"10","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,35.8,"N",442.8,NA,NA
NA,NA,"267","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,35.8,"N",442.8,NA,NA
NA,NA,"21","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.8,"N",442.8,NA,NA
NA,NA,"24","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.8,"N",442.8,NA,NA
NA,NA,"66","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.8,"N",442.8,NA,NA
NA,NA,"302","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.8,"N",442.8,NA,NA
NA,NA,"367","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.8,"N",442.8,NA,NA
NA,NA,"374","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,35.8,"N",442.8,NA,NA
NA,NA,"302","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,35.9,"N",445.5,NA,NA
NA,"2719","292","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,36,"N",448.6,NA,NA
NA,"2734","391","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,36,"N",448.6,NA,NA
NA,"2776","326","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,36,"N",448.6,NA,NA
NA,NA,"116","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.1,"N",450.8,NA,NA
NA,NA,"248","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.1,"N",450.8,NA,NA
NA,NA,"254","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.1,"N",450.8,NA,NA
NA,NA,"310","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.1,"N",450.8,NA,NA
NA,NA,"332","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.1,"N",450.8,NA,NA
NA,NA,"19","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.2,"N",455,NA,NA
NA,NA,"63","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.2,"N",455,NA,NA
NA,NA,"374","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.2,"N",455,NA,NA
NA,NA,"179","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.3,"N",458.1,NA,NA
NA,NA,"400","PIRE","BS42B","N","1942",NA,NA,NA,NA,1890,52,36.3,"N",458.8,NA,NA
NA,NA,"318","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,36.3,"N",458.8,NA,NA
NA,NA,"13","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.3,"N",458.8,NA,NA
NA,NA,"91","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.3,"N",458.8,NA,NA
NA,NA,"288","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.3,"N",458.8,NA,NA
NA,NA,"362","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.3,"N",458.8,NA,NA
NA,NA,"407","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.3,"N",458.8,NA,NA
NA,NA,"419","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.3,"N",458.8,NA,NA
NA,NA,"67","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.5,"N",464.5,NA,NA
NA,NA,"85","PIRE","BS42B","N","1942",NA,NA,NA,NA,1890,52,36.6,"N",467,NA,NA
NA,NA,"112","PIRE","BS42B","N","1953",NA,NA,NA,NA,1890,63,36.6,"N",467,NA,NA
NA,NA,"394","PIRE","BS42B","N","1953",NA,NA,NA,NA,1890,63,36.6,"N",467,NA,NA
NA,NA,"315","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,36.6,"N",467,NA,NA
NA,NA,"342","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,36.6,"N",467,NA,NA
NA,NA,"12","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.6,"N",467,NA,NA
NA,NA,"137","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.6,"N",467,NA,NA
NA,NA,"220","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.6,"N",467,NA,NA
NA,NA,"288","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.6,"N",467.8,NA,NA
NA,NA,"149","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.7,"N",471,NA,NA
NA,NA,"399","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.7,"N",471,NA,NA
NA,NA,"66","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.8,"N",474.2,NA,NA
NA,NA,"385","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,36.8,"N",475.2,NA,NA
NA,NA,"386","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,36.8,"N",475.2,NA,NA
NA,NA,"187","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.8,"N",475.2,NA,NA
NA,NA,"247","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.8,"N",475.2,NA,NA
NA,NA,"281","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,36.8,"N",475.2,NA,NA
NA,NA,"362","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,36.9,"N",477.5,NA,NA
NA,NA,"248","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37,"N",480.8,NA,NA
NA,NA,"254","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37,"N",480.8,NA,NA
NA,NA,"407","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37,"N",480.8,NA,NA
NA,"2721","332","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,37,"N",480.8,NA,NA
NA,"2723","288","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,37,"N",480.8,NA,NA
NA,"2739","355","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,37,"N",480.8,NA,NA
NA,"2774","367","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,37,"N",480.8,NA,NA
NA,"2791","374","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,37,"N",480.8,NA,NA
NA,NA,"122","PIRE","BS42B","N","1947",NA,NA,NA,NA,1890,57,37.1,"N",483.5,NA,NA
NA,NA,"128","PIRE","BS42B","N","1962",NA,NA,NA,NA,1890,72,37.1,"N",483.5,NA,NA
NA,NA,"232","PIRE","BS42B","N","1980",NA,NA,NA,NA,1890,90,37.1,"N",483.5,NA,NA
NA,NA,"116","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.1,"N",484.1,NA,NA
NA,NA,"408","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.1,"N",484.1,NA,NA
NA,NA,"13","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.2,"N",487.4,NA,NA
NA,NA,"310","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.2,"N",487.4,NA,NA
NA,NA,"332","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.2,"N",487.4,NA,NA
NA,NA,"257","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.3,"N",490.7,NA,NA
NA,NA,"396","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.3,"N",490.7,NA,NA
NA,NA,"419","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.3,"N",490.7,NA,NA
NA,NA,"262","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,37.3,"N",492,NA,NA
NA,NA,"315","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,37.3,"N",492,NA,NA
NA,NA,"24","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.5,"N",497.4,NA,NA
NA,"2770","362","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,37.5,"N",497.4,NA,NA
NA,"2772","324","PIRE","BS42B","N","2014",NA,NA,NA,NA,1890,124,37.5,"N",497.4,NA,NA
NA,NA,"255","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,37.6,"N",500.5,NA,NA
NA,NA,"279","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,37.6,"N",500.5,NA,NA
NA,NA,"343","PIRE","BS42B","N","1999",NA,NA,NA,NA,1890,109,37.6,"N",500.5,NA,NA
NA,NA,"91","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.6,"N",500.7,NA,NA
NA,NA,"315","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.6,"N",500.7,NA,NA
NA,NA,"137","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.7,"N",504.1,NA,NA
NA,NA,"12","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.8,"N",507.5,NA,NA
NA,NA,"187","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.8,"N",507.5,NA,NA
NA,NA,"255","PIRE","BS42B","N","2011",NA,NA,NA,NA,1890,121,37.8,"N",507.5,NA,NA
NA,NA,"112","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,37.8,"N",509,NA,NA
NA,NA,"394","PIRE","BS42B","N","1957",NA,NA,NA,NA,1890,67,37.8,"N",509,NA,NA
