"LTREB_Tag_2019","LTREB_Tag_2014","Old_Tag","Species","Plot_ID","Outside_Historic_Plot","Measure_Year","Date","Distance","Azimuth","Status","Origin_Year","Years_Standing","DBH","As_Class","AGB","Estimated_Height","Notes"
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.3,"N",3,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.3,"N",2.7,6.8,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.3,"N",2.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.3,"N",0.9,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.3,"N",2.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.3,"N",0.9,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",0.9,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",3,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",3,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",3,NA,NA
NA,NA,NA,"QURU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",1.1,NA,NA
NA,NA,NA,"ACPE","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.3,NA,NA
NA,NA,NA,"BEAL","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",1.9,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",3,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",0.9,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",3,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.7,6.8,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.2,8.1,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.8,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.2,8.1,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",0.9,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",0.9,NA,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.8,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.3,"N",2.2,8.1,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",2.5,6.7,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",0.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",0.8,NA,NA
NA,NA,NA,"AMSP","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",3,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",2.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",0.8,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",2.5,6.7,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",0.8,NA,NA
NA,NA,NA,"QURU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",1,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",2.6,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",2.6,NA,NA
NA,NA,NA,"OSVI","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",2.1,8,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",2.5,6.7,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",0.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.2,"N",0.8,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",2.5,6.7,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",2.6,NA,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",2.6,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",2.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",0.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",0.8,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",2.8,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",2.1,8,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",0.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",0.8,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",0.8,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.2,"N",2.8,NA,NA
NA,NA,NA,"PRSE","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",3.9,4.4,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACPE","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",2,NA,NA
NA,NA,NA,"BEAL","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",1.6,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",2.4,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",2.3,6.6,NA
NA,NA,NA,"QURU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.9,NA,NA
NA,NA,NA,"ACPE","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",2,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.4,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",0.7,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.4,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",0.7,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",0.7,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",1.9,7.9,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.3,6.6,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.3,6.6,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",2.3,6.6,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3.1,"N",1.9,7.9,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"PRSE","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",3.9,4.4,NA
NA,NA,NA,"FAGR","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.5,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.5,NA,NA
NA,NA,NA,"AMSP","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACPE","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",1.9,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,6.6,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.5,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.5,NA,NA
NA,NA,NA,"OSVI","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",1.9,7.9,NA
NA,NA,NA,"FRAM","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,6.6,NA
NA,NA,NA,"FRAM","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,6.6,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.5,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,6.6,NA
NA,NA,NA,"FRAM","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,6.6,NA
NA,NA,NA,"FRAM","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,6.6,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,6.6,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"OSVI","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",1.9,7.9,NA
NA,NA,NA,"FAGR","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.5,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.5,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.3,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"OSVI","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",1.9,7.9,NA
NA,NA,NA,"AMSP","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.6,NA,NA
NA,NA,NA,"AMSP","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",0.7,NA,NA
NA,NA,NA,"AMSP","WELLS","N","1981",NA,NA,NA,NA,1920,61,3.1,"N",2.6,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.4,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,6.5,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,6.5,NA
NA,NA,NA,"ACPE","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",1.9,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,6.5,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,6.5,NA
NA,NA,NA,"OSVI","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",1.8,7.8,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",2.2,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"AMSP","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.5,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.4,NA,NA
NA,NA,NA,"ACPE","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",1.9,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.4,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",1.8,7.8,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",1.8,7.8,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.2,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.2,6.5,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.2,6.5,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",1.8,7.8,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.2,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.2,6.5,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.2,6.5,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",0.7,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",2.4,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,3,"N",1.8,7.8,NA
NA,NA,NA,"BEAL","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",1.4,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"AMSP","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.3,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.1,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.1,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.1,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.2,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.1,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.1,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.2,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.2,NA,NA
NA,NA,NA,"FRAM","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2,6.3,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"OSVI","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",1.6,7.7,NA
NA,NA,NA,"OSVI","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",1.6,7.7,NA
NA,NA,NA,"OSVI","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",1.6,7.7,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"OSVI","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",1.6,7.7,NA
NA,NA,NA,"OSVI","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",1.6,7.7,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"ACSA","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.1,NA,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",0.6,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.9,"N",2.2,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",0.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",0.6,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",0.6,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.2,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.2,NA,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.1,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2,6.3,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",1.6,7.7,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",0.6,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",1.6,7.7,NA
NA,NA,NA,"AMSP","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.3,NA,NA
NA,NA,NA,"ACRU","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",0.6,NA,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.2,NA,NA
NA,NA,NA,"FRAM","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2,6.3,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.1,NA,NA
NA,NA,NA,"ACSA","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.1,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",1.6,7.7,NA
NA,NA,NA,"FAGR","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",2.2,NA,NA
NA,NA,NA,"OSVI","WELLS","N","2000",NA,NA,NA,NA,1920,80,2.9,"N",1.6,7.7,NA
NA,NA,NA,"ACRU","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.8,"N",0.5,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.8,"N",2,NA,NA
NA,NA,NA,"FAGR","WELLS","N","1987",NA,NA,NA,NA,1920,67,2.8,"N",2,NA,NA
