Sort,Plot,Origin year,Common Name,Species code,old tag,LTREB tag,Measure Year,Stand Year,dbh (inches),dbh (cm),AGB (kg),ht
333,BS34A,,Acer saccharum,ACSA,    517A,,1982,,1.8,4.6,6,
334,BS34A,,Acer saccharum,ACSA,    597C,,1982,,1.8,4.6,6,
335,BS34A,,Acer saccharum,ACSA,    609D,,1982,,1.8,4.6,6,
336,BS34A,,Acer saccharum,ACSA,    623E,,1982,,1.8,4.6,6,
337,BS34A,,Acer saccharum,ACSA,    627A,,1982,,1.8,4.6,6,
338,BS34A,,Acer saccharum,ACSA,30,,1934,,1.9,4.8,6.8,
339,BS34A,,Acer saccharum,ACSA,71,,1934,,1.9,4.8,6.8,
340,BS34A,,Acer saccharum,ACSA,77,,1934,,1.9,4.8,6.8,
341,BS34A,,Acer saccharum,ACSA,124,,1934,,1.9,4.8,6.8,
342,BS34A,,Acer saccharum,ACSA,135,,1934,,1.9,4.8,6.8,
343,BS34A,,Acer saccharum,ACSA,179,,1934,,1.9,4.8,6.8,
344,BS34A,,Acer saccharum,ACSA,250,,1934,,1.9,4.8,6.8,
345,BS34A,,Acer saccharum,ACSA,273,,1934,,1.9,4.8,6.8,
346,BS34A,,Acer saccharum,ACSA,339,,1934,,1.9,4.8,6.8,
347,BS34A,,Acer saccharum,ACSA,365,,1934,,1.9,4.8,6.8,
348,BS34A,,Acer saccharum,ACSA,406,,1934,,1.9,4.8,6.8,
349,BS34A,,Acer saccharum,ACSA,410,,1934,,1.9,4.8,6.8,
350,BS34A,,Acer saccharum,ACSA,437,,1934,,1.9,4.8,6.8,
351,BS34A,,Acer saccharum,ACSA,438,,1934,,1.9,4.8,6.8,
352,BS34A,,Acer saccharum,ACSA,449,,1934,,1.9,4.8,6.8,
353,BS34A,,Acer saccharum,ACSA,479,,1934,,1.9,4.8,6.8,
354,BS34A,,Acer saccharum,ACSA,485,,1934,,1.9,4.8,6.8,
355,BS34A,,Acer saccharum,ACSA,489,,1934,,1.9,4.8,6.8,
356,BS34A,,Acer saccharum,ACSA,496,,1934,,1.9,4.8,6.8,
357,BS34A,,Acer saccharum,ACSA,502,,1934,,1.9,4.8,6.8,
358,BS34A,,Acer saccharum,ACSA,582,,1934,,1.9,4.8,6.8,
359,BS34A,,Acer saccharum,ACSA,15,,1939,,1.9,4.8,6.8,
360,BS34A,,Acer saccharum,ACSA,98,,1939,,1.9,4.8,6.8,
361,BS34A,,Acer saccharum,ACSA,120,,1939,,1.9,4.8,6.8,
362,BS34A,,Acer saccharum,ACSA,131,,1939,,1.9,4.8,6.8,
363,BS34A,,Acer saccharum,ACSA,140,,1939,,1.9,4.8,6.8,
364,BS34A,,Acer saccharum,ACSA,160,,1939,,1.9,4.8,6.8,
365,BS34A,,Acer saccharum,ACSA,181,,1939,,1.9,4.8,6.8,
366,BS34A,,Acer saccharum,ACSA,234,,1939,,1.9,4.8,6.8,
367,BS34A,,Acer saccharum,ACSA,250,,1939,,1.9,4.8,6.8,
368,BS34A,,Acer saccharum,ACSA,438,,1939,,1.9,4.8,6.8,
369,BS34A,,Acer saccharum,ACSA,459,,1939,,1.9,4.8,6.8,
370,BS34A,,Acer saccharum,ACSA,484,,1939,,1.9,4.8,6.8,
371,BS34A,,Acer saccharum,ACSA,500,,1939,,1.9,4.8,6.8,
372,BS34A,,Acer saccharum,ACSA,502,,1939,,1.9,4.8,6.8,
373,BS34A,,Acer saccharum,ACSA,504,,1939,,1.9,4.8,6.8,
374,BS34A,,Acer saccharum,ACSA,546,,1939,,1.9,4.8,6.8,
375,BS34A,,Acer saccharum,ACSA,555,,1939,,1.9,4.8,6.8,
376,BS34A,,Acer saccharum,ACSA,574,,1939,,1.9,4.8,6.8,
377,BS34A,,Acer saccharum,ACSA,582,,1939,,1.9,4.8,6.8,
378,BS34A,,Acer saccharum,ACSA,616,,1939,,1.9,4.8,6.8,
379,BS34A,,Acer saccharum,ACSA,4,,1944,,1.9,4.8,6.8,
380,BS34A,,Acer saccharum,ACSA,22,,1944,,1.9,4.8,6.8,
381,BS34A,,Acer saccharum,ACSA,90,,1944,,1.9,4.8,6.8,
382,BS34A,,Acer saccharum,ACSA,128,,1944,,1.9,4.8,6.8,
383,BS34A,,Acer saccharum,ACSA,160,,1944,,1.9,4.8,6.8,
384,BS34A,,Acer saccharum,ACSA,184,,1944,,1.9,4.8,6.8,
385,BS34A,,Acer saccharum,ACSA,247,,1944,,1.9,4.8,6.8,
386,BS34A,,Acer saccharum,ACSA,253,,1944,,1.9,4.8,6.8,
387,BS34A,,Acer saccharum,ACSA,283,,1944,,1.9,4.8,6.8,
388,BS34A,,Acer saccharum,ACSA,391,,1944,,1.9,4.8,6.8,
389,BS34A,,Acer saccharum,ACSA,404,,1944,,1.9,4.8,6.8,
390,BS34A,,Acer saccharum,ACSA,433,,1944,,1.9,4.8,6.8,
391,BS34A,,Acer saccharum,ACSA,451,,1944,,1.9,4.8,6.8,
392,BS34A,,Acer saccharum,ACSA,457,,1944,,1.9,4.8,6.8,
393,BS34A,,Acer saccharum,ACSA,503,,1944,,1.9,4.8,6.8,
394,BS34A,,Acer saccharum,ACSA,515,,1944,,1.9,4.8,6.8,
395,BS34A,,Acer saccharum,ACSA,530,,1944,,1.9,4.8,6.8,
396,BS34A,,Acer saccharum,ACSA,554,,1944,,1.9,4.8,6.8,
397,BS34A,,Acer saccharum,ACSA,559,,1944,,1.9,4.8,6.8,
398,BS34A,,Acer saccharum,ACSA,90,,1949,,1.9,4.8,6.8,
399,BS34A,,Acer saccharum,ACSA,127,,1949,,1.9,4.8,6.8,
400,BS34A,,Acer saccharum,ACSA,160,,1949,,1.9,4.8,6.8,
401,BS34A,,Acer saccharum,ACSA,178,,1949,,1.9,4.8,6.8,
402,BS34A,,Acer saccharum,ACSA,219,,1949,,1.9,4.8,6.8,
403,BS34A,,Acer saccharum,ACSA,246,,1949,,1.9,4.8,6.8,
404,BS34A,,Acer saccharum,ACSA,265,,1949,,1.9,4.8,6.8,
405,BS34A,,Acer saccharum,ACSA,361,,1949,,1.9,4.8,6.8,
406,BS34A,,Acer saccharum,ACSA,457,,1949,,1.9,4.8,6.8,
407,BS34A,,Acer saccharum,ACSA,522,,1949,,1.9,4.8,6.8,
408,BS34A,,Acer saccharum,ACSA,530,,1949,,1.9,4.8,6.8,
409,BS34A,,Acer saccharum,ACSA,574,,1949,,1.9,4.8,6.8,
410,BS34A,,Acer saccharum,ACSA,90,,1954,,1.9,4.8,6.8,
411,BS34A,,Acer saccharum,ACSA,160,,1954,,1.9,4.8,6.8,
412,BS34A,,Acer saccharum,ACSA,269,,1954,,1.9,4.8,6.8,
413,BS34A,,Acer saccharum,ACSA,360,,1954,,1.9,4.8,6.8,
414,BS34A,,Acer saccharum,ACSA,376,,1954,,1.9,4.8,6.8,
415,BS34A,,Acer saccharum,ACSA,530,,1954,,1.9,4.8,6.8,
416,BS34A,,Acer saccharum,ACSA,    145A,,1982,,1.9,4.8,6.8,
417,BS34A,,Acer saccharum,ACSA,    175A,,1982,,1.9,4.8,6.8,
418,BS34A,,Acer saccharum,ACSA,    226A,,1982,,1.9,4.8,6.8,
419,BS34A,,Acer saccharum,ACSA,    290D,,1982,,1.9,4.8,6.8,
420,BS34A,,Acer saccharum,ACSA,    416B,,1982,,1.9,4.8,6.8,
421,BS34A,,Acer saccharum,ACSA,    458C,,1982,,1.9,4.8,6.8,
422,BS34A,,Acer saccharum,ACSA,    465C,,1982,,1.9,4.8,6.8,
423,BS34A,,Acer saccharum,ACSA,    481A,,1982,,1.9,4.8,6.8,
424,BS34A,,Acer saccharum,ACSA,    594B,,1982,,1.9,4.8,6.8,
425,BS34A,,Acer saccharum,ACSA,    599B,,1982,,1.9,4.8,6.8,
426,BS34A,,Acer saccharum,ACSA,    601B,,1982,,1.9,4.8,6.8,
427,BS34A,,Acer saccharum,ACSA,    621A,,1982,,1.9,4.8,6.8,
428,BS34A,,Acer saccharum,ACSA,186,,1934,,2,5.1,7.6,
429,BS34A,,Acer saccharum,ACSA,221,,1934,,2,5.1,7.6,
430,BS34A,,Acer saccharum,ACSA,359,,1934,,2,5.1,7.6,
431,BS34A,,Acer saccharum,ACSA,367,,1934,,2,5.1,7.6,
432,BS34A,,Acer saccharum,ACSA,397,,1934,,2,5.1,7.6,
433,BS34A,,Acer saccharum,ACSA,403,,1934,,2,5.1,7.6,
434,BS34A,,Acer saccharum,ACSA,409,,1934,,2,5.1,7.6,
435,BS34A,,Acer saccharum,ACSA,411,,1934,,2,5.1,7.6,
436,BS34A,,Acer saccharum,ACSA,442,,1934,,2,5.1,7.6,
437,BS34A,,Acer saccharum,ACSA,450,,1934,,2,5.1,7.6,
438,BS34A,,Acer saccharum,ACSA,569,,1934,,2,5.1,7.6,
439,BS34A,,Acer saccharum,ACSA,570,,1934,,2,5.1,7.6,
440,BS34A,,Acer saccharum,ACSA,617,,1934,,2,5.1,7.6,
441,BS34A,,Acer saccharum,ACSA,634,,1934,,2,5.1,7.6,
442,BS34A,,Acer saccharum,ACSA,650,,1934,,2,5.1,7.6,
443,BS34A,,Acer saccharum,ACSA,654,,1934,,2,5.1,7.6,
444,BS34A,,Acer saccharum,ACSA,77,,1939,,2,5.1,7.6,
445,BS34A,,Acer saccharum,ACSA,83,,1939,,2,5.1,7.6,
446,BS34A,,Acer saccharum,ACSA,115,,1939,,2,5.1,7.6,
447,BS34A,,Acer saccharum,ACSA,117,,1939,,2,5.1,7.6,
448,BS34A,,Acer saccharum,ACSA,139,,1939,,2,5.1,7.6,
449,BS34A,,Acer saccharum,ACSA,182,,1939,,2,5.1,7.6,
450,BS34A,,Acer saccharum,ACSA,244,,1939,,2,5.1,7.6,
451,BS34A,,Acer saccharum,ACSA,273,,1939,,2,5.1,7.6,
452,BS34A,,Acer saccharum,ACSA,298,,1939,,2,5.1,7.6,
453,BS34A,,Acer saccharum,ACSA,305,,1939,,2,5.1,7.6,
454,BS34A,,Acer saccharum,ACSA,311,,1939,,2,5.1,7.6,
455,BS34A,,Acer saccharum,ACSA,317,,1939,,2,5.1,7.6,
456,BS34A,,Acer saccharum,ACSA,406,,1939,,2,5.1,7.6,
457,BS34A,,Acer saccharum,ACSA,440,,1939,,2,5.1,7.6,
458,BS34A,,Acer saccharum,ACSA,479,,1939,,2,5.1,7.6,
459,BS34A,,Acer saccharum,ACSA,494,,1939,,2,5.1,7.6,
460,BS34A,,Acer saccharum,ACSA,508,,1939,,2,5.1,7.6,
461,BS34A,,Acer saccharum,ACSA,527,,1939,,2,5.1,7.6,
462,BS34A,,Acer saccharum,ACSA,622,,1939,,2,5.1,7.6,
463,BS34A,,Acer saccharum,ACSA,640,,1939,,2,5.1,7.6,
464,BS34A,,Acer saccharum,ACSA,122,,1944,,2,5.1,7.6,
465,BS34A,,Acer saccharum,ACSA,131,,1944,,2,5.1,7.6,
466,BS34A,,Acer saccharum,ACSA,137,,1944,,2,5.1,7.6,
467,BS34A,,Acer saccharum,ACSA,140,,1944,,2,5.1,7.6,
468,BS34A,,Acer saccharum,ACSA,181,,1944,,2,5.1,7.6,
469,BS34A,,Acer saccharum,ACSA,215,,1944,,2,5.1,7.6,
470,BS34A,,Acer saccharum,ACSA,216,,1944,,2,5.1,7.6,
471,BS34A,,Acer saccharum,ACSA,234,,1944,,2,5.1,7.6,
472,BS34A,,Acer saccharum,ACSA,350,,1944,,2,5.1,7.6,
473,BS34A,,Acer saccharum,ACSA,362,,1944,,2,5.1,7.6,
474,BS34A,,Acer saccharum,ACSA,398,,1944,,2,5.1,7.6,
475,BS34A,,Acer saccharum,ACSA,408,,1944,,2,5.1,7.6,
476,BS34A,,Acer saccharum,ACSA,425,,1944,,2,5.1,7.6,
477,BS34A,,Acer saccharum,ACSA,436,,1944,,2,5.1,7.6,
478,BS34A,,Acer saccharum,ACSA,459,,1944,,2,5.1,7.6,
479,BS34A,,Acer saccharum,ACSA,479,,1944,,2,5.1,7.6,
480,BS34A,,Acer saccharum,ACSA,499,,1944,,2,5.1,7.6,
481,BS34A,,Acer saccharum,ACSA,521,,1944,,2,5.1,7.6,
482,BS34A,,Acer saccharum,ACSA,531,,1944,,2,5.1,7.6,
483,BS34A,,Acer saccharum,ACSA,648,,1944,,2,5.1,7.6,
484,BS34A,,Acer saccharum,ACSA,22,,1949,,2,5.1,7.6,
485,BS34A,,Acer saccharum,ACSA,27,,1949,,2,5.1,7.6,
486,BS34A,,Acer saccharum,ACSA,122,,1949,,2,5.1,7.6,
487,BS34A,,Acer saccharum,ACSA,126,,1949,,2,5.1,7.6,
488,BS34A,,Acer saccharum,ACSA,128,,1949,,2,5.1,7.6,
489,BS34A,,Acer saccharum,ACSA,184,,1949,,2,5.1,7.6,
490,BS34A,,Acer saccharum,ACSA,220,,1949,,2,5.1,7.6,
491,BS34A,,Acer saccharum,ACSA,283,,1949,,2,5.1,7.6,
492,BS34A,,Acer saccharum,ACSA,391,,1949,,2,5.1,7.6,
493,BS34A,,Acer saccharum,ACSA,436,,1949,,2,5.1,7.6,
494,BS34A,,Acer saccharum,ACSA,463,,1949,,2,5.1,7.6,
495,BS34A,,Acer saccharum,ACSA,499,,1949,,2,5.1,7.6,
496,BS34A,,Acer saccharum,ACSA,507,,1949,,2,5.1,7.6,
497,BS34A,,Acer saccharum,ACSA,549,,1949,,2,5.1,7.6,
498,BS34A,,Acer saccharum,ACSA,554,,1949,,2,5.1,7.6,
499,BS34A,,Acer saccharum,ACSA,606,,1949,,2,5.1,7.6,
500,BS34A,,Acer saccharum,ACSA,641,,1949,,2,5.1,7.6,
501,BS34A,,Acer saccharum,ACSA,642,,1949,,2,5.1,7.6,
502,BS34A,,Acer saccharum,ACSA,126,,1954,,2,5.1,7.6,
503,BS34A,,Acer saccharum,ACSA,184,,1954,,2,5.1,7.6,
504,BS34A,,Acer saccharum,ACSA,219,,1954,,2,5.1,7.6,
505,BS34A,,Acer saccharum,ACSA,265,,1954,,2,5.1,7.6,
506,BS34A,,Acer saccharum,ACSA,361,,1954,,2,5.1,7.6,
507,BS34A,,Acer saccharum,ACSA,499,,1954,,2,5.1,7.6,
508,BS34A,,Acer saccharum,ACSA,507,,1954,,2,5.1,7.6,
509,BS34A,,Acer saccharum,ACSA,522,,1954,,2,5.1,7.6,
510,BS34A,,Acer saccharum,ACSA,549,,1954,,2,5.1,7.6,
511,BS34A,,Acer saccharum,ACSA,574,,1954,,2,5.1,7.6,
512,BS34A,,Acer saccharum,ACSA,     75B,,1982,,2,5.1,7.6,
513,BS34A,,Acer saccharum,ACSA,    115A,,1982,,2,5.1,7.6,
514,BS34A,,Acer saccharum,ACSA,    150A,,1982,,2,5.1,7.6,
515,BS34A,,Acer saccharum,ACSA,    189B,,1982,,2,5.1,7.6,
516,BS34A,,Acer saccharum,ACSA,    336G,,1982,,2,5.1,7.6,
517,BS34A,,Acer saccharum,ACSA,    379C,,1982,,2,5.1,7.6,
518,BS34A,,Acer saccharum,ACSA,    463A,,1982,,2,5.1,7.6,
519,BS34A,,Acer saccharum,ACSA,    480C,,1982,,2,5.1,7.6,
520,BS34A,,Acer saccharum,ACSA,    481B,,1982,,2,5.1,7.6,
521,BS34A,,Acer saccharum,ACSA,10,,1934,,2.1,5.3,8.6,
522,BS34A,,Acer saccharum,ACSA,18,,1934,,2.1,5.3,8.6,
523,BS34A,,Acer saccharum,ACSA,19,,1934,,2.1,5.3,8.6,
524,BS34A,,Acer saccharum,ACSA,72,,1934,,2.1,5.3,8.6,
525,BS34A,,Acer saccharum,ACSA,80,,1934,,2.1,5.3,8.6,
526,BS34A,,Acer saccharum,ACSA,100,,1934,,2.1,5.3,8.6,
527,BS34A,,Acer saccharum,ACSA,132,,1934,,2.1,5.3,8.6,
528,BS34A,,Acer saccharum,ACSA,143,,1934,,2.1,5.3,8.6,
529,BS34A,,Acer saccharum,ACSA,145,,1934,,2.1,5.3,8.6,
530,BS34A,,Acer saccharum,ACSA,200,,1934,,2.1,5.3,8.6,
531,BS34A,,Acer saccharum,ACSA,201,,1934,,2.1,5.3,8.6,
532,BS34A,,Acer saccharum,ACSA,243,,1934,,2.1,5.3,8.6,
533,BS34A,,Acer saccharum,ACSA,277,,1934,,2.1,5.3,8.6,
534,BS34A,,Acer saccharum,ACSA,314,,1934,,2.1,5.3,8.6,
535,BS34A,,Acer saccharum,ACSA,315,,1934,,2.1,5.3,8.6,
536,BS34A,,Acer saccharum,ACSA,356,,1934,,2.1,5.3,8.6,
537,BS34A,,Acer saccharum,ACSA,424,,1934,,2.1,5.3,8.6,
538,BS34A,,Acer saccharum,ACSA,498,,1934,,2.1,5.3,8.6,
539,BS34A,,Acer saccharum,ACSA,503,,1934,,2.1,5.3,8.6,
540,BS34A,,Acer saccharum,ACSA,509,,1934,,2.1,5.3,8.6,
541,BS34A,,Acer saccharum,ACSA,39,,1939,,2.1,5.3,8.6,
542,BS34A,,Acer saccharum,ACSA,71,,1939,,2.1,5.3,8.6,
543,BS34A,,Acer saccharum,ACSA,112,,1939,,2.1,5.3,8.6,
544,BS34A,,Acer saccharum,ACSA,135,,1939,,2.1,5.3,8.6,
545,BS34A,,Acer saccharum,ACSA,201,,1939,,2.1,5.3,8.6,
546,BS34A,,Acer saccharum,ACSA,211,,1939,,2.1,5.3,8.6,
547,BS34A,,Acer saccharum,ACSA,221,,1939,,2.1,5.3,8.6,
548,BS34A,,Acer saccharum,ACSA,339,,1939,,2.1,5.3,8.6,
549,BS34A,,Acer saccharum,ACSA,365,,1939,,2.1,5.3,8.6,
550,BS34A,,Acer saccharum,ACSA,397,,1939,,2.1,5.3,8.6,
551,BS34A,,Acer saccharum,ACSA,409,,1939,,2.1,5.3,8.6,
552,BS34A,,Acer saccharum,ACSA,410,,1939,,2.1,5.3,8.6,
553,BS34A,,Acer saccharum,ACSA,437,,1939,,2.1,5.3,8.6,
554,BS34A,,Acer saccharum,ACSA,449,,1939,,2.1,5.3,8.6,
555,BS34A,,Acer saccharum,ACSA,450,,1939,,2.1,5.3,8.6,
556,BS34A,,Acer saccharum,ACSA,489,,1939,,2.1,5.3,8.6,
557,BS34A,,Acer saccharum,ACSA,496,,1939,,2.1,5.3,8.6,
558,BS34A,,Acer saccharum,ACSA,509,,1939,,2.1,5.3,8.6,
559,BS34A,,Acer saccharum,ACSA,547,,1939,,2.1,5.3,8.6,
560,BS34A,,Acer saccharum,ACSA,556,,1939,,2.1,5.3,8.6,
561,BS34A,,Acer saccharum,ACSA,15,,1944,,2.1,5.3,8.6,
562,BS34A,,Acer saccharum,ACSA,39,,1944,,2.1,5.3,8.6,
563,BS34A,,Acer saccharum,ACSA,83,,1944,,2.1,5.3,8.6,
564,BS34A,,Acer saccharum,ACSA,98,,1944,,2.1,5.3,8.6,
565,BS34A,,Acer saccharum,ACSA,139,,1944,,2.1,5.3,8.6,
566,BS34A,,Acer saccharum,ACSA,179,,1944,,2.1,5.3,8.6,
567,BS34A,,Acer saccharum,ACSA,226,,1944,,2.1,5.3,8.6,
568,BS34A,,Acer saccharum,ACSA,238,,1944,,2.1,5.3,8.6,
569,BS34A,,Acer saccharum,ACSA,273,,1944,,2.1,5.3,8.6,
570,BS34A,,Acer saccharum,ACSA,355,,1944,,2.1,5.3,8.6,
571,BS34A,,Acer saccharum,ACSA,429,,1944,,2.1,5.3,8.6,
572,BS34A,,Acer saccharum,ACSA,440,,1944,,2.1,5.3,8.6,
573,BS34A,,Acer saccharum,ACSA,484,,1944,,2.1,5.3,8.6,
574,BS34A,,Acer saccharum,ACSA,487,,1944,,2.1,5.3,8.6,
575,BS34A,,Acer saccharum,ACSA,494,,1944,,2.1,5.3,8.6,
576,BS34A,,Acer saccharum,ACSA,500,,1944,,2.1,5.3,8.6,
577,BS34A,,Acer saccharum,ACSA,527,,1944,,2.1,5.3,8.6,
578,BS34A,,Acer saccharum,ACSA,582,,1944,,2.1,5.3,8.6,
579,BS34A,,Acer saccharum,ACSA,616,,1944,,2.1,5.3,8.6,
580,BS34A,,Acer saccharum,ACSA,98,,1949,,2.1,5.3,8.6,
581,BS34A,,Acer saccharum,ACSA,138,,1949,,2.1,5.3,8.6,
582,BS34A,,Acer saccharum,ACSA,181,,1949,,2.1,5.3,8.6,
583,BS34A,,Acer saccharum,ACSA,247,,1949,,2.1,5.3,8.6,
584,BS34A,,Acer saccharum,ACSA,350,,1949,,2.1,5.3,8.6,
585,BS34A,,Acer saccharum,ACSA,362,,1949,,2.1,5.3,8.6,
586,BS34A,,Acer saccharum,ACSA,404,,1949,,2.1,5.3,8.6,
587,BS34A,,Acer saccharum,ACSA,408,,1949,,2.1,5.3,8.6,
588,BS34A,,Acer saccharum,ACSA,433,,1949,,2.1,5.3,8.6,
589,BS34A,,Acer saccharum,ACSA,479,,1949,,2.1,5.3,8.6,
590,BS34A,,Acer saccharum,ACSA,559,,1949,,2.1,5.3,8.6,
591,BS34A,,Acer saccharum,ACSA,582,,1949,,2.1,5.3,8.6,
592,BS34A,,Acer saccharum,ACSA,616,,1949,,2.1,5.3,8.6,
593,BS34A,,Acer saccharum,ACSA,15,,1954,,2.1,5.3,8.6,
594,BS34A,,Acer saccharum,ACSA,98,,1954,,2.1,5.3,8.6,
595,BS34A,,Acer saccharum,ACSA,122,,1954,,2.1,5.3,8.6,
596,BS34A,,Acer saccharum,ACSA,178,,1954,,2.1,5.3,8.6,
597,BS34A,,Acer saccharum,ACSA,181,,1954,,2.1,5.3,8.6,
598,BS34A,,Acer saccharum,ACSA,220,,1954,,2.1,5.3,8.6,
599,BS34A,,Acer saccharum,ACSA,283,,1954,,2.1,5.3,8.6,
600,BS34A,,Acer saccharum,ACSA,362,,1954,,2.1,5.3,8.6,
601,BS34A,,Acer saccharum,ACSA,391,,1954,,2.1,5.3,8.6,
602,BS34A,,Acer saccharum,ACSA,408,,1954,,2.1,5.3,8.6,
603,BS34A,,Acer saccharum,ACSA,440,,1954,,2.1,5.3,8.6,
604,BS34A,,Acer saccharum,ACSA,582,,1954,,2.1,5.3,8.6,
605,BS34A,,Acer saccharum,ACSA,    151D,,1982,,2.1,5.3,8.6,
606,BS34A,,Acer saccharum,ACSA,    158B,,1982,,2.1,5.3,8.6,
607,BS34A,,Acer saccharum,ACSA,    266A,,1982,,2.1,5.3,8.6,
608,BS34A,,Acer saccharum,ACSA,    283D,,1982,,2.1,5.3,8.6,
609,BS34A,,Acer saccharum,ACSA,    283E,,1982,,2.1,5.3,8.6,
610,BS34A,,Acer saccharum,ACSA,    285B,,1982,,2.1,5.3,8.6,
611,BS34A,,Acer saccharum,ACSA,    320A,,1982,,2.1,5.3,8.6,
612,BS34A,,Acer saccharum,ACSA,    328A,,1982,,2.1,5.3,8.6,
613,BS34A,,Acer saccharum,ACSA,    397A,,1982,,2.1,5.3,8.6,
614,BS34A,,Acer saccharum,ACSA,    434D,,1982,,2.1,5.3,8.6,
615,BS34A,,Acer saccharum,ACSA,    456A,,1982,,2.1,5.3,8.6,
616,BS34A,,Acer saccharum,ACSA,    563B,,1982,,2.1,5.3,8.6,
617,BS34A,,Acer saccharum,ACSA,87,,1934,,2.2,5.6,9.5,
618,BS34A,,Acer saccharum,ACSA,133,,1934,,2.2,5.6,9.5,
619,BS34A,,Acer saccharum,ACSA,183,,1934,,2.2,5.6,9.5,
620,BS34A,,Acer saccharum,ACSA,229,,1934,,2.2,5.6,9.5,
621,BS34A,,Acer saccharum,ACSA,285,,1934,,2.2,5.6,9.5,
622,BS34A,,Acer saccharum,ACSA,303,,1934,,2.2,5.6,9.5,
623,BS34A,,Acer saccharum,ACSA,310,,1934,,2.2,5.6,9.5,
624,BS34A,,Acer saccharum,ACSA,351,,1934,,2.2,5.6,9.5,
625,BS34A,,Acer saccharum,ACSA,364,,1934,,2.2,5.6,9.5,
626,BS34A,,Acer saccharum,ACSA,506,,1934,,2.2,5.6,9.5,
627,BS34A,,Acer saccharum,ACSA,618,,1934,,2.2,5.6,9.5,
628,BS34A,,Acer saccharum,ACSA,619,,1934,,2.2,5.6,9.5,
629,BS34A,,Acer saccharum,ACSA,30,,1939,,2.2,5.6,9.5,
630,BS34A,,Acer saccharum,ACSA,111,,1939,,2.2,5.6,9.5,
631,BS34A,,Acer saccharum,ACSA,113,,1939,,2.2,5.6,9.5,
632,BS34A,,Acer saccharum,ACSA,124,,1939,,2.2,5.6,9.5,
633,BS34A,,Acer saccharum,ACSA,200,,1939,,2.2,5.6,9.5,
634,BS34A,,Acer saccharum,ACSA,239,,1939,,2.2,5.6,9.5,
635,BS34A,,Acer saccharum,ACSA,356,,1939,,2.2,5.6,9.5,
636,BS34A,,Acer saccharum,ACSA,359,,1939,,2.2,5.6,9.5,
637,BS34A,,Acer saccharum,ACSA,367,,1939,,2.2,5.6,9.5,
638,BS34A,,Acer saccharum,ACSA,403,,1939,,2.2,5.6,9.5,
639,BS34A,,Acer saccharum,ACSA,411,,1939,,2.2,5.6,9.5,
640,BS34A,,Acer saccharum,ACSA,442,,1939,,2.2,5.6,9.5,
641,BS34A,,Acer saccharum,ACSA,485,,1939,,2.2,5.6,9.5,
642,BS34A,,Acer saccharum,ACSA,506,,1939,,2.2,5.6,9.5,
643,BS34A,,Acer saccharum,ACSA,539,,1939,,2.2,5.6,9.5,
644,BS34A,,Acer saccharum,ACSA,570,,1939,,2.2,5.6,9.5,
645,BS34A,,Acer saccharum,ACSA,617,,1939,,2.2,5.6,9.5,
646,BS34A,,Acer saccharum,ACSA,634,,1939,,2.2,5.6,9.5,
647,BS34A,,Acer saccharum,ACSA,650,,1939,,2.2,5.6,9.5,
648,BS34A,,Acer saccharum,ACSA,67,,1944,,2.2,5.6,9.5,
649,BS34A,,Acer saccharum,ACSA,117,,1944,,2.2,5.6,9.5,
650,BS34A,,Acer saccharum,ACSA,182,,1944,,2.2,5.6,9.5,
651,BS34A,,Acer saccharum,ACSA,244,,1944,,2.2,5.6,9.5,
652,BS34A,,Acer saccharum,ACSA,305,,1944,,2.2,5.6,9.5,
653,BS34A,,Acer saccharum,ACSA,317,,1944,,2.2,5.6,9.5,
654,BS34A,,Acer saccharum,ACSA,483,,1944,,2.2,5.6,9.5,
655,BS34A,,Acer saccharum,ACSA,489,,1944,,2.2,5.6,9.5,
656,BS34A,,Acer saccharum,ACSA,496,,1944,,2.2,5.6,9.5,
657,BS34A,,Acer saccharum,ACSA,507,,1944,,2.2,5.6,9.5,
658,BS34A,,Acer saccharum,ACSA,546,,1944,,2.2,5.6,9.5,
659,BS34A,,Acer saccharum,ACSA,555,,1944,,2.2,5.6,9.5,
660,BS34A,,Acer saccharum,ACSA,566,,1944,,2.2,5.6,9.5,
661,BS34A,,Acer saccharum,ACSA,574,,1944,,2.2,5.6,9.5,
662,BS34A,,Acer saccharum,ACSA,640,,1944,,2.2,5.6,9.5,
663,BS34A,,Acer saccharum,ACSA,4,,1949,,2.2,5.6,9.5,
664,BS34A,,Acer saccharum,ACSA,15,,1949,,2.2,5.6,9.5,
665,BS34A,,Acer saccharum,ACSA,67,,1949,,2.2,5.6,9.5,
666,BS34A,,Acer saccharum,ACSA,273,,1949,,2.2,5.6,9.5,
667,BS34A,,Acer saccharum,ACSA,425,,1949,,2.2,5.6,9.5,
668,BS34A,,Acer saccharum,ACSA,429,,1949,,2.2,5.6,9.5,
669,BS34A,,Acer saccharum,ACSA,440,,1949,,2.2,5.6,9.5,
670,BS34A,,Acer saccharum,ACSA,451,,1949,,2.2,5.6,9.5,
671,BS34A,,Acer saccharum,ACSA,500,,1949,,2.2,5.6,9.5,
672,BS34A,,Acer saccharum,ACSA,515,,1949,,2.2,5.6,9.5,
673,BS34A,,Acer saccharum,ACSA,521,,1949,,2.2,5.6,9.5,
674,BS34A,,Acer saccharum,ACSA,4,,1954,,2.2,5.6,9.5,
