Date,Outside Historic Plot,Plot,Distance (m),Azimuth,Unit Circle  (°),Unit Circle (radians),Species,Status,DBH (cm),Height (estimate),Tag #,Notes,Plot Center X,Plot Center Y,Tree X,Tree Y,Random Number,Biomass estimate (kg)
7/19/2014,Y,BP54#1,16,86,4,0.06981317,QURU,C,22.4,,3282,,601269.8582,557011.1116,601285.8192,557012.2277,,221.1367518
7/19/2014,Y,BP54#1,11.5,59,31,0.541052068,QURU,C,22.2,,2501,,601269.8582,557011.1116,601279.7156,557017.0346,,215.7041056
7/19/2014,Y,BP54#1,12,287,-197,-3.438298626,QURU,C,22.2,,2018,,601269.8582,557011.1116,601258.3826,557014.6201,,215.7041056
7/19/2014,,BP54#1,7.5,329,-239,-4.171336912,QURU,C,20.4,,2028,,601269.8582,557011.1116,601265.9954,557017.5404,,170.6127089
7/19/2014,Y,BP54#1,14,13,77,1.343903524,QURU,C,19.8,,2508,,601269.8582,557011.1116,601273.0075,557024.7528,,157.0559199
7/19/2014,Y,BP54#1,13,15,75,1.308996939,QURU,C,19.6,,2505,,601269.8582,557011.1116,601273.2229,557023.6687,,152.6954374
7/19/2014,,BP54#1,7.5,274,-184,-3.211405824,POGR,C,18.9,,3089,,601269.8582,557011.1116,601262.3765,557011.6348,,138.5180626
7/19/2014,Y,BP54#1,13,18,72,1.256637061,QURU,C,18.9,,2507,,601269.8582,557011.1116,601273.8754,557023.4754,,138.0454954
7/19/2014,,BP54#1,5,274,-184,-3.211405824,PIST,O,23.3,,2047,,601269.8582,557011.1116,601264.8704,557011.4604,,134.7567803
7/19/2014,Y,BP54#1,13,90,0,0,POGR,C,17.9,,3283,,601269.8582,557011.1116,601282.8582,557011.1116,,121.9075247
7/19/2014,Y,BP54#1,5,92,-2,-0.034906585,POGR,C,17.2,,3285,,601269.8582,557011.1116,601274.8552,557010.9371,,110.9995468
7/19/2014,Y,BP54#1,16,140,-50,-0.872664626,POGR,C,17.2,,3260,,601269.8582,557011.1116,601280.1428,556998.8549,,110.9995468
7/19/2014,,BP54#1,10.5,315,-225,-3.926990817,POGR,C,17.2,,2017,,601269.8582,557011.1116,601262.4336,557018.5362,,110.9995468
7/19/2014,,BP54#1,7,212,-122,-2.129301687,POGR,C,17.1,,3073,,601269.8582,557011.1116,601266.1488,557005.1753,,109.4890585
7/19/2014,Y,BP54#1,13,243,-153,-2.670353756,POGR,C,17,,3088,,601269.8582,557011.1116,601258.2751,557005.2097,,107.9904464
7/19/2014,,BP54#1,10,232.5,-142.5,-2.487094184,POGR,C,16.9,,3081,,601269.8582,557011.1116,601261.9247,557005.024,,106.5036862
7/19/2014,,BP54#1,9,352,-262,-4.57276264,POGR,C,16.6,,2015,,601269.8582,557011.1116,601268.6057,557020.024,,102.1142722
7/19/2014,,BP54#1,10.5,309,-219,-3.822271062,PIST,O,20.8,,2025,,601269.8582,557011.1116,601261.6982,557017.7195,,100.6227438
7/19/2014,Y,BP54#1,12,56,34,0.593411946,QURU,C,16.8,,3300,,601269.8582,557011.1116,601279.8067,557017.8219,,99.57626539
7/19/2014,,BP54#1,8.5,220.5,-130.5,-2.277654674,POGR,C,16.3,,3084,,601269.8582,557011.1116,601264.3379,557004.6482,,97.83063983
7/19/2014,,BP54#1,6.5,148,-58,-1.012290966,POGR,C,15.9,,3258,,601269.8582,557011.1116,601273.3027,557005.5993,,92.28251539
7/19/2014,Y,BP54#1,5.5,94,-4,-0.06981317,POGR,C,15.8,,3286,,601269.8582,557011.1116,601275.3448,557010.728,,90.92449214
7/19/2014,Y,BP54#1,13,13,77,1.343903524,QURU,C,16.2,,2506,,601269.8582,557011.1116,601272.7826,557023.7784,,90.02269566
7/19/2014,Y,BP54#1,13,188,-98,-1.710422667,POGR,C,15.7,,3074,,601269.8582,557011.1116,601268.049,556998.2381,,89.57802115
7/19/2014,Y,BP54#1,15,340,-250,-4.36332313,POGR,C,15.7,,3335,,601269.8582,557011.1116,601264.7279,557025.207,,89.57802115
7/19/2014,,BP54#1,8.5,354,-264,-4.607669225,POGR,C,15.7,,2014,,601269.8582,557011.1116,601268.9697,557019.5651,,89.57802115
7/19/2014,,BP54#1,5.5,91,-1,-0.017453293,POGR,C,15.6,,2011,,601269.8582,557011.1116,601275.3574,557011.0156,,88.24307678
7/19/2014,Y,BP54#1,17,118,-28,-0.488692191,POGR,C,15.6,,3275,,601269.8582,557011.1116,601284.8683,557003.1306,,88.24307678
7/19/2014,Y,BP54#1,14.5,176,-86,-1.500983157,POGR,C,15.4,,3248,,601269.8582,557011.1116,601270.8697,556996.6469,,85.60766487
7/19/2014,,BP54#1,9.5,146,-56,-0.977384381,POGR,C,15,,3257,,601269.8582,557011.1116,601275.1706,557003.2358,,80.47402092
7/19/2014,,BP54#1,14,325,-235,-4.101523742,POGR,C,15,,3099,,601269.8582,557011.1116,601261.8282,557022.5797,,80.47402092
7/19/2014,,BP54#1,8.5,346,-256,-4.468042885,POGR,C,15,,2024,,601269.8582,557011.1116,601267.8019,557019.3591,,80.47402092
7/19/2014,Y,BP54#1,14,16,74,1.291543646,QURU,C,15.5,,2504,,601269.8582,557011.1116,601273.7171,557024.5693,,79.64325547
7/19/2014,Y,BP54#1,16,52,38,0.663225116,QURU,C,15.5,,2512,,601269.8582,557011.1116,601282.4664,557020.9622,,79.64325547
7/19/2014,,BP54#1,4.5,38,52,0.907571211,POGR,C,14.9,,2520,,601269.8582,557011.1116,601272.6287,557014.6577,,79.21903624
7/19/2014,,BP54#1,8.1,43,47,0.820304748,POGR,C,14.8,,2521,,601269.8582,557011.1116,601275.3824,557017.0356,,77.97536923
7/19/2014,Y,BP54#1,16,76,14,0.244346095,POGR,C,14.7,,3289,,601269.8582,557011.1116,601285.383,557014.9824,,76.74299326
7/19/2014,Y,BP54#1,7.5,152,-62,-1.082104136,POGR,C,14.6,,3253,,601269.8582,557011.1116,601273.3793,557004.4895,,75.52188158
7/19/2014,Y,BP54#1,7,57,33,0.575958653,POGR,C,14.5,,2503,,601269.8582,557011.1116,601275.7289,557014.9241,,74.31200733
7/19/2014,Y,BP54#1,13.5,319,-229,-3.996803987,POGR,C,14.5,,2005,,601269.8582,557011.1116,601261.0014,557021.3002,,74.31200733
7/19/2014,,BP54#1,4,358,-268,-4.677482395,POGR,C,14.4,,2012,,601269.8582,557011.1116,601269.7186,557015.1092,,73.11334353
7/19/2014,Y,BP54#1,17.5,238,-148,-2.583087293,POGR,C,14.3,,3056,,601269.8582,557011.1116,601255.0174,557001.838,,71.92586307
7/19/2014,,BP54#1,7.5,140,-50,-0.872664626,POGR,C,14.1,,3259,,601269.8582,557011.1116,601274.6791,557005.3663,,69.58434315
7/19/2014,Y,BP54#1,18,172,-82,-1.431169987,POGR,C,14,,3247,,601269.8582,557011.1116,601272.3633,556993.2868,,68.43024885
7/19/2014,,BP54#1,2.5,194,-104,-1.815142422,POGR,C,14,,2035,,601269.8582,557011.1116,601269.2534,557008.6859,,68.43024885
7/19/2014,,BP54#1,2,310,-220,-3.839724354,POGR,C,13.9,,2016,,601269.8582,557011.1116,601268.3261,557012.3972,,67.28722823
7/19/2014,,BP54#1,5,341,-251,-4.380776423,POGR,C,13.9,,2027,,601269.8582,557011.1116,601268.2304,557015.8392,,67.28722823
7/19/2014,Y,BP54#1,17,98,-8,-0.13962634,QURU,C,14.5,,3280,,601269.8582,557011.1116,601286.6928,557008.7457,,66.19437554
7/19/2014,Y,BP54#1,14,126,-36,-0.628318531,POGR,C,13.8,,3268,,601269.8582,557011.1116,601281.1845,557002.8826,,66.15525355
7/19/2014,,BP54#1,10.5,136,-46,-0.802851456,POGR,C,13.8,,3263,,601269.8582,557011.1116,601277.1521,557003.5586,,66.15525355
7/19/2014,Y,BP54#1,14.5,150,-60,-1.047197551,POGR,C,13.5,,3256,,601269.8582,557011.1116,601277.1082,556998.5542,,62.82532592
7/19/2014,Y,BP54#1,17,302,-212,-3.700098014,QURU,C,14.2,,3094,,601269.8582,557011.1116,601255.4414,557020.1202,,62.4654059
7/19/2014,,BP54#1,5.5,37,53,0.925024504,POGR,C,13.3,,2519,,601269.8582,557011.1116,601273.1682,557015.5041,,60.66008954
7/19/2014,Y,BP54#1,14,116,-26,-0.453785606,POGR,C,13.3,,3276,,601269.8582,557011.1116,601282.4413,557004.9744,,60.66008954
7/19/2014,,BP54#1,9.5,70,20,0.34906585,POGR,C,13.2,,3291,,601269.8582,557011.1116,601278.7853,557014.3608,,59.59380076
7/19/2014,Y,BP54#1,13,140,-50,-0.872664626,POGR,C,13.2,,3262,,601269.8582,557011.1116,601278.2145,557001.153,,59.59380076
7/19/2014,Y,BP54#1,14.5,299,-209,-3.647738137,POGR,C,13.2,,2013,,601269.8582,557011.1116,601257.1762,557018.1414,,59.59380076
7/19/2014,Y,BP54#1,14.5,186,-96,-1.675516082,ACRU,C,15.1,,3062,,601269.8582,557011.1116,601268.3426,556996.6911,,58.74011086
7/19/2014,Y,BP54#1,9,118,-28,-0.488692191,POGR,C,12.9,,3271,,601269.8582,557011.1116,601277.8048,557006.8864,,56.45990751
7/19/2014,,BP54#1,8,340,-250,-4.36332313,POGR,C,12.9,,2020,,601269.8582,557011.1116,601267.1221,557018.6292,,56.45990751
7/19/2014,,BP54#1,8,20,70,1.221730476,POGR,C,12.8,,2510,,601269.8582,557011.1116,601272.5944,557018.6292,,55.43683758
7/19/2014,,BP54#1,13,234,-144,-2.513274123,POGR,C,12.6,,3079,,601269.8582,557011.1116,601259.341,557003.4704,,53.42286414
7/19/2014,,BP54#1,5,354,-264,-4.607669225,POGR,C,12.5,,2026,,601269.8582,557011.1116,601269.3356,557016.0842,,52.43190168
7/19/2014,Y,BP54#1,9,58,32,0.558505361,PIST,O,16.1,,3297,,601269.8582,557011.1116,601277.4907,557015.8809,,52.05069767
7/19/2014,Y,BP54#1,12.5,243.5,-153.5,-2.679080402,POGR,C,12.4,,3086,,601269.8582,557011.1116,601258.6715,557005.5341,,51.45158249
7/19/2014,,BP54#1,6.5,269,-179,-3.124139361,POGR,C,12.3,,3090,,601269.8582,557011.1116,601263.3592,557010.9982,,50.48187672
7/19/2014,Y,BP54#1,16,51,39,0.680678408,QURU,C,13.1,,2514,,601269.8582,557011.1116,601282.2926,557021.1807,,49.9485958
7/19/2014,Y,BP54#1,15,219.5,-129.5,-2.260201381,QURU,C,13.1,,3078,,601269.8582,557011.1116,601260.317,556999.5372,,49.9485958
7/19/2014,Y,BP54#1,15,338,-248,-4.328416545,POGR,C,12.2,,3332,,601269.8582,557011.1116,601264.2391,557025.0194,,49.52275435
7/19/2014,Y,BP54#1,17,308.5,-218.5,-3.813544416,POGR,C,12,,3093,,601269.8582,557011.1116,601256.5539,557021.6944,,47.63613891
7/19/2014,Y,BP54#1,5.5,171,-81,-1.413716694,POGR,C,11.9,,3075,,601269.8582,557011.1116,601270.7186,557005.6793,,46.70858501
7/19/2014,,BP54#1,12,229.5,-139.5,-2.434734307,POGR,C,11.9,,3080,,601269.8582,557011.1116,601260.7334,557003.3182,,46.70858501
7/19/2014,Y,BP54#1,15,324.5,-234.5,-4.092797096,POGR,C,11.7,,3097,,601269.8582,557011.1116,601261.1477,557023.3234,,44.88483148
7/19/2014,Y,BP54#1,8,160,-70,-1.221730476,POGR,O,11.6,,3252,,601269.8582,557011.1116,601272.5944,557003.5941,,43.98857002
7/19/2014,,BP54#1,6,32,58,1.012290966,POGR,C,11.5,,2517,,601269.8582,557011.1116,601273.0377,557016.1999,,43.10267724
7/19/2014,Y,BP54#1,14,114,-24,-0.418879021,POGR,C,11.5,,3277,,601269.8582,557011.1116,601282.6479,557005.4173,,43.10267724
7/19/2014,,BP54#1,12,328,-238,-4.15388362,POGR,C,11.5,,2008,,601269.8582,557011.1116,601263.4992,557021.2882,,43.10267724
7/19/2014,Y,BP54#1,4,116,-26,-0.453785606,POGR,O,11.4,,3273,,601269.8582,557011.1116,601273.4534,557009.3581,,42.22712178
7/19/2014,,BP54#1,10,136,-46,-0.802851456,PIST,O,14.7,,3264,,601269.8582,557011.1116,601276.8048,557003.9182,,41.18616206
7/19/2014,Y,BP54#1,13.5,130,-40,-0.698131701,POGR,C,11.2,,3265,,601269.8582,557011.1116,601280.1998,557002.434,,40.50689654
7/19/2014,,BP54#1,8,14,76,1.326450232,POGR,C,11.1,,2511,,601269.8582,557011.1116,601271.7936,557018.874,,39.66216315
7/19/2014,Y,BP54#1,15,325.5,-235.5,-4.110250388,POGR,C,11.1,,3098,,601269.8582,557011.1116,601261.3621,557023.4735,,39.66216315
7/19/2014,,BP54#1,8.5,221,-131,-2.28638132,POGR,C,11,,3083,,601269.8582,557011.1116,601264.2817,557004.6966,,38.82763985
7/19/2014,Y,BP54#1,14.5,331,-241,-4.206243497,POGR,C,11,,3095,,601269.8582,557011.1116,601262.8285,557023.7936,,38.82763985
7/19/2014,,BP54#1,5,353,-263,-4.590215933,POGR,C,10.8,,2030,,601269.8582,557011.1116,601269.2489,557016.0743,,37.1890943
7/19/2014,Y,BP54#1,18,106,-16,-0.27925268,POGR,C,10.7,,3274,,601269.8582,557011.1116,601287.1609,557006.1501,,36.38500692
7/19/2014,Y,BP54#1,16.5,80,10,0.174532925,POGR,O,10.7,,3287,,601269.8582,557011.1116,601286.1076,557013.9768,,36.38500692
7/19/2014,Y,BP54#1,16.5,140,-50,-0.872664626,PIST,O,13.9,,3261,,601269.8582,557011.1116,601280.4642,556998.4719,,35.66225093
7/19/2014,,BP54#1,5,60,30,0.523598776,POGR,O,10.6,,3295,,601269.8582,557011.1116,601274.1884,557013.6116,,35.5909994
7/19/2014,Y,BP54#1,11.5,58,32,0.558505361,QURU,C,11.5,,2502,,601269.8582,557011.1116,601279.6108,557017.2057,,34.80346327
7/19/2014,Y,BP54#1,7.5,70,20,0.34906585,POGR,C,10.4,,3296,,601269.8582,557011.1116,601276.9059,557013.6768,,34.03309153
7/19/2014,Y,BP54#1,12.5,205.5,-115.5,-2.015855286,POGR,C,10.4,,3070,,601269.8582,557011.1116,601264.4768,556999.8293,,34.03309153
7/19/2014,Y,BP54#1,9,82,8,0.13962634,PIST,O,13.5,,3284,,601269.8582,557011.1116,601278.7706,557012.3642,,33.08065624
7/19/2014,,BP54#1,12.5,44,46,0.802851456,POGR,C,10.1,,2515,,601269.8582,557011.1116,601278.5415,557020.1034,,31.77099566
7/19/2014,,BP54#1,8,323,-233,-4.066617157,POGR,O,10.1,,2040,,601269.8582,557011.1116,601265.0437,557017.5007,,31.77099566
7/19/2014,,BP54#1,5.5,196,-106,-1.850049007,PIST,O,13.2,,3065,,601269.8582,557011.1116,601268.3422,557005.8247,,31.22174519
7/19/2014,Y,BP54#1,16,76,14,0.244346095,POGR,O,9.9,,3288,,601269.8582,557011.1116,601285.383,557014.9824,,30.31238033
7/19/2014,Y,BP54#1,16.5,184,-94,-1.640609497,POGR,C,9.8,,3246,,601269.8582,557011.1116,601268.7072,556994.6518,,29.59780426
7/19/2014,Y,BP54#1,17,282,-192,-3.351032164,POGR,C,9.7,,3091,,601269.8582,557011.1116,601253.2297,557014.6461,,28.89300297
7/19/2014,Y,BP54#1,15,26,64,1.117010721,POGR,O,9.7,,3346,,601269.8582,557011.1116,601276.4338,557024.5935,,28.89300297
7/19/2014,Y,BP54#1,3,158,-68,-1.186823891,POGR,O,9.6,,3251,,601269.8582,557011.1116,601270.982,557008.3301,,28.19794145
7/19/2014,Y,BP54#1,18,280,-190,-3.316125579,POGR,C,9.5,,3057,,601269.8582,557011.1116,601252.1317,557014.2373,,27.51258446
7/19/2014,Y,BP54#1,14,189,-99,-1.727875959,ACRU,C,11.4,,3063,,601269.8582,557011.1116,601267.6681,556997.284,,26.90410067
7/19/2014,Y,BP54#1,16,220.5,-130.5,-2.277654674,PIRE,O,11.7,,3077,,601269.8582,557011.1116,601259.4671,556998.9451,,26.24276514
7/19/2014,Y,BP54#1,18,246,-156,-2.722713633,POGR,O,9.3,,3085,,601269.8582,557011.1116,601253.4144,557003.7904,,26.17084188
7/19/2014,Y,BP54#1,14.5,12,78,1.361356817,PIST,O,12.3,,3345,,601269.8582,557011.1116,601272.8729,557025.2948,,26.03340456
7/19/2014,Y,BP54#1,12.5,172,-82,-1.431169987,POGR,C,9.2,,3249,,601269.8582,557011.1116,601271.5979,556998.7333,,25.5143846
7/19/2014,Y,BP54#1,17,302.5,-212.5,-3.70882466,QURU,O,10.2,,3092,,601269.8582,557011.1116,601255.5206,557020.2457,,24.95369074
7/19/2014,,BP54#1,5.5,187,-97,-1.692969374,POGR,C,9.1,,3066,,601269.8582,557011.1116,601269.1879,557005.6526,,24.86748844
7/19/2014,Y,BP54#1,11.5,18,72,1.256637061,PIST,O,11.9,,2509,,601269.8582,557011.1116,601273.4119,557022.0488,,23.9100381
7/19/2014,Y,BP54#1,15,28,62,1.082104136,POGR,O,8.9,,3348,,601269.8582,557011.1116,601276.9003,557024.3558,,23.60223329
7/19/2014,Y,BP54#1,15.5,96,-6,-0.104719755,POGR,O,8.8,,3281,,601269.8582,557011.1116,601285.2733,557009.4914,,22.98380054
7/19/2014,Y,BP54#1,18,50,40,0.698131701,PIST,O,11.6,,3299,,601269.8582,557011.1116,601283.647,557022.6818,,22.38941768
7/19/2014,,BP54#1,2.5,72,18,0.314159265,PIST,O,11.5,,3292,,601269.8582,557011.1116,601272.2359,557011.8842,,21.89606407
7/19/2014,Y,BP54#1,12.5,195,-105,-1.832595715,POGR,O,8.6,,3064,,601269.8582,557011.1116,601266.623,556999.0375,,21.77513829
7/19/2014,Y,BP54#1,10.5,124,-34,-0.593411946,PIST,O,11.4,,3270,,601269.8582,557011.1116,601278.5631,557005.2401,,21.40941487
7/19/2014,,BP54#1,4,68,22,0.383972435,POGR,O,8.5,,3293,,601269.8582,557011.1116,601273.567,557012.61,,21.18483339
7/19/2014,,BP54#1,8.5,293,-203,-3.543018382,ACRU,O,10.4,,2006,,601269.8582,557011.1116,601262.0339,557014.4328,,20.84756895
7/19/2014,,BP54#1,6.5,51,39,0.680678408,PIST,O,11.2,,2513,,601269.8582,557011.1116,601274.9097,557015.2022,,20.45609559
7/19/2014,Y,BP54#1,15,197.5,-107.5,-1.876228946,PIST,O,11.2,,3058,,601269.8582,557011.1116,601265.3476,556996.8059,,20.45609559
7/19/2014,,BP54#1,8,224,-134,-2.338741198,POGR,O,8,,3082,,601269.8582,557011.1116,601264.301,557005.3569,,18.37203705
7/19/2014,,BP54#1,10.5,322,-232,-4.049163865,PIST,O,10.6,,2009,,601269.8582,557011.1116,601263.3938,557019.3857,,17.75353364
7/19/2014,Y,BP54#1,9,295,-205,-3.577924967,ACRU,O,9.8,,2023,Old tag 891,601269.8582,557011.1116,601261.7015,557014.9152,,17.67513911
7/19/2014,Y,BP54#1,12,54,36,0.628318531,QURU,O,8.7,,3298,,601269.8582,557011.1116,601279.5664,557018.165,,16.05261417
7/19/2014,Y,BP54#1,10,110,-20,-0.34906585,PIST,O,9.9,,3278,,601269.8582,557011.1116,601279.2551,557007.6914,,14.89111907
7/19/2014,Y,BP54#1,15,189,-99,-1.727875959,ACRU,C,8.7,,3060,,601269.8582,557011.1116,601267.5117,556996.2963,,12.6975896
7/19/2014,,BP54#1,8,199,-109,-1.902408885,PIST,O,8.8,,3071,,601269.8582,557011.1116,601267.2537,557003.5475,,10.99730626
7/19/2014,Y,BP54#1,17,283,-193,-3.368485456,PIST,O,8.8,,3096,,601269.8582,557011.1116,601253.2939,557014.9358,,10.99730626
7/19/2014,Y,BP54#1,14.5,191.5,-101.5,-1.771509191,ACRU,O,8.2,,3059,,601269.8582,557011.1116,601266.9674,556996.9027,,10.77238048
7/19/2014,Y,BP54#1,17,12,78,1.361356817,PIST,O,8.7,,3341,,601269.8582,557011.1116,601273.3927,557027.7401,,10.67856658
7/19/2014,,BP54#1,4,62,28,0.488692191,PIST,O,8.7,,3294,,601269.8582,557011.1116,601273.39,557012.9895,,10.67856658
7/19/2014,Y,BP54#1,15,192,-102,-1.780235837,ACRU,O,8.1,,3061,,601269.8582,557011.1116,601266.7395,556996.4394,,10.41137729
7/19/2014,Y,BP54#2,10,279,-189,-3.298672286,QURU,C,28.5,,3048,,601246.9375,557028.522,601237.0606,557030.0864,,431.2705541
7/19/2014,,BP54#2,8,115,-25,-0.436332313,QURU,C,27.1,,3185,,601246.9375,557028.522,601254.188,557025.1411,,375.0421705
7/19/2014,,BP54#2,8.5,117,-27,-0.471238898,QURU,C,26.5,,3184,,601246.9375,557028.522,601254.5111,557024.6631,,352.4627122
7/19/2014,Y,BP54#2,14,325,-235,-4.101523742,QURU,C,25.5,,3243,,601246.9375,557028.522,601238.9075,557039.9902,,316.7973999
7/19/2014,,BP54#2,4,98,-8,-0.13962634,QURU,C,24.5,,3186,,601246.9375,557028.522,601250.8986,557027.9653,,283.5282194
7/19/2014,Y,BP54#2,14,222,-132,-2.303834613,QURU,C,23.8,,3039,,601246.9375,557028.522,601237.5697,557018.118,,261.6264238
7/19/2014,Y,BP54#2,16.5,236,-146,-2.548180708,QURU,C,23.5,,3043,,601246.9375,557028.522,601233.2584,557019.2954,,252.5821649
7/19/2014,Y,BP54#2,17.5,165,-75,-1.308996939,QURU,C,23.2,,3016,,601246.9375,557028.522,601251.4669,557011.6183,,243.7403606
7/19/2014,,BP54#2,10.5,294,-204,-3.560471674,QURU,C,23,,3053,,601246.9375,557028.522,601237.3453,557032.7928,,237.9573109
7/19/2014,Y,BP54#2,11,0,90,1.570796327,POGR,C,23.1,,3231,,601246.9375,557028.522,601246.9375,557039.522,,221.9687781
7/19/2014,,BP54#2,11.5,196,-106,-1.850049007,QURU,C,22.1,,3031,,601246.9375,557028.522,601243.7677,557017.4675,,213.0201097
7/19/2014,Y,BP54#2,17,58,32,0.558505361,QURU,C,22,,3207,,601246.9375,557028.522,601261.3543,557037.5307,,210.357565
7/19/2014,Y,BP54#2,12.5,358,-268,-4.677482395,POGR,C,22.2,,3232,,601246.9375,557028.522,601246.5013,557041.0144,,202.1792962
7/19/2014,Y,BP54#2,15,293,-203,-3.543018382,QURU,C,21.3,,3051,,601246.9375,557028.522,601233.13,557034.383,,192.3140723
7/19/2014,,BP54#2,14,131,-41,-0.715584993,QURU,C,21.2,,3181,,601246.9375,557028.522,601257.5035,557019.3372,,189.8204282
7/19/2014,,BP54#2,13,149,-59,-1.029744259,QURU,C,21.2,,3012,,601246.9375,557028.522,601253.633,557017.3789,,189.8204282
7/19/2014,,BP54#2,14,130,-40,-0.698131701,QURU,C,21,,3180,,601246.9375,557028.522,601257.6622,557019.523,,184.8953819
7/19/2014,Y,BP54#2,17,188,-98,-1.710422667,QURU,C,20.9,,3022,,601246.9375,557028.522,601244.5716,557011.6875,,182.463828
7/19/2014,Y,BP54#2,18,34,56,0.977384381,POGR,C,20.9,,3214,,601246.9375,557028.522,601257.003,557043.4447,,175.4511439
7/19/2014,Y,BP54#2,17.5,56,34,0.593411946,QURU,C,20.3,,3206,,601246.9375,557028.522,601261.4457,557038.3079,,168.3032815
7/19/2014,,BP54#2,10,294,-204,-3.560471674,QURU,C,20.3,,3055,,601246.9375,557028.522,601237.8021,557032.5894,,168.3032815
7/19/2014,Y,BP54#2,16,328,-238,-4.15388362,QURU,C,20.2,,3242,,601246.9375,557028.522,601238.4588,557042.0908,,166.0139413
7/19/2014,,BP54#2,3,312,-222,-3.874630939,POGR,C,20.4,,3245,,601246.9375,557028.522,601244.7081,557030.5294,,165.7469054
7/19/2014,Y,BP54#2,16,188,-98,-1.710422667,QURU,C,20.1,,3024,,601246.9375,557028.522,601244.7108,557012.6777,,163.7446117
7/19/2014,,BP54#2,9,80,10,0.174532925,QURU,C,20,,3204,,601246.9375,557028.522,601255.8008,557030.0849,,161.4952161
7/19/2014,,BP54#2,7,230,-140,-2.443460953,QURU,C,19.7,,3036,,601246.9375,557028.522,601241.5752,557024.0225,,154.8658654
7/19/2014,Y,BP54#2,13.5,353,-263,-4.590215933,POGR,C,19.8,,3234,,601246.9375,557028.522,601245.2923,557041.9214,,154.5184436
7/19/2014,,BP54#2,6.5,229,-139,-2.42600766,QURU,C,19.5,,3037,,601246.9375,557028.522,601242.0319,557024.2576,,150.5445588
7/19/2014,Y,BP54#2,15,4,86,1.500983157,POGR,C,19.5,,3229,,601246.9375,557028.522,601247.9839,557043.4855,,149.0732744
7/19/2014,,BP54#2,10,292,-202,-3.525565089,QURU,C,19.4,,3054,,601246.9375,557028.522,601237.6657,557032.2681,,148.4131524
7/19/2014,Y,BP54#2,10,278,-188,-3.281218994,QURU,C,19.3,,3049,,601246.9375,557028.522,601237.0349,557029.9138,,146.3011409
7/19/2014,Y,BP54#2,15,28,62,1.082104136,POGR,C,18.8,,3216,,601246.9375,557028.522,601253.9796,557041.7662,,136.8020405
7/19/2014,Y,BP54#2,13,355,-265,-4.625122518,POGR,C,18.8,,3233,,601246.9375,557028.522,601245.8045,557041.4726,,136.8020405
7/19/2014,,BP54#2,13,130,-40,-0.698131701,QURU,C,18.8,,3183,,601246.9375,557028.522,601256.8961,557020.1658,,136.0292962
7/19/2014,Y,BP54#2,17.5,170,-80,-1.396263402,QURU,C,18.5,,3017,,601246.9375,557028.522,601249.9764,557011.2879,,130.093963
7/19/2014,Y,BP54#2,14.5,293,-203,-3.543018382,QURU,C,18.5,,3052,,601246.9375,557028.522,601233.5902,557034.1876,,130.093963
7/19/2014,,BP54#2,11,54,36,0.628318531,QURU,C,18.2,,3211,,601246.9375,557028.522,601255.8367,557034.9877,,124.326887
7/19/2014,,BP54#2,9,82,8,0.13962634,QURU,C,17.7,,3203,,601246.9375,557028.522,601255.8499,557029.7746,,115.0832529
7/19/2014,,BP54#2,13.5,131,-41,-0.715584993,QURU,C,17.7,,3182,,601246.9375,557028.522,601257.1261,557019.6652,,115.0832529
7/19/2014,,BP54#2,11,35,55,0.959931089,POGR,C,17.4,,3171,,601246.9375,557028.522,601253.2469,557037.5327,,114.056249
7/19/2014,Y,BP54#2,18,280,-190,-3.316125579,POGR,C,17.1,,3047,,601246.9375,557028.522,601229.211,557031.6477,,109.4890585
7/19/2014,Y,BP54#2,16.5,234,-144,-2.513274123,QURU,C,17.3,,3042,,601246.9375,557028.522,601233.5888,557018.8236,,108.0140212
7/19/2014,,BP54#2,9,350,-260,-4.537856055,POGR,C,17,,3222,,601246.9375,557028.522,601245.3747,557037.3853,,107.9904464
7/19/2014,,BP54#2,9.5,82,8,0.13962634,QURU,C,17.1,,3201,,601246.9375,557028.522,601256.3451,557029.8442,,104.5862243
7/19/2014,Y,BP54#2,14,20,70,1.221730476,POGR,C,16.7,,3217,,601246.9375,557028.522,601251.7258,557041.6777,,103.5656237
7/19/2014,Y,BP54#2,16,247,-157,-2.740166926,QURU,C,16.6,,3044,,601246.9375,557028.522,601232.2095,557022.2703,,96.323187
7/19/2014,,BP54#2,9,160,-70,-1.221730476,POGR,C,16,,3019,,601246.9375,557028.522,601250.0157,557020.0648,,93.65211642
7/19/2014,Y,BP54#2,16.5,82,8,0.13962634,QURU,C,16.2,,3194,,601246.9375,557028.522,601263.277,557030.8184,,90.02269566
7/19/2014,Y,BP54#2,18,87,3,0.052359878,POGR,C,15.7,,3192,,601246.9375,557028.522,601264.9129,557029.4641,,89.57802115
7/19/2014,,BP54#2,6,2,88,1.535889742,POGR,C,15.6,,3221,,601246.9375,557028.522,601247.1469,557034.5184,,88.24307678
7/19/2014,,BP54#2,11.5,98,-8,-0.13962634,POGR,C,15.2,,3189,,601246.9375,557028.522,601258.3256,557026.9215,,83.01804923
7/19/2014,,BP54#2,13,55,35,0.610865238,POGR,C,15,,3209,,601246.9375,557028.522,601257.5865,557035.9785,,80.47402092
7/19/2014,Y,BP54#2,17,135,-45,-0.785398163,POGR,C,14.8,,3010,,601246.9375,557028.522,601258.9583,557016.5012,,77.97536923
