Date,Outside Historic Plot,Plot,Distance (m),Azimuth,Unit Circle  (°),Unit Circle (radians),Species,Status,DBH (cm),Height (estimate),Tag #,Notes,Plot Center X,Plot Center Y,Tree X,Tree Y,Random Number,Biomass estimate (kg)
7/30/2014,,BP98#1,7.5,203,-113,-1.972222055,POGR,D,11.5,,2728,Quadrat 3,600974.599,"557,136.69",600971.6685,"557,129.79",,43.10267724
7/30/2014,,BP98#1,5.5,227,-137,-2.391101075,POGR,D,10.7,,2751,Quadrat 4,600964.599,"557,136.69",600960.5766,"557,132.94",,36.38500692
7/30/2014,,BP98#1,10.5,230,-140,-2.443460953,POGR,D,10.6,,575,Quadrat 1 (easternmost) ,600994.599,557136.6929,600986.5556,557129.9436,,35.5909994
7/30/2014,,BP98#1,9,189,-99,-1.727875959,POGR,C,9.9,,587,Quadrat 5,600954.599,"557,136.69",600953.1911,"557,127.80",,30.31238033
7/30/2014,,BP98#1,9.5,251,-161,-2.809980096,POGR,C,9.9,,589,Quadrat 6,600944.599,"557,136.69",600935.6166,"557,133.60",,30.31238033
7/30/2014,,BP98#1,5.5,251,-161,-2.809980096,POGR,D,9.9,,581,Quadrat 3,600974.599,"557,136.69",600969.3986,"557,134.90",,30.31238033
7/30/2014,,BP98#1,6.5,203,-113,-1.972222055,POGR,D,9.7,,3501,Quadrat 1 (easternmost) ,600994.599,557136.6929,600992.0593,557130.7096,,28.89300297
7/30/2014,,BP98#1,9.5,227,-137,-2.391101075,POGR,D,9.7,,2712,Quadrat 6,600944.599,"557,136.69",600937.6511,"557,130.21",,28.89300297
7/30/2014,,BP98#1,5,258,-168,-2.932153143,POGR,D,9.5,,588,Quadrat 5,600954.599,"557,136.69",600949.7083,"557,135.65",,27.51258446
7/30/2014,,BP98#1,7,186,-96,-1.675516082,POGR,D,9.4,,3502,Quadrat 1 (easternmost) ,600994.599,557136.6929,600993.8673,557129.7312,,26.83689651
7/30/2014,,BP98#1,2,223,-133,-2.321287905,QURU,C,10.3,,2730,Quadrat 2,600984.599,"557,136.69",600983.235,"557,135.23",,25.63809964
7/30/2014,,BP98#1,8.5,184,-94,-1.640609497,POGR,C,9.2,,585,Quadrat 5,600954.599,"557,136.69",600954.0061,"557,128.21",,25.5143846
7/30/2014,,BP98#1,7,206,-116,-2.024581932,POGR,D,9.2,,2711,Quadrat 4,600964.599,"557,136.69",600961.5304,"557,130.40",,25.5143846
7/30/2014,,BP98#1,4.5,260,-170,-2.967059728,POGR,C,9,,2729,Quadrat 3,600974.599,"557,136.69",600970.1674,"557,135.91",,24.23011692
7/30/2014,,BP98#1,6,242,-152,-2.652900463,POGR,D,9,,574,Quadrat 1 (easternmost) ,600994.599,557136.6929,600989.3013,557133.876,,24.23011692
7/30/2014,,BP98#1,10,230,-140,-2.443460953,POGR,D,8.8,,592,Quadrat 6,600944.599,"557,136.69",600936.9386,"557,130.26",,22.98380054
7/30/2014,,BP98#1,7.5,263,-173,-3.019419606,POGR,C,8.7,,2713,Quadrat 5,600954.599,"557,136.69",600947.1549,"557,135.78",,22.37478139
7/30/2014,,BP98#1,6.5,218,-128,-2.234021443,POGR,D,8.7,,579,Quadrat 2,600984.599,"557,136.69",600980.5972,"557,131.57",,22.37478139
7/30/2014,,BP98#1,4.5,260,-170,-2.967059728,POGR,D,8.7,,591,Quadrat 6,600944.599,"557,136.69",600940.1674,"557,135.91",,22.37478139
7/30/2014,,BP98#1,10.5,217,-127,-2.21656815,POGR,C,8.6,,582,Quadrat 3,600974.599,"557,136.69",600968.2799,"557,128.31",,21.77513829
7/30/2014,,BP98#1,4,240,-150,-2.617993878,POGR,C,8.6,,586,Quadrat 5,600954.599,"557,136.69",600951.1349,"557,134.69",,21.77513829
7/30/2014,,BP98#1,2.5,227,-137,-2.391101075,QURU,C,9.4,,576,Quadrat 2,600984.599,"557,136.69",600982.7706,"557,134.99",,19.89554596
7/30/2014,,BP98#1,9,182,-92,-1.605702912,POGR,C,8.2,,3503,Quadrat 1 (easternmost) ,600994.599,557136.6929,600994.2849,557127.6984,,19.46956514
7/30/2014,,BP98#1,11,236,-146,-2.548180708,POGR,C,8.2,,2710,Quadrat 5,600954.599,"557,136.69",600945.4796,"557,130.54",,19.46956514
7/30/2014,,BP98#1,9,224,-134,-2.338741198,ACRU,C,8.5,,583,Quadrat 6,600944.599,"557,136.69",600938.3471,"557,130.22",,11.9031684
7/30/2014,,BP98#2,11,257,-167,-2.914699851,POGR,D,14.5,,4250,Quadrat 7,"600,938.32","557,051.18","600,927.60","557,048.71",,74.31200733
7/30/2014,,BP98#2,6.5,268,-178,-3.106686069,POGR,D,13.7,,3148,Quadrat 5,"600,958.32","557,051.18","600,951.82","557,050.96",,65.03429696
7/30/2014,,BP98#2,4.5,254,-164,-2.862339973,POGR,D,12.9,,4273,Quadrat 6,"600,948.32","557,051.18","600,943.99","557,049.94",,56.45990751
7/30/2014,,BP98#2,11,250,-160,-2.792526803,POGR,C,11.5,,563,Quadrat 3,"600,978.32","557,051.18","600,967.98","557,047.42",,43.10267724
7/30/2014,,BP98#2,5,244,-154,-2.687807048,POGR,C,11.4,,4265,Quadrat 6,"600,948.32","557,051.18","600,943.83","557,048.99",,42.22712178
7/30/2014,,BP98#2,6,231,-141,-2.460914245,POGR,C,11.4,,4251,Quadrat 7,"600,938.32","557,051.18","600,933.66","557,047.41",,42.22712178
7/30/2014,,BP98#2,15,200,-110,-1.919862177,POGR,C,11.2,,569,Quadrat 4,"600,968.32","557,051.18","600,963.19","557,037.09",,40.50689654
7/30/2014,,BP98#2,14,194,-104,-1.815142422,POGR,C,11.2,,4256,Quadrat 6,"600,948.32","557,051.18","600,944.93","557,037.60",,40.50689654
7/30/2014,,BP98#2,4.5,209,-119,-2.07694181,POGR,C,11,,3142,Quadrat 7,"600,938.32","557,051.18","600,936.14","557,047.25",,38.82763985
7/30/2014,,BP98#2,2.5,233,-143,-2.49582083,POGR,C,10.9,,3144,Quadrat 7,"600,938.32","557,051.18","600,936.32","557,049.68",,38.00329439
7/30/2014,,BP98#2,5,215,-125,-2.181661565,POGR,D,10.9,,4299,Quadrat 3,"600,978.32","557,051.18","600,975.45","557,047.09",,38.00329439
7/30/2014,,BP98#2,9,220,-130,-2.268928028,POGR,C,10.6,,564,Quadrat 3,"600,978.32","557,051.18","600,972.53","557,044.29",,35.5909994
7/30/2014,,BP98#2,8,220,-130,-2.268928028,POGR,C,10.6,,4213,Quadrat 4,"600,968.32","557,051.18","600,963.18","557,045.06",,35.5909994
7/30/2014,,BP98#2,17.5,207,-117,-2.042035225,POGR,D,10.6,,578,Quadrat 1,"600,998.32","557,051.18","600,990.37","557,035.59",,35.5909994
7/30/2014,,BP98#2,12.5,195,-105,-1.832595715,POGR,D,10.6,,4286,Quadrat 4,"600,968.32","557,051.18","600,965.08","557,039.11",,35.5909994
7/30/2014,,BP98#2,18.5,184,-94,-1.640609497,POGR,D,10.6,,3135,Quadrat 7,"600,938.32","557,051.18","600,937.03","557,032.73",,35.5909994
7/30/2014,,BP98#2,14,220,-130,-2.268928028,POGR,C,10.5,,565,Quadrat 3,"600,978.32","557,051.18","600,969.32","557,040.46",,34.80703869
7/30/2014,,BP98#2,12.5,231,-141,-2.460914245,POGR,C,10.3,,4247,Quadrat 7,"600,938.32","557,051.18","600,928.61","557,043.32",,33.26912446
7/30/2014,,BP98#2,4,176,-86,-1.500983157,POGR,C,10.2,,4271,Quadrat 6,"600,948.32","557,051.18","600,948.60","557,047.19",,32.51510379
7/30/2014,,BP98#2,9.5,209,-119,-2.07694181,POGR,C,10.2,,4266,Quadrat 6,"600,948.32","557,051.18","600,943.71","557,042.88",,32.51510379
7/30/2014,,BP98#2,18.5,181,-91,-1.588249619,POGR,C,10.2,,4243,Quadrat 7,"600,938.32","557,051.18","600,938.00","557,032.69",,32.51510379
7/30/2014,,BP98#2,17.5,195,-105,-1.832595715,POGR,C,10.1,,523,Quadrat 6,"600,948.32","557,051.18","600,943.79","557,034.28",,31.77099566
7/30/2014,,BP98#2,7,230,-140,-2.443460953,POGR,C,10,,4292,Quadrat 4,"600,968.32","557,051.18","600,962.96","557,046.69",,31.03676594
7/30/2014,,BP98#2,5,198,-108,-1.884955592,POGR,C,10,,3141,Quadrat 7,"600,938.32","557,051.18","600,936.77","557,046.43",,31.03676594
7/30/2014,,BP98#2,6,243,-153,-2.670353756,POGR,C,10,,4252,Quadrat 7,"600,938.32","557,051.18","600,932.97","557,048.46",,31.03676594
7/30/2014,,BP98#2,11,190,-100,-1.745329252,QURU,C,10.9,,4288,Quadrat 4,"600,968.32","557,051.18","600,966.41","557,040.35",,29.99726926
7/30/2014,,BP98#2,9.5,215,-125,-2.181661565,POGR,C,9.8,,4291,Quadrat 4,"600,968.32","557,051.18","600,962.87","557,043.40",,29.59780426
7/30/2014,,BP98#2,11,223,-133,-2.321287905,POGR,C,9.8,,519,Quadrat 6,"600,948.32","557,051.18","600,940.82","557,043.14",,29.59780426
7/30/2014,,BP98#2,6,270,-180,-3.141592654,POGR,C,9.8,,4262,Quadrat 7,"600,938.32","557,051.18","600,932.32","557,051.18",,29.59780426
7/30/2014,,BP98#2,11,187,-97,-1.692969374,POGR,C,9.7,,4281,Quadrat 5,"600,958.32","557,051.18","600,956.98","557,040.27",,28.89300297
7/30/2014,,BP98#2,7.5,229,-139,-2.42600766,POGR,D,9.7,,516,Quadrat 6,"600,948.32","557,051.18","600,942.66","557,046.26",,28.89300297
7/30/2014,,BP98#2,18,205,-115,-2.00712864,POGR,C,9.5,,568,Quadrat 4,"600,968.32","557,051.18","600,960.71","557,034.87",,27.51258446
7/30/2014,,BP98#2,18.5,206,-116,-2.024581932,POGR,C,9.5,,4254,Quadrat 6,"600,948.32","557,051.18","600,940.21","557,034.56",,27.51258446
7/30/2014,,BP98#2,5,221,-131,-2.28638132,POGR,C,9.5,,4263,Quadrat 6,"600,948.32","557,051.18","600,945.04","557,047.41",,27.51258446
7/30/2014,,BP98#2,9.5,195,-105,-1.832595715,POGR,D,9.4,,3140,Quadrat 7,"600,938.32","557,051.18","600,935.86","557,042.01",,26.83689651
7/30/2014,,BP98#2,10,198,-108,-1.884955592,POGR,C,9.3,,4249,Quadrat 7,"600,938.32","557,051.18","600,935.23","557,041.67",,26.17084188
7/30/2014,,BP98#2,9.5,180,-90,-1.570796327,POGR,C,9.2,,4290,Quadrat 4,"600,968.32","557,051.18","600,968.32","557,041.68",,25.5143846
7/30/2014,,BP98#2,10,200,-110,-1.919862177,POGR,C,9.2,,4289,Quadrat 4,"600,968.32","557,051.18","600,964.90","557,041.79",,25.5143846
7/30/2014,,BP98#2,15,182,-92,-1.605702912,POGR,C,9.2,,4279,Quadrat 5,"600,958.32","557,051.18","600,957.80","557,036.19",,25.5143846
7/30/2014,,BP98#2,7.5,196,-106,-1.850049007,POGR,C,9.2,,4269,Quadrat 6,"600,948.32","557,051.18","600,946.25","557,043.98",,25.5143846
7/30/2014,,BP98#2,12,228,-138,-2.408554368,POGR,C,9.2,,520,Quadrat 6,"600,948.32","557,051.18","600,939.40","557,043.16",,25.5143846
7/30/2014,,BP98#2,14,219,-129,-2.251474735,QURU,C,10.2,,557,Quadrat 2,"600,988.32","557,051.18","600,979.51","557,040.30",,24.95369074
7/30/2014,,BP98#2,17,186,-96,-1.675516082,POGR,C,9.1,,4278,Quadrat 5,"600,958.32","557,051.18","600,956.54","557,034.28",,24.86748844
7/30/2014,,BP98#2,9,214,-124,-2.164208272,POGR,C,9.1,,4268,Quadrat 6,"600,948.32","557,051.18","600,943.29","557,043.72",,24.86748844
7/30/2014,,BP98#2,6.5,216,-126,-2.199114858,POGR,C,9.1,,4270,Quadrat 6,"600,948.32","557,051.18","600,944.50","557,045.93",,24.86748844
7/30/2014,,BP98#2,13.5,205,-115,-2.00712864,POGR,C,9,,553,Quadrat 1,"600,998.32","557,051.18","600,992.61","557,038.95",,24.23011692
7/30/2014,,BP98#2,8,240,-150,-2.617993878,POGR,C,9,,552,Quadrat 1,"600,998.32","557,051.18","600,991.39","557,047.18",,24.23011692
7/30/2014,,BP98#2,8,210,-120,-2.094395102,POGR,C,9,,4294,Quadrat 3,"600,978.32","557,051.18","600,974.32","557,044.26",,24.23011692
7/30/2014,,BP98#2,10,226,-136,-2.373647783,POGR,C,9,,3147,Quadrat 5,"600,958.32","557,051.18","600,951.13","557,044.24",,24.23011692
7/30/2014,,BP98#2,17,211,-121,-2.111848395,POGR,C,9,,522,Quadrat 6,"600,948.32","557,051.18","600,939.56","557,036.61",,24.23011692
7/30/2014,,BP98#2,11,231,-141,-2.460914245,POGR,C,9,,514,Quadrat 6,"600,948.32","557,051.18","600,939.77","557,044.26",,24.23011692
7/30/2014,,BP98#2,8.5,233,-143,-2.49582083,POGR,C,9,,515,Quadrat 6,"600,948.32","557,051.18","600,941.53","557,046.07",,24.23011692
7/30/2014,,BP98#2,18,186,-96,-1.675516082,POGR,D,9,,3134,Quadrat 7,"600,938.32","557,051.18","600,936.44","557,033.28",,24.23011692
7/30/2014,,BP98#2,4.5,270,-180,-3.141592654,QURU,C,10,,4300,Quadrat 3,"600,978.32","557,051.18","600,973.82","557,051.18",,23.62017289
7/30/2014,,BP98#2,16.5,212,-122,-2.129301687,POGR,C,8.9,,590,Quadrat 1,"600,998.32","557,051.18","600,989.57","557,037.19",,23.60223329
7/30/2014,,BP98#2,13,180,-90,-1.570796327,POGR,C,8.9,,4285,Quadrat 4,"600,968.32","557,051.18","600,968.32","557,038.18",,23.60223329
7/30/2014,,BP98#2,9,213,-123,-2.14675498,POGR,C,8.9,,518,Quadrat 6,"600,948.32","557,051.18","600,943.42","557,043.64",,23.60223329
7/30/2014,,BP98#2,21.5,203,-113,-1.972222055,POGR,D,8.9,,3145,Quadrat 5,"600,958.32","557,051.18","600,949.92","557,031.39",,23.60223329
7/30/2014,,BP98#2,15.5,209,-119,-2.07694181,POGR,C,8.8,,580,Quadrat 1,"600,998.32","557,051.18","600,990.80","557,037.63",,22.98380054
7/30/2014,,BP98#2,10,260,-170,-2.967059728,POGR,C,8.8,,562,Quadrat 3,"600,978.32","557,051.18","600,968.47","557,049.45",,22.98380054
7/30/2014,,BP98#2,17,189,-99,-1.727875959,POGR,C,8.8,,4277,Quadrat 5,"600,958.32","557,051.18","600,955.66","557,034.39",,22.98380054
7/30/2014,,BP98#2,12.5,195,-105,-1.832595715,POGR,C,8.8,,4259,Quadrat 6,"600,948.32","557,051.18","600,945.08","557,039.11",,22.98380054
7/30/2014,,BP98#2,10,206,-116,-2.024581932,POGR,C,8.8,,3139,Quadrat 7,"600,938.32","557,051.18","600,933.94","557,042.20",,22.98380054
7/30/2014,,BP98#2,16,208,-118,-2.059488517,POGR,C,8.8,,4245,Quadrat 7,"600,938.32","557,051.18","600,930.81","557,037.06",,22.98380054
7/30/2014,,BP98#2,10,260,-170,-2.967059728,POGR,C,8.7,,559,Quadrat 4,"600,968.32","557,051.18","600,958.47","557,049.45",,22.37478139
7/30/2014,,BP98#2,9.5,190,-100,-1.745329252,POGR,D,8.7,,524,Quadrat 2,"600,988.32","557,051.18","600,986.67","557,041.83",,22.37478139
7/30/2014,,BP98#2,1.5,246,-156,-2.722713633,POGR,D,8.7,,4275,Quadrat 6,"600,948.32","557,051.18","600,946.95","557,050.57",,22.37478139
7/30/2014,,BP98#2,12.5,211,-121,-2.111848395,POGR,C,8.6,,584,Quadrat 1,"600,998.32","557,051.18","600,991.88","557,040.47",,21.77513829
7/30/2014,,BP98#2,20,210,-120,-2.094395102,POGR,C,8.6,,566,Quadrat 4,"600,968.32","557,051.18","600,958.32","557,033.86",,21.77513829
7/30/2014,,BP98#2,10,240,-150,-2.617993878,POGR,C,8.6,,572,Quadrat 4,"600,968.32","557,051.18","600,959.66","557,046.18",,21.77513829
7/30/2014,,BP98#2,2,175,-85,-1.483529864,POGR,C,8.6,,4264,Quadrat 6,"600,948.32","557,051.18","600,948.49","557,049.19",,21.77513829
7/30/2014,,BP98#2,10,221,-131,-2.28638132,POGR,C,8.6,,517,Quadrat 6,"600,948.32","557,051.18","600,941.76","557,043.64",,21.77513829
7/30/2014,,BP98#2,7,252,-162,-2.827433388,POGR,C,8.6,,551,Quadrat 6,"600,948.32","557,051.18","600,941.66","557,049.02",,21.77513829
7/30/2014,,BP98#2,10.5,219,-129,-2.251474735,QURU,D,9.7,,3146,Quadrat 5,"600,958.32","557,051.18","600,951.71","557,043.02",,21.70679975
7/30/2014,,BP98#2,8,251,-161,-2.809980096,POGR,C,8.5,,561,Quadrat 2,"600,988.32","557,051.18","600,980.76","557,048.58",,21.18483339
7/30/2014,,BP98#2,19.5,210,-120,-2.094395102,POGR,C,8.5,,567,Quadrat 4,"600,968.32","557,051.18","600,958.57","557,034.30",,21.18483339
7/30/2014,,BP98#2,12,199,-109,-1.902408885,POGR,C,8.5,,4280,Quadrat 5,"600,958.32","557,051.18","600,954.41","557,039.84",,21.18483339
7/30/2014,,BP98#2,13.5,181,-91,-1.588249619,POGR,C,8.5,,4257,Quadrat 6,"600,948.32","557,051.18","600,948.08","557,037.69",,21.18483339
7/30/2014,,BP98#2,14.5,216,-126,-2.199114858,QURU,C,9.6,,558,Quadrat 2,"600,988.32","557,051.18","600,979.80","557,039.45",,21.09182259
7/30/2014,,BP98#2,20,203,-113,-1.972222055,POGR,C,8.4,,554,Quadrat 2,"600,988.32","557,051.18","600,980.51","557,032.77",,20.60382856
7/30/2014,,BP98#2,6,247,-157,-2.740166926,POGR,C,8.4,,560,Quadrat 2,"600,988.32","557,051.18","600,982.80","557,048.84",,20.60382856
7/30/2014,,BP98#2,7.5,190,-100,-1.745329252,POGR,C,8.4,,4298,Quadrat 3,"600,978.32","557,051.18","600,977.02","557,043.80",,20.60382856
7/30/2014,,BP98#2,7.5,195,-105,-1.832595715,POGR,C,8.4,,4295,Quadrat 3,"600,978.32","557,051.18","600,976.38","557,043.94",,20.60382856
7/30/2014,,BP98#2,15.5,184,-94,-1.640609497,POGR,C,8.4,,4255,Quadrat 6,"600,948.32","557,051.18","600,947.24","557,035.72",,20.60382856
7/30/2014,,BP98#2,12,200,-110,-1.919862177,POGR,C,8.4,,4260,Quadrat 6,"600,948.32","557,051.18","600,944.22","557,039.91",,20.60382856
7/30/2014,,BP98#2,19,208,-118,-2.059488517,POGR,C,8.4,,4244,Quadrat 7,"600,938.32","557,051.18","600,929.40","557,034.41",,20.60382856
7/30/2014,,BP98#2,10,226,-136,-2.373647783,POGR,C,8.4,,4246,Quadrat 7,"600,938.32","557,051.18","600,931.13","557,044.24",,20.60382856
7/30/2014,,BP98#2,18,207,-117,-2.042035225,POGR,C,8.3,,577,Quadrat 1,"600,998.32","557,051.18","600,990.15","557,035.15",,20.03208538
7/30/2014,,BP98#2,8,245,-155,-2.705260341,POGR,C,8.3,,550,Quadrat 1,"600,998.32","557,051.18","600,991.07","557,047.80",,20.03208538
7/30/2014,,BP98#2,13,194,-104,-1.815142422,POGR,C,8.3,,527,Quadrat 2,"600,988.32","557,051.18","600,985.18","557,038.57",,20.03208538
7/30/2014,,BP98#2,11,199,-109,-1.902408885,POGR,C,8.3,,528,Quadrat 2,"600,988.32","557,051.18","600,984.74","557,040.78",,20.03208538
7/30/2014,,BP98#2,17,210,-120,-2.094395102,POGR,C,8.3,,555,Quadrat 2,"600,988.32","557,051.18","600,979.82","557,036.46",,20.03208538
7/30/2014,,BP98#2,11,181,-91,-1.588249619,POGR,C,8.3,,4283,Quadrat 5,"600,958.32","557,051.18","600,958.13","557,040.19",,20.03208538
7/30/2014,,BP98#2,5.5,241,-151,-2.635447171,POGR,C,8.3,,3143,Quadrat 7,"600,938.32","557,051.18","600,933.51","557,048.52",,20.03208538
7/30/2014,,BP98#2,2,200,-110,-1.919862177,POGR,D,8.3,,525,Quadrat 2,"600,988.32","557,051.18","600,987.64","557,049.31",,20.03208538
7/30/2014,,BP98#2,11.5,201,-111,-1.93731547,POGR,D,8.3,,3138,Quadrat 7,"600,938.32","557,051.18","600,934.20","557,040.45",,20.03208538
7/30/2014,,BP98#2,14,225,-135,-2.35619449,POGR,C,8.2,,571,Quadrat 4,"600,968.32","557,051.18","600,958.42","557,041.29",,19.46956514
7/30/2014,,BP98#2,9,245,-155,-2.705260341,POGR,C,8.2,,573,Quadrat 4,"600,968.32","557,051.18","600,960.16","557,047.38",,19.46956514
7/30/2014,,BP98#2,9,182,-92,-1.605702912,POGR,C,8.2,,4267,Quadrat 6,"600,948.32","557,051.18","600,948.01","557,042.19",,19.46956514
7/30/2014,,BP98#2,11,191,-101,-1.762782545,POGR,C,8.2,,4261,Quadrat 6,"600,948.32","557,051.18","600,946.22","557,040.39",,19.46956514
7/30/2014,,BP98#2,13.5,211,-121,-2.111848395,POGR,C,8.2,,521,Quadrat 6,"600,948.32","557,051.18","600,941.37","557,039.61",,19.46956514
7/30/2014,,BP98#2,9,250,-160,-2.792526803,POGR,C,8.2,,512,Quadrat 6,"600,948.32","557,051.18","600,939.86","557,048.11",,19.46956514
7/30/2014,,BP98#2,20.5,200,-110,-1.919862177,POGR,C,8.2,,4253,Quadrat 7,"600,938.32","557,051.18","600,931.31","557,031.92",,19.46956514
7/30/2014,,BP98#2,10.5,231,-141,-2.460914245,POGR,C,8.2,,4248,Quadrat 7,"600,938.32","557,051.18","600,930.16","557,044.58",,19.46956514
7/30/2014,,BP98#2,16.5,216,-126,-2.199114858,POGR,C,8.1,,593,Quadrat 1,"600,998.32","557,051.18","600,988.62","557,037.84",,18.9162288
7/30/2014,,BP98#2,12,192,-102,-1.780235837,POGR,C,8.1,,526,Quadrat 2,"600,988.32","557,051.18","600,985.83","557,039.45",,18.9162288
7/30/2014,,BP98#2,17,193,-103,-1.79768913,POGR,C,8.1,,4276,Quadrat 5,"600,958.32","557,051.18","600,954.50","557,034.62",,18.9162288
7/30/2014,,BP98#2,6,181,-91,-1.588249619,POGR,C,8.1,,4282,Quadrat 5 unhealthy--don't band,"600,958.32","557,051.18","600,958.22","557,045.19",,18.9162288
7/30/2014,,BP98#2,13.5,181,-91,-1.588249619,POGR,C,8.1,,4258,Quadrat 6,"600,948.32","557,051.18","600,948.08","557,037.69",,18.9162288
7/30/2014,,BP98#2,5,181,-91,-1.588249619,POGR,C,8.1,,4272,Quadrat 6,"600,948.32","557,051.18","600,948.23","557,046.19",,18.9162288
7/30/2014,,BP98#2,12.5,188,-98,-1.710422667,POGR,C,8.1,,3137,Quadrat 7,"600,938.32","557,051.18","600,936.58","557,038.81",,18.9162288
7/30/2014,,BP98#2,15.5,185,-95,-1.658062789,POGR,C,8,,549,Quadrat 3,"600,978.32","557,051.18","600,976.97","557,035.74",,18.37203705
7/30/2014,,BP98#2,21,180,-90,-1.570796327,POGR,C,8,,4284,Quadrat 4,"600,968.32","557,051.18","600,968.32","557,030.18",,18.37203705
7/30/2014,,BP98#2,9.5,245,-155,-2.705260341,POGR,C,8,,513,Quadrat 6,"600,948.32","557,051.18","600,939.71","557,047.17",,18.37203705
7/30/2014,,BP98#2,12.5,188,-98,-1.710422667,POGR,C,8,,3136,Quadrat 7,"600,938.32","557,051.18","600,936.58","557,038.81",,18.37203705
7/30/2014,,BP98#2,7,215,-125,-2.181661565,QURU,C,9,,4297,Quadrat 3,"600,978.32","557,051.18","600,974.30","557,045.45",,17.63515364
7/30/2014,,BP98#2,11.5,190,-100,-1.745329252,QURU,C,8.9,,4287,Quadrat 4,"600,968.32","557,051.18","600,966.32","557,039.86",,17.0970553
7/30/2014,,BP98#2,10,250,-160,-2.792526803,POTR,C,8.5,,570,Quadrat 4,"600,968.32","557,051.18","600,958.92","557,047.76",,16.16016707
7/30/2014,,BP98#2,14.5,216,-126,-2.199114858,QURU,C,8.5,,556,Quadrat 2,"600,988.32","557,051.18","600,979.80","557,039.45",,15.04989676
7/30/2014,,BP98#2,7,220,-130,-2.268928028,QURU,C,8.5,,4296,Quadrat 3,"600,978.32","557,051.18","600,973.82","557,045.82",,15.04989676
7/28/2014,,BS40E,12.5,150,-60,-1.047197551,PIRE,C,53,,1934,,603520.0525,556522.2025,603526.3025,556511.3772,,1191.685721
7/28/2014,,BS40E,10,32,58,1.012290966,PIRE,C,50,,1965,,603520.0525,556522.2025,603525.3517,556530.683,,1028.594461
7/28/2014,,BS40E,11.5,156,-66,-1.151917306,PIRE,C,50,,1948,,603520.0525,556522.2025,603524.73,556511.6967,,1028.594461
7/28/2014,,BS40E,11,0,90,1.570796327,PIRE,C,48.1,,1959,,603520.0525,556522.2025,603520.0525,556533.2025,,932.7124591
7/28/2014,,BS40E,5,297,-207,-3.612831552,POGR,C,41.7,,1929,,603520.0525,556522.2025,603515.5975,556524.4724,,889.3488812
7/28/2014,,BS40E,9.5,182,-92,-1.605702912,PIRE,C,47,,1944,,603520.0525,556522.2025,603519.721,556512.7083,,879.7727655
7/28/2014,,BS40E,4.5,58,32,0.558505361,PIRE,C,46,,1970,,603520.0525,556522.2025,603523.8687,556524.5871,,833.2579683
7/28/2014,,BS40E,18,273,-183,-3.193952531,PIRE,C,45.5,,1924,,603520.0525,556522.2025,603502.0772,556523.1445,,810.5707536
7/28/2014,,BS40E,7.5,185,-95,-1.658062789,PIRE,C,44.5,,1936,,603520.0525,556522.2025,603519.3989,556514.731,,766.3258223
7/28/2014,,BS40E,9.5,299,-209,-3.647738137,PIRE,C,44.4,,1928,,603520.0525,556522.2025,603511.7436,556526.8082,,761.9836454
7/28/2014,,BS40E,8.5,40,50,0.872664626,PIRE,C,44,,1964,,603520.0525,556522.2025,603525.5162,556528.7139,,744.7637233
7/28/2014,,BS40E,15.5,220,-130,-2.268928028,PIRE,C,43,,1942,,603520.0525,556522.2025,603510.0893,556510.3288,,702.7492152
7/28/2014,,BS40E,10.5,316,-226,-3.94444411,PIRE,C,42.8,,1950,,603520.0525,556522.2025,603512.7586,556529.7556,,694.5226536
7/28/2014,,BS40E,6.5,92,-2,-0.034906585,POGR,C,36,,1968,,603520.0525,556522.2025,603526.5486,556521.9756,,629.616466
7/28/2014,,BS40E,6,19,71,1.239183769,PIRE,C,41,,1963,,603520.0525,556522.2025,603522.0059,556527.8756,,623.0963532
5/13/2015,,BS40E,8.5,60,30,0.523598776,POGR,C,31.3,,4354,,603520.0525,556522.2025,603527.4137,556526.4525,,453.2173691
7/28/2014,,BS40E,16,102,-12,-0.20943951,ACRU,C,31,,1973,,603520.0525,556522.2025,603535.7029,556518.8759,,433.2510139
7/28/2014,,BS40E,12,8,82,1.431169987,PIRE,C,35.5,,1987,,603520.0525,556522.2025,603521.7226,556534.0857,,433.0644341
7/28/2014,,BS40E,10,259,-169,-2.949606436,POGR,C,29.9,,1927,,603520.0525,556522.2025,603510.2363,556520.2944,,407.0133173
7/28/2014,,BS40E,11.5,335,-245,-4.276056667,BEPA,O,28.1,,1956,,603520.0525,556522.2025,603515.1924,556532.625,,389.9501807
7/28/2014,,BS40E,9.5,108,-18,-0.314159265,POGR,C,29,,1962,,603520.0525,556522.2025,603529.0876,556519.2668,,378.8081171
7/28/2014,,BS40E,16,273,-183,-3.193952531,BEPA,O,27.5,,1925,,603520.0525,556522.2025,603504.0745,556523.0399,,366.775412
7/28/2014,,BS40E,17,358,-268,-4.677482395,POGR,C,28,,1957,,603520.0525,556522.2025,603519.4592,556539.1921,,348.8256427
7/28/2014,,BS40E,12,130,-40,-0.698131701,PIRE,C,32.5,,1945,,603520.0525,556522.2025,603529.2451,556514.489,,346.4980041
7/28/2014,,BS40E,9,28,62,1.082104136,PIRE,C,31,,1961,,603520.0525,556522.2025,603524.2778,556530.149,,307.5155705
7/28/2014,,BS40E,4.5,129,-39,-0.680678408,PIRE,C,30.5,,1986,,603520.0525,556522.2025,603523.5497,556519.3705,,295.1414988
