Sort,Plot,Outside_historic_plot,Measure_year,Date,Origin_year,Stand_year,Common_name,Species_code,Old_tag,LTREB_tag,DBH_cm,As_class,AGB_kg,Height_stem,Height_dead,Distance,Azimuth,Status,Notes
5264,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,323,NA,12.7,NA,32.3,NA,NA,NA,NA,NA,NA
5265,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,97,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5266,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,138,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5267,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,153,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5268,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,160,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5269,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,298,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5270,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,336,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5271,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,105,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5272,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,108,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5273,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,190,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5274,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,209,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5275,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,273,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5276,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,289,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5277,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,313,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5278,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,323,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5279,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,404,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5280,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,189,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5281,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,196,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5282,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,216,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5283,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,229,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5284,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,245,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5285,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,323,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5286,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,216,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5287,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,323,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5288,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,41,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5289,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,323,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5290,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,216,NA,13,NA,33.9,NA,NA,NA,NA,NA,NA
5291,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,69,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5292,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,83,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5293,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,257,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5294,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,280,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5295,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,311,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5296,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,337,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5297,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,65,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5298,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,222,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5299,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,368,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5300,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,382,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5301,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,31,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5302,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,162,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5303,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,231,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5304,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,135,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5305,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,188,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5306,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,196,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5307,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,230,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5308,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,245,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5309,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,256,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5310,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,275,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5311,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,37,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5312,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,216,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5313,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,304,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5314,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,56,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5315,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,216,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5316,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,245,NA,13.2,NA,35.6,NA,NA,NA,NA,NA,NA
5317,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,28,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5318,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,157,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5319,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,198,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5320,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,218,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5321,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,307,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5322,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,49,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5323,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,54,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5324,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,153,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5325,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,298,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5326,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,388,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5327,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,405,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5328,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,298,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5329,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,313,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5330,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,380,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5331,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,162,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5332,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,229,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5333,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,231,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5334,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,298,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5335,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,313,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5336,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,82,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5337,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,162,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5338,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,196,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5339,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,229,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5340,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,245,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5341,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,57,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5342,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,155,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5343,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,245,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5344,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,298,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5345,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,57,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5346,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,217,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5347,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,298,NA,13.5,NA,37.4,NA,NA,NA,NA,NA,NA
5348,BS42B,NA,2011,NA,1890,121,Pinus resinosa,PIRE,229,NA,13.6,NA,38.4,NA,NA,NA,NA,NA,NA
5349,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,106,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5350,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,206,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5351,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,212,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5352,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,221,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5353,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,290,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5354,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,399,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5355,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,410,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5356,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,5,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5357,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,48,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5358,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,64,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5359,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,270,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5360,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,273,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5361,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,368,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5362,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,231,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5363,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,256,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5364,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,275,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5365,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,298,NA,13.7,NA,39.2,NA,NA,NA,NA,NA,NA
5366,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,113,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5367,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,227,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5368,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,326,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5369,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,384,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5370,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,76,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5371,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,138,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5372,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,339,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5373,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,417,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5374,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,27,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5375,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,29,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5376,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,65,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5377,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,278,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5378,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,289,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5379,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,359,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5380,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,273,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5381,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,289,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5382,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,368,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5383,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,135,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5384,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,188,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5385,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,230,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5386,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,273,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5387,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,313,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5388,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,368,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5389,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,229,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5390,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,273,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5391,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,366,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5392,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,229,NA,14,NA,41.1,NA,NA,NA,NA,NA,NA
5393,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,144,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5394,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,11,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5395,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,68,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5396,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,159,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5397,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,227,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5398,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,280,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5399,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,54,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5400,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,75,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5401,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,105,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5402,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,190,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5403,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,211,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5404,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,382,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5405,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,404,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5406,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,54,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5407,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,64,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5408,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,65,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5409,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,189,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5410,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,380,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5411,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,54,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5412,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,289,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5413,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,368,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5414,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,41,NA,14.2,NA,43,NA,NA,NA,NA,NA,NA
5415,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,226,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5416,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,265,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5417,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,349,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5418,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,413,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5419,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,17,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5420,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,20,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5421,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,23,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5422,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,69,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5423,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,144,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5424,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,212,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5425,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,224,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5426,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,311,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5427,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,336,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5428,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,337,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5429,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,49,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5430,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,108,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5431,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,209,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5432,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,222,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5433,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,338,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5434,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,388,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5435,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,359,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5436,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,404,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5437,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,64,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5438,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,65,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5439,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,380,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5440,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,41,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5441,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,54,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5442,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,204,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5443,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,341,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5444,BS42B,NA,1980,NA,1890,90,Pinus resinosa,PIRE,406,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5445,BS42B,NA,1999,NA,1890,109,Pinus resinosa,PIRE,308,NA,14.5,NA,44.9,NA,NA,NA,NA,NA,NA
5446,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,47,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5447,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,52,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5448,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,173,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5449,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,243,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5450,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,308,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5451,BS42B,NA,1942,NA,1890,52,Pinus resinosa,PIRE,406,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5452,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,83,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5453,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,97,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5454,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,206,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5455,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,307,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5456,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,384,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5457,BS42B,NA,1947,NA,1890,57,Pinus resinosa,PIRE,406,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5458,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,46,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5459,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,48,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5460,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,64,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5461,BS42B,NA,1953,NA,1890,63,Pinus resinosa,PIRE,405,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5462,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,31,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5463,BS42B,NA,1957,NA,1890,67,Pinus resinosa,PIRE,270,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
5464,BS42B,NA,1962,NA,1890,72,Pinus resinosa,PIRE,404,NA,14.7,NA,47,NA,NA,NA,NA,NA,NA
