Sort,Plot,Outside_historic_plot,Measure_year,Date,Origin_year,Stand_year,Common_name,Species_code,Old_tag,LTREB_tag,DBH_cm,As_class,AGB_kg,Height_stem,Height_dead,Distance,Azimuth,Status,Notes
23711,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,4.3,NA,1.8,NA,NA,NA,NA,NA,NA
23712,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,3.8,NA,1.3,NA,NA,NA,NA,NA,NA
23713,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,4.8,NA,2.5,NA,NA,NA,NA,NA,NA
23714,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,3.6,NA,1.1,NA,NA,NA,NA,NA,NA
23715,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,3.3,NA,0.9,NA,NA,NA,NA,NA,NA
23716,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,6.6,NA,5.9,NA,NA,NA,NA,NA,NA
23717,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23718,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,2.5,NA,0.4,NA,NA,NA,NA,NA,NA
23719,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,6.4,NA,5.3,NA,NA,NA,NA,NA,NA
23720,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,4.8,NA,2.5,NA,NA,NA,NA,NA,NA
23721,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,5.8,NA,4.2,NA,NA,NA,NA,NA,NA
23722,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,3.8,NA,1.3,NA,NA,NA,NA,NA,NA
23723,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,3.8,NA,1.3,NA,NA,NA,NA,NA,NA
23724,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,1.3,NA,0.1,NA,NA,NA,NA,NA,NA
23725,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,5.6,NA,3.7,NA,NA,NA,NA,NA,NA
23726,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,7.4,NA,8,NA,NA,NA,NA,NA,NA
23727,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,4.1,NA,1.5,NA,NA,NA,NA,NA,NA
23728,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,5.3,NA,3.3,NA,NA,NA,NA,NA,NA
23729,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,2.5,NA,0.4,NA,NA,NA,NA,NA,NA
23730,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,3.8,NA,1.3,NA,NA,NA,NA,NA,NA
23731,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,6.9,NA,6.6,NA,NA,NA,NA,NA,NA
23732,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,7.6,NA,8.8,NA,NA,NA,NA,NA,NA
23733,AC103,NA,1973,NA,1910,63,Acer rubrum,ACRU,None,None,3.8,NA,1.3,NA,NA,NA,NA,NA,NA
23734,AC103,NA,1973,NA,1910,63,Pinus resinosa,PIRE,None,None,2.5,NA,0.6,NA,NA,NA,NA,NA,NA
23735,AC103,NA,1973,NA,1910,63,Pinus strobus,PIST,None,None,2.5,NA,0.4,NA,NA,NA,NA,NA,NA
23736,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,23.9,NA,239.9,NA,NA,NA,NA,NA,NA
23737,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,28.4,NA,362.1,NA,NA,NA,NA,NA,NA
23738,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,18.3,NA,128.2,NA,NA,NA,NA,NA,NA
23739,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,17.3,NA,112.1,NA,NA,NA,NA,NA,NA
23740,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,18.8,NA,136.7,NA,NA,NA,NA,NA,NA
23741,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,25.4,NA,277.4,NA,NA,NA,NA,NA,NA
23742,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,17,NA,108.3,NA,NA,NA,NA,NA,NA
23743,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,21.6,NA,189.4,NA,NA,NA,NA,NA,NA
23744,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,31,NA,442.7,NA,NA,NA,NA,NA,NA
23745,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,24.1,NA,245.9,NA,NA,NA,NA,NA,NA
23746,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,19.8,NA,154.7,NA,NA,NA,NA,NA,NA
23747,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
23748,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,27.4,NA,332.4,NA,NA,NA,NA,NA,NA
23749,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,21.1,NA,179.1,NA,NA,NA,NA,NA,NA
23750,AC103,NA,1979,NA,1910,69,Populus grandidentata,POGR,None,None,21.1,NA,179.1,NA,NA,NA,NA,NA,NA
23751,AC103,NA,1979,NA,1910,69,Quercus rubra,QURU,None,None,27.4,NA,387.9,NA,NA,NA,NA,NA,NA
23752,AC103,NA,1979,NA,1910,69,Quercus rubra,QURU,None,None,25.1,NA,304.7,NA,NA,NA,NA,NA,NA
23753,AC103,NA,1979,NA,1910,69,Quercus rubra,QURU,None,None,33,NA,648.7,NA,NA,NA,NA,NA,NA
23754,AC103,NA,1979,NA,1910,69,Quercus rubra,QURU,None,None,16,NA,87,NA,NA,NA,NA,NA,NA
23755,AC103,NA,1979,NA,1910,69,Quercus rubra,QURU,None,None,20.1,NA,163,NA,NA,NA,NA,NA,NA
23756,AC103,NA,1979,NA,1910,69,Quercus rubra,QURU,None,None,23.4,NA,248.7,NA,NA,NA,NA,NA,NA
23757,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23758,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.3,NA,1.8,NA,NA,NA,NA,NA,NA
23759,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.9,NA,6.6,NA,NA,NA,NA,NA,NA
23760,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,8.1,NA,10.5,NA,NA,NA,NA,NA,NA
23761,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23762,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.4,NA,5.3,NA,NA,NA,NA,NA,NA
23763,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.6,NA,3.7,NA,NA,NA,NA,NA,NA
23764,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.3,NA,1.8,NA,NA,NA,NA,NA,NA
23765,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,10.4,NA,20.9,NA,NA,NA,NA,NA,NA
23766,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,12.2,NA,32.4,NA,NA,NA,NA,NA,NA
23767,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.4,NA,5.3,NA,NA,NA,NA,NA,NA
23768,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.3,NA,3.3,NA,NA,NA,NA,NA,NA
23769,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,7.6,NA,8.8,NA,NA,NA,NA,NA,NA
23770,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23771,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,1.3,NA,0.1,NA,NA,NA,NA,NA,NA
23772,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,3.3,NA,0.9,NA,NA,NA,NA,NA,NA
23773,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,3.3,NA,0.9,NA,NA,NA,NA,NA,NA
23774,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,1.5,NA,0.1,NA,NA,NA,NA,NA,NA
23775,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23776,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.6,NA,5.9,NA,NA,NA,NA,NA,NA
23777,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.1,NA,2.8,NA,NA,NA,NA,NA,NA
23778,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,2.5,NA,0.4,NA,NA,NA,NA,NA,NA
23779,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,2.5,NA,0.4,NA,NA,NA,NA,NA,NA
23780,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.1,NA,1.5,NA,NA,NA,NA,NA,NA
23781,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,8.1,NA,10.5,NA,NA,NA,NA,NA,NA
23782,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,2,NA,0.2,NA,NA,NA,NA,NA,NA
23783,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.4,NA,5.3,NA,NA,NA,NA,NA,NA
23784,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.6,NA,5.9,NA,NA,NA,NA,NA,NA
23785,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,3.6,NA,1.1,NA,NA,NA,NA,NA,NA
23786,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.1,NA,1.5,NA,NA,NA,NA,NA,NA
23787,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,6.9,NA,6.6,NA,NA,NA,NA,NA,NA
23788,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.6,NA,3.7,NA,NA,NA,NA,NA,NA
23789,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.8,NA,4.2,NA,NA,NA,NA,NA,NA
23790,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,3.6,NA,1.1,NA,NA,NA,NA,NA,NA
23791,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,3.6,NA,1.1,NA,NA,NA,NA,NA,NA
23792,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,7.1,NA,7.3,NA,NA,NA,NA,NA,NA
23793,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,8.9,NA,13.5,NA,NA,NA,NA,NA,NA
23794,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.6,NA,3.7,NA,NA,NA,NA,NA,NA
23795,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,1.3,NA,0.1,NA,NA,NA,NA,NA,NA
23796,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.6,NA,2.1,NA,NA,NA,NA,NA,NA
23797,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.6,NA,3.7,NA,NA,NA,NA,NA,NA
23798,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,1.3,NA,0.1,NA,NA,NA,NA,NA,NA
23799,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.3,NA,1.8,NA,NA,NA,NA,NA,NA
23800,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,7.9,NA,9.6,NA,NA,NA,NA,NA,NA
23801,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,3.3,NA,0.9,NA,NA,NA,NA,NA,NA
23802,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,5.3,NA,3.3,NA,NA,NA,NA,NA,NA
23803,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.6,NA,2.1,NA,NA,NA,NA,NA,NA
23804,AC103,NA,1979,NA,1910,69,Acer rubrum,ACRU,None,None,4.1,NA,1.5,NA,NA,NA,NA,NA,NA
23805,AC103,NA,1979,NA,1910,69,Pinus resinosa,PIRE,None,None,4.1,NA,1.8,NA,NA,NA,NA,NA,NA
23806,AC103,NA,1979,NA,1910,69,Pinus strobus,PIST,None,None,4.3,NA,1.8,NA,NA,NA,NA,NA,NA
23807,AC103,NA,1979,NA,1910,69,Pinus strobus,PIST,None,None,2,NA,0.3,NA,NA,NA,NA,NA,NA
23808,AC103,NA,1979,NA,1910,69,Pinus strobus,PIST,None,None,2.5,NA,0.4,NA,NA,NA,NA,NA,NA
23809,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,21.7,NA,191.6,NA,NA,NA,NA,NA,NA
23810,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,22.5,NA,208.7,NA,NA,NA,NA,NA,NA
23811,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,26.2,NA,298.4,NA,NA,NA,NA,NA,NA
23812,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,20.5,NA,167.7,NA,NA,NA,NA,NA,NA
23813,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,34.6,NA,573.6,NA,NA,NA,NA,NA,NA
23814,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,29.4,NA,391.2,NA,NA,NA,NA,NA,NA
23815,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,32.9,NA,509.5,NA,NA,NA,NA,NA,NA
23816,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,30.4,NA,423.2,NA,NA,NA,NA,NA,NA
23817,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,25.6,NA,282.6,NA,NA,NA,NA,NA,NA
23818,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,18,NA,123.5,NA,NA,NA,NA,NA,NA
23819,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,19,NA,140.2,NA,NA,NA,NA,NA,NA
23820,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,19.6,NA,150.9,NA,NA,NA,NA,NA,NA
23821,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,27.1,NA,323,NA,NA,NA,NA,NA,NA
23822,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,18,NA,123.5,NA,NA,NA,NA,NA,NA
23823,AC103,NA,1983,NA,1910,73,Populus grandidentata,POGR,None,None,22.9,NA,217.5,NA,NA,NA,NA,NA,NA
23824,AC103,NA,1983,NA,1910,73,Quercus rubra,QURU,None,None,26,NA,334.3,NA,NA,NA,NA,NA,NA
23825,AC103,NA,1983,NA,1910,73,Quercus rubra,QURU,None,None,28.9,NA,448.3,NA,NA,NA,NA,NA,NA
23826,AC103,NA,1983,NA,1910,73,Quercus rubra,QURU,None,None,26.8,NA,363.6,NA,NA,NA,NA,NA,NA
23827,AC103,NA,1983,NA,1910,73,Quercus rubra,QURU,None,None,34.8,NA,750.4,NA,NA,NA,NA,NA,NA
23828,AC103,NA,1983,NA,1910,73,Quercus rubra,QURU,None,None,20.9,NA,182.5,NA,NA,NA,NA,NA,NA
23829,AC103,NA,1983,NA,1910,73,Quercus rubra,QURU,None,None,18.4,NA,128.2,NA,NA,NA,NA,NA,NA
23830,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4,NA,1.5,NA,NA,NA,NA,NA,NA
23831,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,8.3,NA,11.1,NA,NA,NA,NA,NA,NA
23832,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4.9,NA,2.6,NA,NA,NA,NA,NA,NA
23833,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,1.5,NA,0.1,NA,NA,NA,NA,NA,NA
23834,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4.8,NA,2.4,NA,NA,NA,NA,NA,NA
23835,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,1.2,NA,0.1,NA,NA,NA,NA,NA,NA
23836,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23837,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.5,NA,5.6,NA,NA,NA,NA,NA,NA
23838,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,5.8,NA,4.1,NA,NA,NA,NA,NA,NA
23839,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4.9,NA,2.6,NA,NA,NA,NA,NA,NA
23840,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,9.3,NA,15.3,NA,NA,NA,NA,NA,NA
23841,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,8.6,NA,12.3,NA,NA,NA,NA,NA,NA
23842,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4.1,NA,1.6,NA,NA,NA,NA,NA,NA
23843,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,1,NA,0,NA,NA,NA,NA,NA,NA
23844,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,3.6,NA,1.1,NA,NA,NA,NA,NA,NA
23845,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.2,NA,5,NA,NA,NA,NA,NA,NA
23846,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,0.5,NA,0,NA,NA,NA,NA,NA,NA
23847,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4.1,NA,1.6,NA,NA,NA,NA,NA,NA
23848,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.8,NA,6.4,NA,NA,NA,NA,NA,NA
23849,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,5.8,NA,4.1,NA,NA,NA,NA,NA,NA
23850,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4.7,NA,2.3,NA,NA,NA,NA,NA,NA
23851,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.2,NA,5,NA,NA,NA,NA,NA,NA
23852,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,5,NA,2.7,NA,NA,NA,NA,NA,NA
23853,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.3,NA,5.2,NA,NA,NA,NA,NA,NA
23854,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,7.4,NA,8.1,NA,NA,NA,NA,NA,NA
23855,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.8,NA,6.4,NA,NA,NA,NA,NA,NA
23856,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,9.1,NA,14.4,NA,NA,NA,NA,NA,NA
23857,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,8.8,NA,13.1,NA,NA,NA,NA,NA,NA
23858,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,5.6,NA,3.7,NA,NA,NA,NA,NA,NA
23859,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.8,NA,6.4,NA,NA,NA,NA,NA,NA
23860,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.3,NA,5.2,NA,NA,NA,NA,NA,NA
23861,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,3.3,NA,0.9,NA,NA,NA,NA,NA,NA
23862,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,3.6,NA,1.1,NA,NA,NA,NA,NA,NA
23863,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,5.5,NA,3.6,NA,NA,NA,NA,NA,NA
23864,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,1.4,NA,0.1,NA,NA,NA,NA,NA,NA
23865,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,8.1,NA,10.4,NA,NA,NA,NA,NA,NA
23866,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6,NA,4.5,NA,NA,NA,NA,NA,NA
23867,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,10.9,NA,23.8,NA,NA,NA,NA,NA,NA
23868,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,12.7,NA,36.3,NA,NA,NA,NA,NA,NA
23869,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
23870,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,4,NA,1.5,NA,NA,NA,NA,NA,NA
23871,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.5,NA,5.6,NA,NA,NA,NA,NA,NA
23872,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,9.2,NA,14.8,NA,NA,NA,NA,NA,NA
23873,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.5,NA,5.6,NA,NA,NA,NA,NA,NA
23874,AC103,NA,1983,NA,1910,73,Acer rubrum,ACRU,None,None,6.8,NA,6.4,NA,NA,NA,NA,NA,NA
23875,AC103,NA,1983,NA,1910,73,Pinus resinosa,PIRE,None,None,5.8,NA,4.5,NA,NA,NA,NA,NA,NA
23876,AC103,NA,1983,NA,1910,73,Pinus strobus,PIST,None,None,1.5,NA,0.1,NA,NA,NA,NA,NA,NA
23877,AC103,NA,1983,NA,1910,73,Pinus strobus,PIST,None,None,3.7,NA,1.2,NA,NA,NA,NA,NA,NA
23878,AC103,NA,1983,NA,1910,73,Pinus strobus,PIST,None,None,3.2,NA,0.8,NA,NA,NA,NA,NA,NA
23879,AC103,NA,1983,NA,1910,73,Pinus strobus,PIST,None,None,5.8,NA,3.8,NA,NA,NA,NA,NA,NA
23880,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,22.6,NA,211,NA,NA,NA,NA,NA,NA
23881,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,23.9,NA,239.9,NA,NA,NA,NA,NA,NA
23882,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,31,NA,442.7,NA,NA,NA,NA,NA,NA
23883,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,27.4,NA,332.4,NA,NA,NA,NA,NA,NA
23884,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,34.5,NA,571.4,NA,NA,NA,NA,NA,NA
23885,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,35.8,NA,622,NA,NA,NA,NA,NA,NA
23886,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,21.3,NA,184.2,NA,NA,NA,NA,NA,NA
23887,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,27.7,NA,339.7,NA,NA,NA,NA,NA,NA
23888,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,28.7,NA,369.7,NA,NA,NA,NA,NA,NA
23889,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,20.6,NA,169.1,NA,NA,NA,NA,NA,NA
23890,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,19.6,NA,150.1,NA,NA,NA,NA,NA,NA
23891,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,18.3,NA,128.2,NA,NA,NA,NA,NA,NA
23892,AC103,NA,1988,NA,1910,78,Populus grandidentata,POGR,None,None,32,NA,477.5,NA,NA,NA,NA,NA,NA
23893,AC103,NA,1988,NA,1910,78,Quercus rubra,QURU,None,None,26.4,NA,349.4,NA,NA,NA,NA,NA,NA
23894,AC103,NA,1988,NA,1910,78,Quercus rubra,QURU,None,None,19.3,NA,146.4,NA,NA,NA,NA,NA,NA
23895,AC103,NA,1988,NA,1910,78,Quercus rubra,QURU,None,None,21.8,NA,206.2,NA,NA,NA,NA,NA,NA
23896,AC103,NA,1988,NA,1910,78,Quercus rubra,QURU,None,None,36.6,NA,861.5,NA,NA,NA,NA,NA,NA
23897,AC103,NA,1988,NA,1910,78,Quercus rubra,QURU,None,None,27.7,NA,398,NA,NA,NA,NA,NA,NA
23898,AC103,NA,1988,NA,1910,78,Quercus rubra,QURU,None,None,30.5,NA,519.6,NA,NA,NA,NA,NA,NA
23899,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,1.3,NA,0.1,NA,NA,NA,NA,NA,NA
23900,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,4.6,NA,2.1,NA,NA,NA,NA,NA,NA
23901,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23902,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,5.6,NA,3.7,NA,NA,NA,NA,NA,NA
23903,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,9.9,NA,18.2,NA,NA,NA,NA,NA,NA
23904,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,0.3,NA,0,NA,NA,NA,NA,NA,NA
23905,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23906,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,1.5,NA,0.1,NA,NA,NA,NA,NA,NA
23907,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,1,NA,0,NA,NA,NA,NA,NA,NA
23908,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,6.4,NA,5.3,NA,NA,NA,NA,NA,NA
23909,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,4.6,NA,2.1,NA,NA,NA,NA,NA,NA
23910,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,7.9,NA,9.6,NA,NA,NA,NA,NA,NA
23911,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,0.8,NA,0,NA,NA,NA,NA,NA,NA
23912,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,1,NA,0,NA,NA,NA,NA,NA,NA
23913,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,0.3,NA,0,NA,NA,NA,NA,NA,NA
23914,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,6.6,NA,5.9,NA,NA,NA,NA,NA,NA
23915,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,6.6,NA,5.9,NA,NA,NA,NA,NA,NA
23916,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,9.1,NA,14.6,NA,NA,NA,NA,NA,NA
23917,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,6.1,NA,4.7,NA,NA,NA,NA,NA,NA
23918,AC103,NA,1988,NA,1910,78,Acer rubrum,ACRU,None,None,4.8,NA,2.5,NA,NA,NA,NA,NA,NA
