Sort,Plot,Outside_historic_plot,Measure_year,Date,Origin_year,Stand_year,Common_name,Species_code,Old_tag,LTREB_tag,DBH_cm,As_class,AGB_kg,Height_stem,Height_dead,Distance,Azimuth,Status,Notes
14955,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14956,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14957,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14958,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14959,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14960,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14961,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14962,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.5,NA,495.5,NA,NA,NA,NA,NA,NA
14963,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32.5,NA,495.1,NA,NA,NA,NA,NA,NA
14964,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32.5,NA,495.1,NA,NA,NA,NA,NA,NA
14965,Wells,NA,2e3,NA,1920,80,Acer saccharum,ACSA,NA,NA,32.5,NA,591.4,NA,NA,NA,NA,NA,NA
14966,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.4,NA,491.9,NA,NA,NA,NA,NA,NA
14967,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32.4,NA,491.5,NA,NA,NA,NA,NA,NA
14968,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.3,NA,488.3,NA,NA,NA,NA,NA,NA
14969,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32.3,NA,488,NA,NA,NA,NA,NA,NA
14970,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32.3,NA,488,NA,NA,NA,NA,NA,NA
14971,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32.3,NA,488,NA,NA,NA,NA,NA,NA
14972,Wells,NA,2e3,NA,1920,80,Betula papyrifera,BEPA,NA,NA,32.3,NA,579.1,NA,NA,NA,NA,NA,NA
14973,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,32.3,NA,488,NA,NA,NA,NA,NA,NA
14974,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,32.3,NA,488,NA,NA,NA,NA,NA,NA
14975,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14976,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14977,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14978,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14979,Wells,NA,1977,NA,1920,57,Acer rubrum,ACRU,NA,NA,32.3,NA,484,NA,NA,NA,NA,NA,NA
14980,Wells,NA,1977,NA,1920,57,Fagus grandifolia,FAGR,NA,NA,32.3,NA,577.4,NA,NA,NA,NA,NA,NA
14981,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14982,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14983,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14984,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14985,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14986,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32.3,NA,486.6,NA,NA,NA,NA,NA,NA
14987,Wells,NA,1981,NA,1920,61,Populus tremuloides,POTR,NA,NA,32.3,NA,534.7,NA,NA,NA,NA,NA,NA
14988,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,32.2,NA,484.4,NA,NA,NA,NA,NA,NA
14989,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,32.1,NA,477.3,NA,NA,NA,NA,NA,NA
14990,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32.1,NA,480.9,NA,NA,NA,NA,NA,NA
14991,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,32.1,NA,477.3,NA,NA,NA,NA,NA,NA
14992,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,32.1,NA,480.9,NA,NA,NA,NA,NA,NA
14993,Wells,NA,2e3,NA,1920,80,Populus tremuloides,POTR,NA,NA,32.1,NA,527.8,NA,NA,NA,NA,NA,NA
14994,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
14995,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
14996,Wells,NA,1974,NA,1920,54,Populus tremuloides,POTR,NA,NA,32,NA,523.5,NA,NA,NA,NA,NA,NA
14997,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
14998,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
14999,Wells,NA,1974,NA,1920,54,Fagus grandifolia,FAGR,NA,NA,32,NA,566.7,NA,NA,NA,NA,NA,NA
15000,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15001,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15002,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15003,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15004,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15005,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15006,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15007,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15008,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15009,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15010,Wells,NA,1981,NA,1920,61,Populus tremuloides,POTR,NA,NA,32,NA,523.5,NA,NA,NA,NA,NA,NA
15011,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15012,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15013,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,32,NA,473.2,NA,NA,NA,NA,NA,NA
15014,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15015,Wells,NA,1987,NA,1920,67,Tilia americana,TIAM,NA,NA,32,NA,26,NA,NA,NA,NA,NA,NA
15016,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,32,NA,473.2,NA,NA,NA,NA,NA,NA
15017,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,32,NA,477.4,NA,NA,NA,NA,NA,NA
15018,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.9,NA,473.9,NA,NA,NA,NA,NA,NA
15019,Wells,NA,1987,NA,1920,67,Populus tremuloides,POTR,NA,NA,31.9,NA,519.2,NA,NA,NA,NA,NA,NA
15020,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.9,NA,473.9,NA,NA,NA,NA,NA,NA
15021,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.9,NA,473.9,NA,NA,NA,NA,NA,NA
15022,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.8,NA,470.4,NA,NA,NA,NA,NA,NA
15023,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.8,NA,470.4,NA,NA,NA,NA,NA,NA
15024,Wells,NA,1987,NA,1920,67,Quercus rubra,QURU,NA,NA,31.8,NA,584.4,NA,NA,NA,NA,NA,NA
15025,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.8,NA,470.4,NA,NA,NA,NA,NA,NA
15026,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.8,NA,470.4,NA,NA,NA,NA,NA,NA
15027,Wells,NA,2e3,NA,1920,80,Populus tremuloides,POTR,NA,NA,31.8,NA,514.9,NA,NA,NA,NA,NA,NA
15028,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15029,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15030,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15031,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15032,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15033,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15034,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15035,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15036,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15037,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15038,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15039,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15040,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15041,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15042,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.8,NA,468.7,NA,NA,NA,NA,NA,NA
15043,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.7,NA,466.9,NA,NA,NA,NA,NA,NA
15044,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,31.7,NA,461,NA,NA,NA,NA,NA,NA
15045,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.7,NA,466.9,NA,NA,NA,NA,NA,NA
15046,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.7,NA,466.9,NA,NA,NA,NA,NA,NA
15047,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.6,NA,464.2,NA,NA,NA,NA,NA,NA
15048,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.6,NA,463.5,NA,NA,NA,NA,NA,NA
15049,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.6,NA,463.5,NA,NA,NA,NA,NA,NA
15050,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.6,NA,463.5,NA,NA,NA,NA,NA,NA
15051,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15052,Wells,NA,1974,NA,1920,54,Betula papyrifera,BEPA,NA,NA,31.5,NA,539.3,NA,NA,NA,NA,NA,NA
15053,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15054,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15055,Wells,NA,1974,NA,1920,54,Fraxinus americana,FRAM,NA,NA,31.5,NA,1.8,NA,NA,NA,NA,NA,NA
15056,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15057,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15058,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15059,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15060,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15061,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15062,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15063,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15064,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15065,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15066,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15067,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15068,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15069,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31.5,NA,460.1,NA,NA,NA,NA,NA,NA
15070,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.4,NA,456.6,NA,NA,NA,NA,NA,NA
15071,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.3,NA,454.6,NA,NA,NA,NA,NA,NA
15072,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.3,NA,453.2,NA,NA,NA,NA,NA,NA
15073,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.3,NA,453.2,NA,NA,NA,NA,NA,NA
15074,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.3,NA,453.2,NA,NA,NA,NA,NA,NA
15075,Wells,NA,1987,NA,1920,67,Betula papyrifera,BEPA,NA,NA,31.3,NA,529.6,NA,NA,NA,NA,NA,NA
15076,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.3,NA,453.2,NA,NA,NA,NA,NA,NA
15077,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15078,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15079,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15080,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15081,Wells,NA,1974,NA,1920,54,Acer rubrum,ACRU,NA,NA,31.2,NA,442.6,NA,NA,NA,NA,NA,NA
15082,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15083,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15084,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15085,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15086,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15087,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15088,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15089,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15090,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15091,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,31.2,NA,442.6,NA,NA,NA,NA,NA,NA
15092,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15093,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15094,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31.2,NA,451.2,NA,NA,NA,NA,NA,NA
15095,Wells,NA,2e3,NA,1920,80,Populus tremuloides,POTR,NA,NA,31.2,NA,489.8,NA,NA,NA,NA,NA,NA
15096,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31.1,NA,447.8,NA,NA,NA,NA,NA,NA
15097,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.1,NA,446.4,NA,NA,NA,NA,NA,NA
15098,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31.1,NA,446.4,NA,NA,NA,NA,NA,NA
15099,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,31.1,NA,437.1,NA,NA,NA,NA,NA,NA
15100,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,444.4,NA,NA,NA,NA,NA,NA
15101,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31,NA,443.1,NA,NA,NA,NA,NA,NA
15102,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,31,NA,443.1,NA,NA,NA,NA,NA,NA
15103,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,31,NA,433.3,NA,NA,NA,NA,NA,NA
15104,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31,NA,443.1,NA,NA,NA,NA,NA,NA
15105,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31,NA,443.1,NA,NA,NA,NA,NA,NA
15106,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,31,NA,443.1,NA,NA,NA,NA,NA,NA
15107,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15108,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15109,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15110,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15111,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15112,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15113,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15114,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15115,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15116,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15117,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15118,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15119,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15120,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15121,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15122,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15123,Wells,NA,1977,NA,1920,57,Betula papyrifera,BEPA,NA,NA,31,NA,514.9,NA,NA,NA,NA,NA,NA
15124,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15125,Wells,NA,1977,NA,1920,57,Populus tremuloides,POTR,NA,NA,31,NA,481.2,NA,NA,NA,NA,NA,NA
15126,Wells,NA,1977,NA,1920,57,Acer rubrum,ACRU,NA,NA,31,NA,432.9,NA,NA,NA,NA,NA,NA
15127,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15128,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,31,NA,442.7,NA,NA,NA,NA,NA,NA
15129,Wells,NA,1987,NA,1920,67,Betula papyrifera,BEPA,NA,NA,30.9,NA,510.6,NA,NA,NA,NA,NA,NA
15130,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,30.9,NA,439.7,NA,NA,NA,NA,NA,NA
15131,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,30.9,NA,439.7,NA,NA,NA,NA,NA,NA
15132,Wells,NA,2e3,NA,1920,80,Betula lutea,BEAL,NA,NA,30.9,NA,624.1,NA,NA,NA,NA,NA,NA
15133,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,30.8,NA,436.4,NA,NA,NA,NA,NA,NA
15134,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,30.8,NA,436.4,NA,NA,NA,NA,NA,NA
15135,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,30.8,NA,436.4,NA,NA,NA,NA,NA,NA
15136,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,30.8,NA,436.4,NA,NA,NA,NA,NA,NA
15137,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,30.8,NA,436.4,NA,NA,NA,NA,NA,NA
15138,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15139,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15140,Wells,NA,1974,NA,1920,54,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15141,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15142,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15143,Wells,NA,1977,NA,1920,57,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15144,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15145,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15146,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15147,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15148,Wells,NA,1981,NA,1920,61,Populus grandidentata,POGR,NA,NA,30.7,NA,434.1,NA,NA,NA,NA,NA,NA
15149,Wells,NA,1981,NA,1920,61,Populus tremuloides,POTR,NA,NA,30.7,NA,470.7,NA,NA,NA,NA,NA,NA
15150,Wells,NA,2e3,NA,1920,80,Populus grandidentata,POGR,NA,NA,30.7,NA,433.1,NA,NA,NA,NA,NA,NA
15151,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,30.6,NA,429.8,NA,NA,NA,NA,NA,NA
15152,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,30.5,NA,426.5,NA,NA,NA,NA,NA,NA
15153,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,30.5,NA,426.5,NA,NA,NA,NA,NA,NA
15154,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,30.5,NA,426.5,NA,NA,NA,NA,NA,NA
15155,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,30.5,NA,426.5,NA,NA,NA,NA,NA,NA
15156,Wells,NA,1987,NA,1920,67,Populus grandidentata,POGR,NA,NA,30.5,NA,426.5,NA,NA,NA,NA,NA,NA
